CUDA devices = 1
Device 0: NVIDIA GeForce RTX 4090

variations = 1
instructions = 32
registers = 30
opcodes = 2

targetMin = 0.000000f
targetMax = 6.283185f
target = 0.000001f

mode = FIRESTARTER_EVOLVE_NEW
evolveSeed = 0
optimizeSeed = 0
tests = 256
streams = 1
units = 1
states = 1
generations = 1000
population = 65536
passes = 1
attempts = 0
optimize = 1

scale = 0.300000f
startScale = 2.500000f
startResult = 10.000000f

FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation=  0  Old Result=10.00000000 *New Result=0.67720425  MinIndex=42566  EvolveAge=3  Best=0.67720425   BestAge=0  Time=0.1  Run Time=133.0
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation=  1  Old Result=0.67720425  Bad Result=0.67720425  MinIndex=42566  EvolveAge=3  Best=0.67720425   BestAge=1  Time=0.1  Run Time=133.1
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation=  2  Old Result=0.67720425 *New Result=0.67720419  MinIndex=10640  EvolveAge=13  Best=0.67720419   BestAge=0  Time=0.1  Run Time=133.2
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation=  3  Old Result=0.67720419 *New Result=0.67720413  MinIndex=19089  EvolveAge=0  Best=0.67720413   BestAge=0  Time=0.1  Run Time=133.2
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation=  4  Old Result=0.67720413 *New Result=0.67371869  MinIndex=20966  EvolveAge=0  Best=0.67371869   BestAge=0  Time=0.1  Run Time=133.3
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation=  5  Old Result=0.67371869 *New Result=0.65445209  MinIndex=20966  EvolveAge=12  Best=0.65445209   BestAge=0  Time=0.1  Run Time=133.4
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation=  6  Old Result=0.65445209  Bad Result=0.65445209  MinIndex=20966  EvolveAge=12  Best=0.65445209   BestAge=1  Time=0.1  Run Time=133.5
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation=  7  Old Result=0.65445209  Bad Result=0.65445209  MinIndex=20966  EvolveAge=12  Best=0.65445209   BestAge=2  Time=0.1  Run Time=133.5
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation=  8  Old Result=0.65445209  Bad Result=0.65445209  MinIndex=20966  EvolveAge=12  Best=0.65445209   BestAge=3  Time=0.1  Run Time=133.6
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation=  9  Old Result=0.65445209  Bad Result=0.65445209  MinIndex=20966  EvolveAge=12  Best=0.65445209   BestAge=4  Time=0.1  Run Time=133.7
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation= 10  Old Result=0.65445209  Bad Result=0.65445209  MinIndex=20966  EvolveAge=12  Best=0.65445209   BestAge=5  Time=0.1  Run Time=133.7
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation= 11  Old Result=0.65445209  Bad Result=0.65445209  MinIndex=20966  EvolveAge=12  Best=0.65445209   BestAge=6  Time=0.1  Run Time=133.8
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation= 12  Old Result=0.65445209  Bad Result=0.65445209  MinIndex=20966  EvolveAge=12  Best=0.65445209   BestAge=7  Time=0.1  Run Time=133.9
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation= 13  Old Result=0.65445209  Bad Result=0.65445209  MinIndex=20966  EvolveAge=12  Best=0.65445209   BestAge=8  Time=0.1  Run Time=133.9
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation= 14  Old Result=0.65445209  Bad Result=0.65445209  MinIndex=20966  EvolveAge=12  Best=0.65445209   BestAge=9  Time=0.1  Run Time=134.0
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation= 15  Old Result=0.65445209  Bad Result=0.65445209  MinIndex=20966  EvolveAge=12  Best=0.65445209   BestAge=10  Time=0.1  Run Time=134.1
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation= 16  Old Result=0.65445209  Bad Result=0.65445209  MinIndex=20966  EvolveAge=12  Best=0.65445209   BestAge=11  Time=0.1  Run Time=134.1
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation= 17  Old Result=0.65445209  Bad Result=0.65445209  MinIndex=20966  EvolveAge=12  Best=0.65445209   BestAge=12  Time=0.1  Run Time=134.2
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation= 18  Old Result=0.65445209  Bad Result=0.65445209  MinIndex=20966  EvolveAge=12  Best=0.65445209   BestAge=13  Time=0.1  Run Time=134.3
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation= 19  Old Result=0.65445209  Bad Result=0.65445209  MinIndex=20966  EvolveAge=12  Best=0.65445209   BestAge=14  Time=0.1  Run Time=134.3
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation= 20  Old Result=0.65445209  Bad Result=0.65445209  MinIndex=20966  EvolveAge=12  Best=0.65445209   BestAge=15  Time=0.1  Run Time=134.4
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation= 21  Old Result=0.65445209  Bad Result=0.65445209  MinIndex=20966  EvolveAge=12  Best=0.65445209   BestAge=16  Time=0.1  Run Time=134.5
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation= 22  Old Result=0.65445209  Bad Result=0.65445209  MinIndex=20966  EvolveAge=12  Best=0.65445209   BestAge=17  Time=0.1  Run Time=134.5
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation= 23  Old Result=0.65445209 *New Result=0.65017873  MinIndex=20966  EvolveAge=13  Best=0.65017873   BestAge=0  Time=0.1  Run Time=134.6
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation= 24  Old Result=0.65017873  Bad Result=0.65017873  MinIndex=20966  EvolveAge=13  Best=0.65017873   BestAge=1  Time=0.1  Run Time=134.7
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation= 25  Old Result=0.65017873  Bad Result=0.65017873  MinIndex=20966  EvolveAge=13  Best=0.65017873   BestAge=2  Time=0.1  Run Time=134.7
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation= 26  Old Result=0.65017873  Bad Result=0.65017873  MinIndex=20966  EvolveAge=13  Best=0.65017873   BestAge=3  Time=0.1  Run Time=134.8
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation= 27  Old Result=0.65017873  Bad Result=0.65017873  MinIndex=20966  EvolveAge=13  Best=0.65017873   BestAge=4  Time=0.1  Run Time=134.9
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation= 28  Old Result=0.65017873  Bad Result=0.65017873  MinIndex=20966  EvolveAge=13  Best=0.65017873   BestAge=5  Time=0.1  Run Time=134.9
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation= 29  Old Result=0.65017873  Bad Result=0.65017873  MinIndex=20966  EvolveAge=13  Best=0.65017873   BestAge=6  Time=0.1  Run Time=135.0
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation= 30  Old Result=0.65017873 *New Result=0.64982617  MinIndex=20966  EvolveAge=6  Best=0.64982617   BestAge=0  Time=0.1  Run Time=135.1
FIRESTARTER_EVOLVE_NEW: Seed=0  Test= 2  Generation= 31  Old Result=0.64982617  Bad Result=0.64982617  MinIndex=20966  EvolveAge=6  Best=0.64982617   BestAge=1  Time=0.1  Run Time=135.1
