CUDA devices = 1
Device 0: NVIDIA GeForce RTX 4090

variations = 3
samples = 15
instructions = 32
registers = 29
opcodes = 2
patternOpcodes = 4

targetMin = 0.000000f
targetMax = 6.283185f

mode = FIRESTARTER_REVOLVE
evolveSeed = 0
optimizeSeed = 0
seeds = 64
tests = 4
units = 2
processes = 2
population = 278528
iterations = 64
generations = 100
precision = 0
candidates = 16
attempts = 32

scale = 0.100000f
startScale = 2.000000f
startResult = 10.000000f

FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=0  Generation=0  Age=0  Evolution=0 *Result=0.00132939  Best=0.00132939  BestSeed=0  BestGen=0  Time=73.0079 Seconds  Run Time=3097.2101 Seconds  TestError=0.00000046
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=1  Generation=0  Age=0  Evolution=0 *Result=0.00040245  Best=0.00040245  BestSeed=0  BestGen=0  Time=0.0092 Seconds  Run Time=3097.2285 Seconds  TestError=0.00000018
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=2  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00040245  BestSeed=0  BestGen=0  Time=0.0018 Seconds  Run Time=3097.2320 Seconds  TestError=0.00000018
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=3  Generation=0  Age=0  Evolution=0 *Result=0.00031948  Best=0.00031948  BestSeed=0  BestGen=0  Time=0.0120 Seconds  Run Time=3097.2560 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=4  Generation=0  Age=0  Evolution=0  Result=1.25432634  Best=0.00031948  BestSeed=0  BestGen=0  Time=0.0017 Seconds  Run Time=3097.2594 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=5  Generation=0  Age=0  Evolution=0  Result=0.65194750  Best=0.00031948  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=3097.2597 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=6  Generation=0  Age=0  Evolution=0  Result=0.20455532  Best=0.00031948  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=3097.2600 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=7  Generation=0  Age=0  Evolution=0 *Result=0.00023949  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0072 Seconds  Run Time=3097.2744 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=8  Generation=0  Age=0  Evolution=0  Result=0.70431542  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0017 Seconds  Run Time=3097.2778 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=9  Generation=0  Age=0  Evolution=0  Result=0.10134196  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=3097.2782 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=10  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=3097.2785 Seconds  TestError=0.00000006
