variations = 3;
samples = 15;
instructions = 32;
registers = 32;
opcodes = 2;

targetMin = 0.000000f;
targetMax = 6.283185f;

mode = FIRESTARTER_EVOLVE;
units = 10;
processes = 16;
population = 139264;
iterations = 256;
candidates = 16;
generations = 100;
precision = 0;
evolve = FIRESTARTER_EVOLVE_BEST;
attempts = 32;
seed = 0;
scale = 0.100000f;
startScale = 4.000000f;
startResult = 10.000000f;

FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00295100  BestSeed=0  Time=0.0000 Seconds  Run Time=14.6614 Seconds  TestError=0.00000194
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00128454  BestSeed=1  Time=0.0000 Seconds  Run Time=14.7602 Seconds  TestError=0.00000024
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00058876  BestSeed=2  Time=0.0000 Seconds  Run Time=14.8771 Seconds  TestError=0.00000209
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00058876  BestSeed=2  Time=0.0000 Seconds  Run Time=14.8775 Seconds  TestError=0.00000024
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00058876  BestSeed=2  Time=0.0000 Seconds  Run Time=14.8778 Seconds  TestError=0.00000001
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00040466  BestSeed=5  Time=0.0000 Seconds  Run Time=14.9843 Seconds  TestError=0.00000024
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00040466  BestSeed=5  Time=0.0000 Seconds  Run Time=14.9846 Seconds  TestError=0.00000018
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00040466  BestSeed=5  Time=0.0000 Seconds  Run Time=14.9849 Seconds  TestError=0.00000060
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00040466  BestSeed=5  Time=0.0000 Seconds  Run Time=14.9852 Seconds  TestError=0.00000009
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00040466  BestSeed=5  Time=0.0000 Seconds  Run Time=14.9854 Seconds  TestError=0.00000036
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=0  Best=0.00029778  BestSeed=1  Time=2.0871 Seconds  Run Time=22.0369 Seconds  TestError=0.00000024
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=0  Best=0.00029778  BestSeed=1  Time=2.0871 Seconds  Run Time=22.0372 Seconds  TestError=0.00000009
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=0  Best=0.00022370  BestSeed=3  Time=2.0871 Seconds  Run Time=22.0906 Seconds  TestError=0.00000006
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=0  Best=0.00022370  BestSeed=3  Time=2.0871 Seconds  Run Time=22.0909 Seconds  TestError=0.00000001
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=0  Best=0.00022370  BestSeed=3  Time=2.0871 Seconds  Run Time=22.0912 Seconds  TestError=0.00000054
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=0  Best=0.00022370  BestSeed=3  Time=2.0871 Seconds  Run Time=22.0915 Seconds  TestError=0.00000036
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=0  Best=0.00022370  BestSeed=3  Time=2.0871 Seconds  Run Time=22.0917 Seconds  TestError=0.00000009
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=0  Best=0.00022370  BestSeed=3  Time=2.0871 Seconds  Run Time=22.0920 Seconds  TestError=0.00000024
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=0  Best=0.00022370  BestSeed=3  Time=2.0871 Seconds  Run Time=22.0923 Seconds  TestError=0.00000191
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=0  Best=0.00022370  BestSeed=3  Time=2.0871 Seconds  Run Time=22.0926 Seconds  TestError=0.00000095
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=1  Best=0.00022370  BestSeed=3  Time=0.5993 Seconds  Run Time=28.0205 Seconds  TestError=0.00000191
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=1  Best=0.00022370  BestSeed=3  Time=0.5993 Seconds  Run Time=28.0208 Seconds  TestError=0.00000072
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=1  Best=0.00022370  BestSeed=3  Time=0.5993 Seconds  Run Time=28.0211 Seconds  TestError=0.00000000
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=1  Best=0.00022370  BestSeed=3  Time=0.5993 Seconds  Run Time=28.0213 Seconds  TestError=0.00000000
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=1  Best=0.00022370  BestSeed=3  Time=0.5993 Seconds  Run Time=28.0216 Seconds  TestError=0.00000006
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=1  Best=0.00022370  BestSeed=3  Time=0.5993 Seconds  Run Time=28.0219 Seconds  TestError=0.00000158
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=1  Best=0.00022370  BestSeed=3  Time=0.5993 Seconds  Run Time=28.0222 Seconds  TestError=0.00000000
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=1  Best=0.00022370  BestSeed=3  Time=0.5993 Seconds  Run Time=28.0224 Seconds  TestError=0.00000511
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=1  Best=0.00022370  BestSeed=3  Time=0.5993 Seconds  Run Time=28.0227 Seconds  TestError=0.00000000
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=1  Best=0.00022370  BestSeed=3  Time=0.5993 Seconds  Run Time=28.0230 Seconds  TestError=0.00000018
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=2  Best=0.00022370  BestSeed=3  Time=0.4805 Seconds  Run Time=32.8253 Seconds  TestError=0.00000089
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=2  Best=0.00022370  BestSeed=3  Time=0.4805 Seconds  Run Time=32.8256 Seconds  TestError=0.00000006
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=2  Best=0.00022370  BestSeed=3  Time=0.4805 Seconds  Run Time=32.8258 Seconds  TestError=0.00000000
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=2  Best=0.00022370  BestSeed=3  Time=0.4805 Seconds  Run Time=32.8261 Seconds  TestError=0.00000021
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=2  Best=0.00022370  BestSeed=3  Time=0.4805 Seconds  Run Time=32.8264 Seconds  TestError=0.00000024
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=2  Best=0.00022370  BestSeed=3  Time=0.4805 Seconds  Run Time=32.8267 Seconds  TestError=0.00000048
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=2  Best=0.00022370  BestSeed=3  Time=0.4805 Seconds  Run Time=32.8269 Seconds  TestError=0.00000057
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=2  Best=0.00022370  BestSeed=3  Time=0.4805 Seconds  Run Time=32.8272 Seconds  TestError=0.00000051
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=2  Best=0.00022370  BestSeed=3  Time=0.4805 Seconds  Run Time=32.8275 Seconds  TestError=0.00000025
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=2  Best=0.00022370  BestSeed=3  Time=0.4805 Seconds  Run Time=32.8278 Seconds  TestError=0.00000042
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=3  Best=0.00022370  BestSeed=3  Time=0.4577 Seconds  Run Time=37.4027 Seconds  TestError=0.00000036
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=3  Best=0.00022370  BestSeed=3  Time=0.4577 Seconds  Run Time=37.4030 Seconds  TestError=0.00000054
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=3  Best=0.00022370  BestSeed=3  Time=0.4577 Seconds  Run Time=37.4033 Seconds  TestError=0.00000000
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=3  Best=0.00022370  BestSeed=3  Time=0.4577 Seconds  Run Time=37.4035 Seconds  TestError=0.00000003
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=3  Best=0.00022370  BestSeed=3  Time=0.4577 Seconds  Run Time=37.4038 Seconds  TestError=0.00000012
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=0  Best=0.00013307  BestSeed=9  Time=0.4577 Seconds  Run Time=37.4815 Seconds  TestError=0.00000060
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=0  Best=0.00013307  BestSeed=9  Time=0.4577 Seconds  Run Time=37.4818 Seconds  TestError=0.00000012
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=0  Best=0.00013307  BestSeed=9  Time=0.4577 Seconds  Run Time=37.4820 Seconds  TestError=0.00000030
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=0  Best=0.00013307  BestSeed=9  Time=0.4577 Seconds  Run Time=37.4823 Seconds  TestError=0.00000104
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=0  Best=0.00013307  BestSeed=9  Time=0.4577 Seconds  Run Time=37.4826 Seconds  TestError=0.00000089
FIRESTARTER_EVOLVE: Seed=5  Generation=5  Age=1  Best=0.00013307  BestSeed=9  Time=0.4348 Seconds  Run Time=41.7503 Seconds  TestError=0.00000030
FIRESTARTER_EVOLVE: Seed=5  Generation=5  Age=1  Best=0.00013307  BestSeed=9  Time=0.4348 Seconds  Run Time=41.7506 Seconds  TestError=0.00000033
FIRESTARTER_EVOLVE: Seed=5  Generation=5  Age=1  Best=0.00013307  BestSeed=9  Time=0.4348 Seconds  Run Time=41.7509 Seconds  TestError=0.00000011
FIRESTARTER_EVOLVE: Seed=5  Generation=5  Age=1  Best=0.00013307  BestSeed=9  Time=0.4348 Seconds  Run Time=41.7512 Seconds  TestError=0.00000003
FIRESTARTER_EVOLVE: Seed=5  Generation=5  Age=1  Best=0.00013307  BestSeed=9  Time=0.4348 Seconds  Run Time=41.7515 Seconds  TestError=0.00000024
FIRESTARTER_EVOLVE: Seed=5  Generation=5  Age=1  Best=0.00013307  BestSeed=9  Time=0.4348 Seconds  Run Time=41.7518 Seconds  TestError=0.00000011
FIRESTARTER_EVOLVE: Seed=5  Generation=5  Age=1  Best=0.00013307  BestSeed=9  Time=0.4348 Seconds  Run Time=41.7520 Seconds  TestError=0.00000000
FIRESTARTER_EVOLVE: Seed=5  Generation=5  Age=1  Best=0.00013307  BestSeed=9  Time=0.4348 Seconds  Run Time=41.7523 Seconds  TestError=0.00000027
FIRESTARTER_EVOLVE: Seed=5  Generation=5  Age=1  Best=0.00013307  BestSeed=9  Time=0.4348 Seconds  Run Time=41.7526 Seconds  TestError=0.00000048
FIRESTARTER_EVOLVE: Seed=5  Generation=5  Age=1  Best=0.00013307  BestSeed=9  Time=0.4348 Seconds  Run Time=41.7528 Seconds  TestError=0.00000006
FIRESTARTER_EVOLVE: Seed=6  Generation=6  Age=2  Best=0.00013307  BestSeed=9  Time=0.6258 Seconds  Run Time=48.0085 Seconds  TestError=0.00000143
FIRESTARTER_EVOLVE: Seed=6  Generation=6  Age=2  Best=0.00013307  BestSeed=9  Time=0.6258 Seconds  Run Time=48.0088 Seconds  TestError=0.00000018
FIRESTARTER_EVOLVE: Seed=6  Generation=6  Age=0  Best=0.00011146  BestSeed=8  Time=0.6258 Seconds  Run Time=48.1141 Seconds  TestError=0.00000000
FIRESTARTER_EVOLVE: Seed=6  Generation=6  Age=0  Best=0.00011146  BestSeed=8  Time=0.6258 Seconds  Run Time=48.1144 Seconds  TestError=0.00000048
FIRESTARTER_EVOLVE: Seed=6  Generation=6  Age=0  Best=0.00011146  BestSeed=8  Time=0.6258 Seconds  Run Time=48.1147 Seconds  TestError=0.00000036
FIRESTARTER_EVOLVE: Seed=6  Generation=6  Age=0  Best=0.00011146  BestSeed=8  Time=0.6258 Seconds  Run Time=48.1150 Seconds  TestError=0.00000052
FIRESTARTER_EVOLVE: Seed=6  Generation=6  Age=0  Best=0.00011146  BestSeed=8  Time=0.6258 Seconds  Run Time=48.1153 Seconds  TestError=0.00000012
FIRESTARTER_EVOLVE: Seed=6  Generation=6  Age=0  Best=0.00011146  BestSeed=8  Time=0.6258 Seconds  Run Time=48.1156 Seconds  TestError=0.00000024
FIRESTARTER_EVOLVE: Seed=6  Generation=6  Age=0  Best=0.00011146  BestSeed=8  Time=0.6258 Seconds  Run Time=48.1158 Seconds  TestError=0.00000003
FIRESTARTER_EVOLVE: Seed=6  Generation=6  Age=0  Best=0.00011146  BestSeed=8  Time=0.6258 Seconds  Run Time=48.1161 Seconds  TestError=0.00000061
FIRESTARTER_EVOLVE: Seed=7  Generation=7  Age=1  Best=0.00011146  BestSeed=8  Time=0.4329 Seconds  Run Time=52.3373 Seconds  TestError=0.00000006
FIRESTARTER_EVOLVE: Seed=7  Generation=7  Age=1  Best=0.00011146  BestSeed=8  Time=0.4329 Seconds  Run Time=52.3376 Seconds  TestError=0.00001526
FIRESTARTER_EVOLVE: Seed=7  Generation=7  Age=1  Best=0.00011146  BestSeed=8  Time=0.4329 Seconds  Run Time=52.3379 Seconds  TestError=0.00000009
FIRESTARTER_EVOLVE: Seed=7  Generation=7  Age=1  Best=0.00011146  BestSeed=8  Time=0.4329 Seconds  Run Time=52.3381 Seconds  TestError=0.00000003
FIRESTARTER_EVOLVE: Seed=7  Generation=7  Age=1  Best=0.00011146  BestSeed=8  Time=0.4329 Seconds  Run Time=52.3384 Seconds  TestError=0.00000161
FIRESTARTER_EVOLVE: Seed=7  Generation=7  Age=1  Best=0.00011146  BestSeed=8  Time=0.4329 Seconds  Run Time=52.3387 Seconds  TestError=0.00000018
FIRESTARTER_EVOLVE: Seed=7  Generation=7  Age=1  Best=0.00011146  BestSeed=8  Time=0.4329 Seconds  Run Time=52.3389 Seconds  TestError=0.00000048
FIRESTARTER_EVOLVE: Seed=7  Generation=7  Age=1  Best=0.00011146  BestSeed=8  Time=0.4329 Seconds  Run Time=52.3392 Seconds  TestError=0.00000023
FIRESTARTER_EVOLVE: Seed=7  Generation=7  Age=1  Best=0.00011146  BestSeed=8  Time=0.4329 Seconds  Run Time=52.3395 Seconds  TestError=0.00001551
FIRESTARTER_EVOLVE: Seed=7  Generation=7  Age=1  Best=0.00011146  BestSeed=8  Time=0.4329 Seconds  Run Time=52.3398 Seconds  TestError=0.00000024
FIRESTARTER_EVOLVE: Seed=8  Generation=8  Age=2  Best=0.00011146  BestSeed=8  Time=0.4136 Seconds  Run Time=56.4736 Seconds  TestError=0.00000012
FIRESTARTER_EVOLVE: Seed=8  Generation=8  Age=2  Best=0.00011146  BestSeed=8  Time=0.4136 Seconds  Run Time=56.4740 Seconds  TestError=0.00000024
FIRESTARTER_EVOLVE: Seed=8  Generation=8  Age=2  Best=0.00011146  BestSeed=8  Time=0.4136 Seconds  Run Time=56.4743 Seconds  TestError=0.00000000
FIRESTARTER_EVOLVE: Seed=8  Generation=8  Age=2  Best=0.00011146  BestSeed=8  Time=0.4136 Seconds  Run Time=56.4746 Seconds  TestError=0.00000000
FIRESTARTER_EVOLVE: Seed=8  Generation=8  Age=2  Best=0.00011146  BestSeed=8  Time=0.4136 Seconds  Run Time=56.4749 Seconds  TestError=0.00000060
FIRESTARTER_EVOLVE: Seed=8  Generation=8  Age=2  Best=0.00011146  BestSeed=8  Time=0.4136 Seconds  Run Time=56.4752 Seconds  TestError=0.00000050
FIRESTARTER_EVOLVE: Seed=8  Generation=8  Age=2  Best=0.00011146  BestSeed=8  Time=0.4136 Seconds  Run Time=56.4754 Seconds  TestError=0.00000000
FIRESTARTER_EVOLVE: Seed=8  Generation=8  Age=2  Best=0.00011146  BestSeed=8  Time=0.4136 Seconds  Run Time=56.4757 Seconds  TestError=0.00000029
