CUDA devices = 1
Device 0: NVIDIA GeForce RTX 4090

variations = 3
instructions = 32
registers = 30
opcodes = 3

targetMin = 0.000000f
targetMax = 6.283185f
target = 0.000001f

mode = FIRESTARTER_OPTIMIZE
evolveSeed = 0
optimizeSeed = 0
tests = 256
streams = 1
units = 1
states = 1
population = 262144
generations = 0
passes = 512
samples = 15
iterations = 64
candidates = 0
optimize = 1

scale = 0.300000f
startScale = 2.500000f
startResult = 10.000000f

FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  0 *Result=0.00616103  Best=0.00616103   Time=8.191  Run Time=38.3
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  0 *Result=0.00316732  Best=0.00316732   Time=8.195  Run Time=38.3
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  0 *Result=0.00016632  Best=0.00016632   Time=8.201  Run Time=38.3
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  0  Result=0.00096926  Best=0.00016632   Time=8.205  Run Time=38.3
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  0  Result=0.00048137  Best=0.00016632   Time=8.205  Run Time=38.3
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  0  Result=0.85227418  Best=0.00016632   Time=8.205  Run Time=38.3
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  0  Result=0.00112442  Best=0.00016632   Time=8.205  Run Time=38.3
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  0  Result=0.85227418  Best=0.00016632   Time=8.205  Run Time=38.3
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  0  Result=0.00276187  Best=0.00016632   Time=8.205  Run Time=38.3
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  0  Result=0.85227418  Best=0.00016632   Time=8.205  Run Time=38.3
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  0  Result=0.00017428  Best=0.00016632   Time=8.205  Run Time=38.3
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  0  Result=0.00021969  Best=0.00016632   Time=8.205  Run Time=38.3
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  0  Result=0.00057898  Best=0.00016632   Time=8.205  Run Time=38.3
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  0  Result=0.00276771  Best=0.00016632   Time=8.205  Run Time=38.3
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  0  Result=0.00025205  Best=0.00016632   Time=8.205  Run Time=38.3
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  0  Result=0.03495476  Best=0.00016632   Time=8.205  Run Time=38.3
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  1  Result=0.00043041  Best=0.00016632   Time=7.165  Run Time=70.8
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  1  Result=10.00000000  Best=0.00016632   Time=7.165  Run Time=70.8
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  1 *Result=0.00009096  Best=0.00009096   Time=7.165  Run Time=70.8
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  1  Result=0.00016816  Best=0.00009096   Time=7.168  Run Time=70.8
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  1  Result=10.00000000  Best=0.00009096   Time=7.168  Run Time=70.8
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  1  Result=10.00000000  Best=0.00009096   Time=7.168  Run Time=70.8
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  1  Result=10.00000000  Best=0.00009096   Time=7.168  Run Time=70.8
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  1  Result=10.00000000  Best=0.00009096   Time=7.168  Run Time=70.8
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  1 *Result=0.00002241  Best=0.00002241   Time=7.168  Run Time=70.8
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  1  Result=10.00000000  Best=0.00002241   Time=7.179  Run Time=70.8
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  1  Result=10.00000000  Best=0.00002241   Time=7.179  Run Time=70.8
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  1  Result=10.00000000  Best=0.00002241   Time=7.179  Run Time=70.8
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  1  Result=0.00039999  Best=0.00002241   Time=7.179  Run Time=70.8
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  1  Result=0.00013252  Best=0.00002241   Time=7.179  Run Time=70.8
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  1  Result=0.00011167  Best=0.00002241   Time=7.179  Run Time=70.8
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  1  Result=10.00000000  Best=0.00002241   Time=7.179  Run Time=70.8
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  2  Result=0.00077278  Best=0.00002241   Time=7.242  Run Time=104.3
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  2  Result=10.00000000  Best=0.00002241   Time=7.242  Run Time=104.3
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  2  Result=10.00000000  Best=0.00002241   Time=7.242  Run Time=104.3
FIRESTARTER_OPTIMIZE: Seed=0  Test=14  Generation=  2  Result=10.00000000  Best=0.00002241   Time=7.242  Run Time=104.3
