variations = 3;
samples = 15;
instructions = 32;
registers = 32;
opcodes = 2;

targetMin = 0.000000f;
targetMax = 6.283185f;

mode = FIRESTARTER_EVOLVE;
units = 10;
processes = 16;
population = 69632;
iterations = 256;
candidates = 16;
generations = 100;
precision = 0;
evolve = FIRESTARTER_EVOLVE_BEST;
attempts = 32;
seed = 0;
scale = 0.100000f;
startScale = 4.000000f;
startResult = 10.000000f;

FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00124690  BestSeed=8  Time=5.0196 Seconds  Run Time=6.4810 Seconds  TestError=0.00000024
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00086308  BestSeed=2  Time=3.0564 Seconds  Run Time=6.6010 Seconds  TestError=0.00000083
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00086308  BestSeed=2  Time=2.0776 Seconds  Run Time=6.6014 Seconds  TestError=0.00000012
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00086308  BestSeed=2  Time=1.5583 Seconds  Run Time=6.6018 Seconds  TestError=0.00000036
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00086308  BestSeed=2  Time=1.2467 Seconds  Run Time=6.6022 Seconds  TestError=0.00000089
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00086308  BestSeed=2  Time=1.0390 Seconds  Run Time=6.6025 Seconds  TestError=0.00000012
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00039327  BestSeed=5  Time=0.8906 Seconds  Run Time=6.7083 Seconds  TestError=0.00000006
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00039327  BestSeed=5  Time=0.7925 Seconds  Run Time=6.7088 Seconds  TestError=0.00000250
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00039327  BestSeed=5  Time=0.7045 Seconds  Run Time=6.7093 Seconds  TestError=0.00000012
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00039327  BestSeed=5  Time=0.6341 Seconds  Run Time=6.7097 Seconds  TestError=0.00000018
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=1  Best=0.00039327  BestSeed=5  Time=0.7808 Seconds  Run Time=8.9574 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=1  Best=0.00039327  BestSeed=5  Time=0.7169 Seconds  Run Time=8.9717 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=1  Best=0.00039327  BestSeed=5  Time=0.6667 Seconds  Run Time=9.0356 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=1  Best=0.00039327  BestSeed=5  Time=0.6306 Seconds  Run Time=9.1970 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=1  Best=0.00039327  BestSeed=5  Time=0.5899 Seconds  Run Time=9.2171 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=1  Best=0.00039327  BestSeed=5  Time=0.5570 Seconds  Run Time=9.2813 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=1  Best=0.00039327  BestSeed=5  Time=0.5336 Seconds  Run Time=9.4406 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=0  Best=0.00025582  BestSeed=3  Time=0.5164 Seconds  Run Time=9.6743 Seconds  TestError=0.00000048
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=0  Best=0.00025582  BestSeed=3  Time=0.5034 Seconds  Run Time=9.9334 Seconds  TestError=0.00000053
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=0  Best=0.00025582  BestSeed=3  Time=0.4803 Seconds  Run Time=9.9752 Seconds  TestError=0.00000012
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=1  Best=0.00025582  BestSeed=3  Time=0.5564 Seconds  Run Time=12.0526 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=1  Best=0.00025582  BestSeed=3  Time=0.5345 Seconds  Run Time=12.1282 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=1  Best=0.00025582  BestSeed=3  Time=0.5132 Seconds  Run Time=12.1732 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=1  Best=0.00025582  BestSeed=3  Time=0.4930 Seconds  Run Time=12.1995 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=1  Best=0.00025582  BestSeed=3  Time=0.4737 Seconds  Run Time=12.2106 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=1  Best=0.00025582  BestSeed=3  Time=0.4579 Seconds  Run Time=12.2754 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=1  Best=0.00025582  BestSeed=3  Time=0.4433 Seconds  Run Time=12.3389 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=1  Best=0.00025582  BestSeed=3  Time=0.4285 Seconds  Run Time=12.3656 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=1  Best=0.00025582  BestSeed=3  Time=0.4217 Seconds  Run Time=12.5975 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=1  Best=0.00025582  BestSeed=3  Time=0.4129 Seconds  Run Time=12.7551 Seconds  TestError=0.00000000
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=2  Best=0.00025582  BestSeed=3  Time=0.4526 Seconds  Run Time=14.3995 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=2  Best=0.00025582  BestSeed=3  Time=0.4442 Seconds  Run Time=14.5818 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=2  Best=0.00025582  BestSeed=3  Time=0.4377 Seconds  Run Time=14.8120 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=2  Best=0.00025582  BestSeed=3  Time=0.4289 Seconds  Run Time=14.9510 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=2  Best=0.00025582  BestSeed=3  Time=0.4169 Seconds  Run Time=14.9601 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=2  Best=0.00025582  BestSeed=3  Time=0.4054 Seconds  Run Time=14.9628 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=2  Best=0.00025582  BestSeed=3  Time=0.3970 Seconds  Run Time=15.0580 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=2  Best=0.00025582  BestSeed=3  Time=0.3868 Seconds  Run Time=15.0653 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=2  Best=0.00025582  BestSeed=3  Time=0.3770 Seconds  Run Time=15.0725 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=2  Best=0.00025582  BestSeed=3  Time=0.3677 Seconds  Run Time=15.0758 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=3  Best=0.00025582  BestSeed=3  Time=0.4426 Seconds  Run Time=18.5169 Seconds  TestError=0.00000014
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=3  Best=0.00025582  BestSeed=3  Time=0.4387 Seconds  Run Time=18.7959 Seconds  TestError=0.00000014
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=3  Best=0.00025582  BestSeed=3  Time=0.4303 Seconds  Run Time=18.8696 Seconds  TestError=0.00000014
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=3  Best=0.00025582  BestSeed=3  Time=0.4231 Seconds  Run Time=18.9856 Seconds  TestError=0.00000048
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=3  Best=0.00025582  BestSeed=3  Time=0.4141 Seconds  Run Time=19.0043 Seconds  TestError=0.00000048
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=3  Best=0.00025582  BestSeed=3  Time=0.4055 Seconds  Run Time=19.0208 Seconds  TestError=0.00000048
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=3  Best=0.00025582  BestSeed=3  Time=0.3992 Seconds  Run Time=19.1317 Seconds  TestError=0.00000048
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=3  Best=0.00025582  BestSeed=3  Time=0.3910 Seconds  Run Time=19.1390 Seconds  TestError=0.00000048
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=3  Best=0.00025582  BestSeed=3  Time=0.3831 Seconds  Run Time=19.1416 Seconds  TestError=0.00000048
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=3  Best=0.00025582  BestSeed=3  Time=0.3755 Seconds  Run Time=19.1460 Seconds  TestError=0.00000048
FIRESTARTER_EVOLVE: Seed=5  Generation=5  Age=4  Best=0.00025582  BestSeed=3  Time=0.4109 Seconds  Run Time=21.2890 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=5  Generation=5  Age=4  Best=0.00025582  BestSeed=3  Time=0.4033 Seconds  Run Time=21.3202 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=5  Generation=5  Age=4  Best=0.00025582  BestSeed=3  Time=0.3959 Seconds  Run Time=21.3556 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=5  Generation=5  Age=4  Best=0.00025582  BestSeed=3  Time=0.3886 Seconds  Run Time=21.3868 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=5  Generation=5  Age=4  Best=0.00025582  BestSeed=3  Time=0.3812 Seconds  Run Time=21.4054 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=5  Generation=5  Age=4  Best=0.00025582  BestSeed=3  Time=0.3739 Seconds  Run Time=21.4183 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=5  Generation=5  Age=4  Best=0.00025582  BestSeed=3  Time=0.3667 Seconds  Run Time=21.4308 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=5  Generation=5  Age=4  Best=0.00025582  BestSeed=3  Time=0.3600 Seconds  Run Time=21.4662 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=5  Generation=5  Age=4  Best=0.00025582  BestSeed=3  Time=0.3580 Seconds  Run Time=21.7240 Seconds  TestError=0.00000155
FIRESTARTER_EVOLVE: Seed=5  Generation=5  Age=4  Best=0.00025582  BestSeed=3  Time=0.3516 Seconds  Run Time=21.7641 Seconds  TestError=0.00000155
FIRESTARTER_EVOLVE: Seed=6  Generation=6  Age=5  Best=0.00025582  BestSeed=3  Time=0.3896 Seconds  Run Time=24.0142 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=6  Generation=6  Age=5  Best=0.00025582  BestSeed=3  Time=0.3839 Seconds  Run Time=24.1205 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=6  Generation=6  Age=5  Best=0.00025582  BestSeed=3  Time=0.3764 Seconds  Run Time=24.1261 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=6  Generation=6  Age=5  Best=0.00025582  BestSeed=3  Time=0.3693 Seconds  Run Time=24.1479 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=6  Generation=6  Age=5  Best=0.00025582  BestSeed=3  Time=0.3620 Seconds  Run Time=24.1528 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=6  Generation=6  Age=5  Best=0.00025582  BestSeed=3  Time=0.3548 Seconds  Run Time=24.1566 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=6  Generation=6  Age=5  Best=0.00025582  BestSeed=3  Time=0.3479 Seconds  Run Time=24.1636 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=6  Generation=6  Age=5  Best=0.00025582  BestSeed=3  Time=0.3412 Seconds  Run Time=24.1787 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=6  Generation=6  Age=5  Best=0.00025582  BestSeed=3  Time=0.3348 Seconds  Run Time=24.1982 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=6  Generation=6  Age=5  Best=0.00025582  BestSeed=3  Time=0.3281 Seconds  Run Time=24.1994 Seconds  TestError=10.00000000
FIRESTARTER_EVOLVE: Seed=7  Generation=7  Age=6  Best=0.00025582  BestSeed=3  Time=0.3993 Seconds  Run Time=28.0891 Seconds  TestError=0.00000036
FIRESTARTER_EVOLVE: Seed=7  Generation=7  Age=6  Best=0.00025582  BestSeed=3  Time=0.3918 Seconds  Run Time=28.1129 Seconds  TestError=0.00000036
FIRESTARTER_EVOLVE: Seed=7  Generation=7  Age=6  Best=0.00025582  BestSeed=3  Time=0.3842 Seconds  Run Time=28.1250 Seconds  TestError=0.00000036
FIRESTARTER_EVOLVE: Seed=7  Generation=7  Age=6  Best=0.00025582  BestSeed=3  Time=0.3772 Seconds  Run Time=28.1580 Seconds  TestError=0.00000036
