variations = 3;
samples = 15;
instructions = 32;
registers = 32;
opcodes = 2;

targetMin = 0.000000f;
targetMax = 6.283185f;

mode = FIRESTARTER_CODE;
units = 1;
process = 0;
population = 4352;
iterations = 256;
candidates = 16;
generations = 5;
precision = 0;
evolve = FIRESTARTER_EVOLVE_BEST;
attempts = 32;
seed = 4321;
scale = 0.100000f;
startScale = 4.000000f;
startResult = 10.000000f;

FIRESTARTER_CODE: Generation=0  Age=0  Best=0.10966852  Time=1.9857 Seconds  Run Time=4.9282 Seconds  TestError=0.00000001
FIRESTARTER_CODE: Generation=1  Age=0  Best=0.09664200  Time=0.9871 Seconds  Run Time=5.9768 Seconds  TestError=0.00000012
FIRESTARTER_CODE: Generation=2  Age=0  Best=0.07594448  Time=0.9854 Seconds  Run Time=6.9771 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=3  Age=0  Best=0.04746068  Time=1.0009 Seconds  Run Time=7.9917 Seconds  TestError=0.00000012
FIRESTARTER_CODE: Generation=4  Age=0  Best=0.04297498  Time=0.9998 Seconds  Run Time=9.0885 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=5  Age=0  Best=0.02760689  Time=1.0086 Seconds  Run Time=10.2013 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=6  Age=0  Best=0.01671985  Time=1.0248 Seconds  Run Time=11.3270 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=7  Age=0  Best=0.01092408  Time=1.0503 Seconds  Run Time=12.4595 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=8  Age=0  Best=0.00959659  Time=1.0501 Seconds  Run Time=13.5708 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=9  Age=0  Best=0.00921333  Time=1.0367 Seconds  Run Time=14.6667 Seconds  TestError=0.00000003
FIRESTARTER_CODE: Generation=10  Age=0  Best=0.00908035  Time=1.0405 Seconds  Run Time=15.7722 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=11  Age=0  Best=0.00870126  Time=1.0665 Seconds  Run Time=16.9092 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=12  Age=0  Best=0.00855833  Time=1.0686 Seconds  Run Time=18.0121 Seconds  TestError=0.00000006
FIRESTARTER_CODE: Generation=13  Age=0  Best=0.00825813  Time=1.0741 Seconds  Run Time=19.1228 Seconds  TestError=0.00000006
FIRESTARTER_CODE: Generation=14  Age=0  Best=0.00813812  Time=1.0633 Seconds  Run Time=20.2203 Seconds  TestError=0.00000006
FIRESTARTER_CODE: Generation=15  Age=1  Best=0.00813812  Time=1.0801 Seconds  Run Time=21.3471 Seconds  TestError=0.00000006
FIRESTARTER_CODE: Generation=16  Age=0  Best=0.00792843  Time=1.0829 Seconds  Run Time=22.4638 Seconds  TestError=0.00000006
FIRESTARTER_CODE: Generation=17  Age=0  Best=0.00789350  Time=1.1021 Seconds  Run Time=23.5935 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=18  Age=0  Best=0.00787222  Time=1.0944 Seconds  Run Time=24.8016 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=19  Age=0  Best=0.00772762  Time=1.0753 Seconds  Run Time=25.8942 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=20  Age=0  Best=0.00770676  Time=1.0789 Seconds  Run Time=27.0068 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=21  Age=0  Best=0.00767253  Time=1.1175 Seconds  Run Time=28.1556 Seconds  TestError=0.00000006
FIRESTARTER_CODE: Generation=22  Age=0  Best=0.00765097  Time=1.1023 Seconds  Run Time=29.3642 Seconds  TestError=0.00000006
FIRESTARTER_CODE: Generation=23  Age=0  Best=0.00760269  Time=1.1084 Seconds  Run Time=30.5832 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=24  Age=0  Best=0.00751954  Time=1.1227 Seconds  Run Time=31.8169 Seconds  TestError=0.00000006
FIRESTARTER_CODE: Generation=25  Age=0  Best=0.00751638  Time=1.1150 Seconds  Run Time=33.0217 Seconds  TestError=0.00000006
FIRESTARTER_CODE: Generation=26  Age=0  Best=0.00744164  Time=1.1253 Seconds  Run Time=34.2513 Seconds  TestError=0.00000012
