CUDA devices = 1
Device 0: NVIDIA GeForce RTX 4090

variations = 3
samples = 15
instructions = 32
registers = 29
opcodes = 2
patternOpcodes = 4

targetMin = 0.000000f
targetMax = 6.283185f

mode = FIRESTARTER_RANDOM
evolveSeed = 2
optimizeSeed = 0
seeds = 11000
tests = 0
units = 8
processes = 16
population = 278528
iterations = 256
generations = 100
precision = 0
candidates = 16
attempts = 32

scale = 0.100000f
startScale = 2.000000f
startResult = 10.000000f

FIRESTARTER_RANDOM: Seed=2  Generation=0  Result=1.48324537  Average=1.48324537  Best=1.48324537  BestSeed=2  Time=8.9372 Seconds  Run Time=8.9372 Seconds  TestError=0.00000000  V:0=0.97492790  V:1=1.48324537  V:2=1.26726294
FIRESTARTER_RANDOM: Seed=9  Generation=0  Result=0.00069761  Average=0.74197149  Best=0.00069761  BestSeed=9  Time=0.3432 Seconds  Run Time=9.2805 Seconds  TestError=0.00000030  V:0=0.00022751  V:1=0.00008017  V:2=0.00069761
FIRESTARTER_RANDOM: Seed=11  Generation=0  Result=0.85227418  Average=0.77873905  Best=0.00069761  BestSeed=9  Time=0.2330 Seconds  Run Time=9.2929 Seconds  TestError=0.00000030  V:0=0.03331679  V:1=0.85227418  V:2=0.06339139
FIRESTARTER_RANDOM: Seed=0  Generation=0  Result=0.49827439  Average=0.70862289  Best=0.00069761  BestSeed=9  Time=0.1748 Seconds  Run Time=9.2931 Seconds  TestError=0.00000030  V:0=0.41927719  V:1=0.19273901  V:2=0.49827439
FIRESTARTER_RANDOM: Seed=4  Generation=0  Result=0.00915235  Average=0.56872878  Best=0.00069761  BestSeed=9  Time=0.1399 Seconds  Run Time=9.2935 Seconds  TestError=0.00000030  V:0=0.00067458  V:1=0.00063550  V:2=0.00915235
FIRESTARTER_RANDOM: Seed=13  Generation=0  Result=0.99774742  Average=0.64023189  Best=0.00069761  BestSeed=9  Time=0.1166 Seconds  Run Time=9.2937 Seconds  TestError=0.00000030  V:0=0.40477622  V:1=0.99774742  V:2=0.59214461
FIRESTARTER_RANDOM: Seed=5  Generation=0  Result=0.00275409  Average=0.54916363  Best=0.00069761  BestSeed=9  Time=0.1000 Seconds  Run Time=9.2940 Seconds  TestError=0.00000030  V:0=0.00098699  V:1=0.00044179  V:2=0.00275409
FIRESTARTER_RANDOM: Seed=10  Generation=0  Result=0.00054943  Average=0.48058686  Best=0.00054943  BestSeed=10  Time=0.0989 Seconds  Run Time=9.3851 Seconds  TestError=0.00000024  V:0=0.00015587  V:1=0.00007641  V:2=0.00054943
FIRESTARTER_RANDOM: Seed=6  Generation=0  Result=10.00000000  Average=1.53829943  Best=0.00054943  BestSeed=10  Time=0.3116 Seconds  Run Time=11.3987 Seconds  TestError=0.00000024  V:0=0.00500524  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=7  Generation=0  Result=10.00000000  Average=2.38446948  Best=0.00054943  BestSeed=10  Time=0.3062 Seconds  Run Time=11.6561 Seconds  TestError=0.00000024  V:0=0.00077188  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=8  Generation=0  Result=10.00000000  Average=3.07679044  Best=0.00054943  BestSeed=10  Time=0.2802 Seconds  Run Time=11.6766 Seconds  TestError=0.00000024  V:0=0.00803381  V:1=10.00000000  V:2=10.00000000
