CUDA devices = 1
Device 0: NVIDIA GeForce RTX 4090 Laptop GPU

variations = 3
instructions = 32
registers = 30
opcodes = 3

targetMin = 0.000000f
targetMax = 6.283185f
target = 0.000001f

mode = FIRESTARTER_EVOLVE_SELECT
evolveSeed = 0
optimizeSeed = 0
tests = 16
streams = 1
units = 8
states = 16
population = 32768
generations = 0
passes = 512
samples = 15
iterations = 64
candidates = 0
attempts = 0
optimize = 1

scale = 0.300000f
startScale = 2.500000f
startResult = 10.000000f

FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  1  Old Result=0.00018779  Bad Result=10.00000000  MinIndex=19993  Best=0.00018779   BestAge=17  Time=4.403  Run Time=56.7
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  1  Old Result=0.00054519 >New Result=0.00026431  MinIndex=28194  Best=0.00018779   BestAge=18  Time=4.403  Run Time=56.7
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  1  Old Result=0.00018779  Bad Result=10.00000000  MinIndex=19993  Best=0.00018779   BestAge=18  Time=4.403  Run Time=56.7
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  1  Old Result=0.00039709  Bad Result=10.00000000  MinIndex=10519  Best=0.00018779   BestAge=18  Time=4.403  Run Time=56.7
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  2  Old Result=0.87615538 >New Result=0.00373518  MinIndex=22217  Best=0.00018779   BestAge=20  Time=4.466  Run Time=63.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  2  Old Result=0.00026431  Bad Result=10.00000000  MinIndex=28194  Best=0.00018779   BestAge=20  Time=4.466  Run Time=63.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  2  Old Result=0.00040779  Bad Result=10.00000000  MinIndex=7863  Best=0.00018779   BestAge=20  Time=4.466  Run Time=63.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  2  Old Result=0.00018779  Bad Result=10.00000000  MinIndex=19993  Best=0.00018779   BestAge=20  Time=4.466  Run Time=63.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  2  Old Result=0.00026431  Bad Result=10.00000000  MinIndex=28194  Best=0.00018779   BestAge=20  Time=4.466  Run Time=63.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  2  Old Result=0.00134521  Bad Result=10.00000000  MinIndex=7127  Best=0.00018779   BestAge=20  Time=4.467  Run Time=63.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  2  Old Result=0.00018779  Bad Result=10.00000000  MinIndex=19993  Best=0.00018779   BestAge=20  Time=4.467  Run Time=63.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  2  Old Result=0.00077848  Bad Result=10.00000000  MinIndex=20980  Best=0.00018779   BestAge=20  Time=4.467  Run Time=63.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  2  Old Result=0.00026431  Bad Result=10.00000000  MinIndex=28194  Best=0.00018779   BestAge=20  Time=4.467  Run Time=63.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  2  Old Result=0.00039709  Bad Result=10.00000000  MinIndex=10519  Best=0.00018779   BestAge=20  Time=4.467  Run Time=63.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  2  Old Result=0.00040779  Bad Result=10.00000000  MinIndex=7863  Best=0.00018779   BestAge=20  Time=4.467  Run Time=63.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  2  Old Result=0.00018779  Bad Result=10.00000000  MinIndex=19993  Best=0.00018779   BestAge=20  Time=4.467  Run Time=63.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  2  Old Result=0.00060797  Bad Result=10.00000000  MinIndex=1017  Best=0.00018779   BestAge=20  Time=4.467  Run Time=63.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  2  Old Result=0.00026431  Bad Result=10.00000000  MinIndex=28194  Best=0.00018779   BestAge=20  Time=4.467  Run Time=63.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  2  Old Result=0.00018779 *New Result=0.00018734  MinIndex=19993  Best=0.00018734   BestAge=0  Time=4.467  Run Time=63.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  2  Old Result=0.00039709  Bad Result=10.00000000  MinIndex=10519  Best=0.00018734   BestAge=0  Time=4.473  Run Time=63.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  3  Old Result=0.88844728 >New Result=0.00200605  MinIndex=7863  Best=0.00018734   BestAge=2  Time=5.211  Run Time=71.2
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  3  Old Result=0.00040779  Bad Result=10.00000000  MinIndex=7863  Best=0.00018734   BestAge=2  Time=5.211  Run Time=71.2
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  3  Old Result=0.00026431  Bad Result=10.00000000  MinIndex=28194  Best=0.00018734   BestAge=2  Time=5.211  Run Time=71.2
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  3  Old Result=0.00224411 >New Result=0.00130856  MinIndex=2419  Best=0.00018734   BestAge=3  Time=5.211  Run Time=71.2
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  3  Old Result=0.00018734  Bad Result=10.00000000  MinIndex=19993  Best=0.00018734   BestAge=3  Time=5.211  Run Time=71.2
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  3  Old Result=0.00077848  Bad Result=10.00000000  MinIndex=20980  Best=0.00018734   BestAge=3  Time=5.211  Run Time=71.2
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  3  Old Result=0.00026431  Bad Result=10.00000000  MinIndex=28194  Best=0.00018734   BestAge=3  Time=5.211  Run Time=71.2
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  3  Old Result=0.00039709  Bad Result=10.00000000  MinIndex=10519  Best=0.00018734   BestAge=3  Time=5.211  Run Time=71.2
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  3  Old Result=0.00060797  Bad Result=10.00000000  MinIndex=1017  Best=0.00018734   BestAge=3  Time=5.211  Run Time=71.2
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  3  Old Result=0.00018734  Bad Result=10.00000000  MinIndex=19993  Best=0.00018734   BestAge=3  Time=5.211  Run Time=71.2
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 8  Generation=  3  Old Result=0.00040779  Bad Result=10.00000000  MinIndex=7863  Best=0.00018734   BestAge=3  Time=5.211  Run Time=71.2
