variations = 3;
samples = 15;
instructions = 32;
registers = 32;
opcodes = 2;

targetMin = 0.000000f;
targetMax = 6.283185f;

mode = FIRESTARTER_RANDOM;
units = 2;
processes = 6;
population = 69632;
iterations = 256;
candidates = 16;
generations = 100;
precision = 0;
evolve = FIRESTARTER_EVOLVE_BEST;
attempts = 10000;
seed = 0;
scale = 0.100000f;
startScale = 4.000000f;
startResult = 10.000000f;

FIRESTARTER_RANDOM: Seed=0  Generation=0  Result=0.00209759  Average=0.00209759  Best=0.00209759  BestSeed=0  Time=1.2971 Seconds  Run Time=3.9200 Seconds  TestError=0.00000107  V:0=0.00147331  V:1=0.00063992  V:2=0.00209759
FIRESTARTER_RANDOM: Seed=1  Generation=1  Result=0.00046229  Average=0.00127994  Best=0.00046229  BestSeed=1  Time=0.6711 Seconds  Run Time=4.0303 Seconds  TestError=0.00000048  V:0=0.00014928  V:1=0.00046229  V:2=0.00016336
FIRESTARTER_RANDOM: Seed=5  Generation=5  Result=0.00070342  Average=0.00054388  Best=0.00046229  BestSeed=1  Time=0.2783 Seconds  Run Time=4.2719 Seconds  TestError=8.51675415  V:0=0.00070342  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=3  Generation=3  Result=0.00109547  Average=0.00108969  Best=0.00046229  BestSeed=1  Time=0.4500 Seconds  Run Time=4.4036 Seconds  TestError=8.51675415  V:0=0.00109547  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=4  Generation=4  Result=0.00079250  Average=0.00103026  Best=0.00046229  BestSeed=1  Time=0.4424 Seconds  Run Time=4.8144 Seconds  TestError=8.51675415  V:0=0.00079250  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=2  Generation=2  Result=0.00182043  Average=0.00232390  Best=0.00046229  BestSeed=1  Time=0.7679 Seconds  Run Time=4.9058 Seconds  TestError=0.00000034  V:0=0.00036919  V:1=0.00032270  V:2=0.00182043
FIRESTARTER_RANDOM: Seed=8  Generation=8  Result=0.00049718  Average=0.00082988  Best=0.00046229  BestSeed=1  Time=0.2887 Seconds  Run Time=5.2005 Seconds  TestError=8.51675415  V:0=0.00049718  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=6  Generation=6  Result=0.85227418  Average=0.12282044  Best=0.00046229  BestSeed=1  Time=0.4044 Seconds  Run Time=5.4332 Seconds  TestError=7.79230595  V:0=0.00022635  V:1=0.85227418  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=10  Generation=10  Result=0.00111246  Average=0.07825959  Best=0.00046229  BestSeed=1  Time=0.2911 Seconds  Run Time=5.8048 Seconds  TestError=8.51675415  V:0=0.00111246  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=7  Generation=7  Result=0.00074685  Average=0.10770030  Best=0.00046229  BestSeed=1  Time=0.4100 Seconds  Run Time=5.8822 Seconds  TestError=0.00000169  V:0=0.00031537  V:1=0.00036299  V:2=0.00074685
FIRESTARTER_RANDOM: Seed=11  Generation=11  Result=0.00069571  Average=0.07185818  Best=0.00046229  BestSeed=1  Time=0.2976 Seconds  Run Time=6.1729 Seconds  TestError=8.51675415  V:0=0.00069571  V:1=10.00000000  V:2=10.00000000
