variations = 3;
samples = 15;
instructions = 32;
registers = 32;
opcodes = 2;

targetMin = 0.000000f;
targetMax = 6.283185f;

mode = FIRESTARTER_OPTIMIZE;
units = 1;
processes = 0;
population = 69632;
iterations = 512;
candidates = 16;
generations = 100;
precision = 256;
evolve = FIRESTARTER_EVOLVE_BEST;
attempts = 32;
seed = 0;
scale = 0.100000f;
startScale = 4.000000f;
startResult = 10.000000f;

FIRESTARTER_OPTIMIZE: Seed=0  Generation=0  Age=0  Best=0.00021088  BestSeed=0  Time=2.3561 Seconds  Run Time=3.7967 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Seed=1  Generation=1  Age=0  Best=0.00010198  BestSeed=1  Time=1.9052 Seconds  Run Time=4.6862 Seconds  TestError=0.00000048
FIRESTARTER_OPTIMIZE: Seed=2  Generation=2  Age=0  Best=0.00009254  BestSeed=2  Time=0.8910 Seconds  Run Time=5.5773 Seconds  TestError=0.00000012
FIRESTARTER_OPTIMIZE: Seed=3  Generation=3  Age=0  Best=0.00005609  BestSeed=3  Time=0.8911 Seconds  Run Time=6.4681 Seconds  TestError=0.00000012
FIRESTARTER_OPTIMIZE: Seed=4  Generation=4  Age=0  Best=0.00003977  BestSeed=4  Time=0.8969 Seconds  Run Time=7.3653 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=5  Generation=5  Age=0  Best=0.00003460  BestSeed=5  Time=0.8902 Seconds  Run Time=8.2553 Seconds  TestError=0.00000016
FIRESTARTER_OPTIMIZE: Seed=6  Generation=6  Age=0  Best=0.00003403  BestSeed=6  Time=0.8985 Seconds  Run Time=9.1538 Seconds  TestError=0.00000012
FIRESTARTER_OPTIMIZE: Seed=7  Generation=7  Age=1  Best=0.00003403  BestSeed=6  Time=0.8951 Seconds  Run Time=10.0394 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=8  Generation=8  Age=0  Best=0.00003400  BestSeed=8  Time=0.8843 Seconds  Run Time=10.9334 Seconds  TestError=0.00000007
FIRESTARTER_OPTIMIZE: Seed=9  Generation=9  Age=0  Best=0.00003393  BestSeed=9  Time=0.8985 Seconds  Run Time=11.8320 Seconds  TestError=0.00000001
FIRESTARTER_OPTIMIZE: Seed=10  Generation=10  Age=1  Best=0.00003393  BestSeed=9  Time=0.8982 Seconds  Run Time=12.7204 Seconds  TestError=0.00000012
FIRESTARTER_OPTIMIZE: Seed=11  Generation=11  Age=0  Best=0.00003386  BestSeed=11  Time=0.8796 Seconds  Run Time=13.6095 Seconds  TestError=0.00000009
FIRESTARTER_OPTIMIZE: Seed=12  Generation=12  Age=0  Best=0.00003368  BestSeed=12  Time=0.8941 Seconds  Run Time=14.5035 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=13  Generation=13  Age=0  Best=0.00003362  BestSeed=13  Time=0.8907 Seconds  Run Time=15.3943 Seconds  TestError=0.00000024
