CUDA devices = 1
Device 0: NVIDIA GeForce RTX 4090 Laptop GPU

variations = 3
instructions = 32
registers = 30
opcodes = 3

targetMin = 0.000000f
targetMax = 6.283185f
target = 0.000001f

mode = FIRESTARTER_EVOLVE_SELECT
evolveSeed = 0
optimizeSeed = 0
tests = 16
streams = 1
units = 8
states = 16
population = 32768
generations = 0
passes = 512
samples = 15
iterations = 64
candidates = 0
attempts = 0
optimize = 1

scale = 0.300000f
startScale = 2.500000f
startResult = 10.000000f

FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 1  Generation=  0  Old Result=0.97555876 *New Result=0.00347748  MinIndex=11786  Best=0.00347748   BestAge=0  Time=0.768  Run Time=23.3
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 1  Generation=  0  Old Result=1.09785140 *New Result=0.00324105  MinIndex=29285  Best=0.00324105   BestAge=0  Time=0.771  Run Time=23.3
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 1  Generation=  0  Old Result=1.07862341 >New Result=0.85227418  MinIndex=28109  Best=0.00324105   BestAge=1  Time=0.779  Run Time=23.3
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 1  Generation=  0  Old Result=0.86615676 *New Result=0.00093490  MinIndex=7860  Best=0.00093490   BestAge=0  Time=0.779  Run Time=23.3
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 1  Generation=  0  Old Result=0.97340274 >New Result=0.03280204  MinIndex=20522  Best=0.00093490   BestAge=1  Time=0.785  Run Time=23.3
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 1  Generation=  0  Old Result=0.83079207 >New Result=0.00214808  MinIndex=14154  Best=0.00093490   BestAge=2  Time=0.785  Run Time=23.3
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 1  Generation=  0  Old Result=0.78314269 *New Result=0.00059286  MinIndex=27670  Best=0.00059286   BestAge=0  Time=0.785  Run Time=23.3
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 1  Generation=  0  Old Result=0.90610689 >New Result=0.85227418  MinIndex=29960  Best=0.00059286   BestAge=1  Time=0.791  Run Time=23.3
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 1  Generation=  0  Old Result=0.86083126 >New Result=0.00278753  MinIndex=14967  Best=0.00059286   BestAge=2  Time=0.791  Run Time=23.3
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 1  Generation=  0  Old Result=0.83724183 >New Result=0.07424504  MinIndex=7652  Best=0.00059286   BestAge=3  Time=0.791  Run Time=23.3
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 1  Generation=  0  Old Result=0.89077443 >New Result=0.00116384  MinIndex=23322  Best=0.00059286   BestAge=4  Time=0.792  Run Time=23.3
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 1  Generation=  0  Old Result=1.05381954 >New Result=0.08692523  MinIndex=10033  Best=0.00059286   BestAge=5  Time=0.792  Run Time=23.3
