CUDA devices = 1
Device 0: NVIDIA GeForce RTX 4090

variations = 3
samples = 15
instructions = 32
registers = 32
opcodes = 2

targetMin = 0.000000f
targetMax = 6.283185f

mode = FIRESTARTER_OPTIMIZE
units = 1
processes = 0
iterations = 256
candidates = 16
generations = 100
precision = 0
evolve = FIRESTARTER_EVOLVE_BEST
attempts = 32
seed = 0
scale = 0.100000f
startScale = 2.000000f
startResult = 10.000000f

FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=0  Age=0 *Result=0.00022399  Best=0.00022399  BestGen=0  Time=0.0000 Seconds  Run Time=1.5960 Seconds  TestError=0.00000219
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=1  Age=0 *Result=0.00018132  Best=0.00018132  BestGen=1  Time=2.6556 Seconds  Run Time=2.6556 Seconds  TestError=0.00000253
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=2  Age=0 *Result=0.00015950  Best=0.00015950  BestGen=2  Time=0.2438 Seconds  Run Time=2.8994 Seconds  TestError=0.00000060
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=3  Age=0 *Result=0.00012124  Best=0.00012124  BestGen=3  Time=0.2424 Seconds  Run Time=3.1418 Seconds  TestError=0.00000083
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=4  Age=0 *Result=0.00010610  Best=0.00010610  BestGen=4  Time=0.2420 Seconds  Run Time=3.3839 Seconds  TestError=0.00000119
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=5  Age=0 *Result=0.00010335  Best=0.00010335  BestGen=5  Time=0.2427 Seconds  Run Time=3.6266 Seconds  TestError=0.00000083
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=6  Age=0 *Result=0.00008392  Best=0.00008392  BestGen=6  Time=0.2428 Seconds  Run Time=3.8693 Seconds  TestError=0.00000075
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=7  Age=0 *Result=0.00008023  Best=0.00008023  BestGen=7  Time=0.2419 Seconds  Run Time=4.1113 Seconds  TestError=0.00000060
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=8  Age=0 *Result=0.00006661  Best=0.00006661  BestGen=8  Time=0.2437 Seconds  Run Time=4.3550 Seconds  TestError=0.00000075
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=9  Age=1 *Result=0.00006661  Best=0.00006661  BestGen=8  Time=0.2411 Seconds  Run Time=4.5960 Seconds  TestError=0.00000086
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=10  Age=2 *Result=0.00006661  Best=0.00006661  BestGen=8  Time=0.2387 Seconds  Run Time=4.8347 Seconds  TestError=0.00000107
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=11  Age=0 *Result=0.00006568  Best=0.00006568  BestGen=11  Time=0.2372 Seconds  Run Time=5.0719 Seconds  TestError=0.00000060
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=12  Age=0 *Result=0.00006378  Best=0.00006378  BestGen=12  Time=0.2431 Seconds  Run Time=5.3150 Seconds  TestError=0.00000060
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=13  Age=0 *Result=0.00006342  Best=0.00006342  BestGen=13  Time=0.2416 Seconds  Run Time=5.5565 Seconds  TestError=0.00000167
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=14  Age=1 *Result=0.00006342  Best=0.00006342  BestGen=13  Time=0.2462 Seconds  Run Time=5.8028 Seconds  TestError=0.00000119
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=15  Age=2 *Result=0.00006342  Best=0.00006342  BestGen=13  Time=0.2393 Seconds  Run Time=6.0421 Seconds  TestError=0.00000143
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=16  Age=3 *Result=0.00006342  Best=0.00006342  BestGen=13  Time=0.2371 Seconds  Run Time=6.2791 Seconds  TestError=0.00000060
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=17  Age=0 *Result=0.00006330  Best=0.00006330  BestGen=17  Time=0.2360 Seconds  Run Time=6.5151 Seconds  TestError=0.00000095
