CUDA devices = 1
Device 0: NVIDIA GeForce RTX 4090

variations = 3
samples = 15
instructions = 32
registers = 32
opcodes = 2

targetMin = 0.000000f
targetMax = 6.283185f

mode = FIRESTARTER_REVOLVE
units = 1
processes = 0
iterations = 64
candidates = 16
generations = 100
precision = 0
attempts = 128
seed = 0
scale = 0.100000f
startScale = 2.000000f
startResult = 10.000000f

FIRESTARTER_REVOLVE: Seed=0  Generation=0  Age=0 *Result=0.00060809  Best=0.00060809  BestGen=0  Time=0.0000 Seconds  Run Time=1.9711 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=0  Generation=1  Age=0 *Result=0.00057018  Best=0.00057018  BestGen=1  Time=1.7022 Seconds  Run Time=3.6734 Seconds  TestError=0.00000024
FIRESTARTER_REVOLVE: Seed=0  Generation=2  Age=1  Result=0.00095505  Best=0.00057018  BestGen=1  Time=0.2753 Seconds  Run Time=3.9487 Seconds  TestError=0.00000024
FIRESTARTER_REVOLVE: Seed=0  Generation=3  Age=2  Result=0.00073099  Best=0.00057018  BestGen=1  Time=0.3640 Seconds  Run Time=4.3127 Seconds  TestError=0.00000024
FIRESTARTER_REVOLVE: Seed=0  Generation=4  Age=3  Result=0.00084519  Best=0.00057018  BestGen=1  Time=0.3623 Seconds  Run Time=4.6750 Seconds  TestError=0.00000024
FIRESTARTER_REVOLVE: Seed=0  Generation=5  Age=4  Result=0.00135803  Best=0.00057018  BestGen=1  Time=0.3714 Seconds  Run Time=5.0464 Seconds  TestError=0.00000024
FIRESTARTER_REVOLVE: Seed=0  Generation=6  Age=5  Result=0.00092131  Best=0.00057018  BestGen=1  Time=0.3668 Seconds  Run Time=5.4132 Seconds  TestError=0.00000024
FIRESTARTER_REVOLVE: Seed=0  Generation=7  Age=6  Result=0.00149548  Best=0.00057018  BestGen=1  Time=0.3639 Seconds  Run Time=5.7771 Seconds  TestError=0.00000024
FIRESTARTER_REVOLVE: Seed=0  Generation=8  Age=7  Result=0.00081062  Best=0.00057018  BestGen=1  Time=0.3701 Seconds  Run Time=6.1472 Seconds  TestError=0.00000024
FIRESTARTER_REVOLVE: Seed=0  Generation=9  Age=8  Result=0.00061214  Best=0.00057018  BestGen=1  Time=0.4566 Seconds  Run Time=6.6038 Seconds  TestError=0.00000024
FIRESTARTER_REVOLVE: Seed=0  Generation=10  Age=9  Result=0.00444031  Best=0.00057018  BestGen=1  Time=0.4611 Seconds  Run Time=7.0649 Seconds  TestError=0.00000024
FIRESTARTER_REVOLVE: Seed=0  Generation=11  Age=10  Result=0.00077480  Best=0.00057018  BestGen=1  Time=0.2676 Seconds  Run Time=7.3326 Seconds  TestError=0.00000024
FIRESTARTER_REVOLVE: Seed=0  Generation=12  Age=11  Result=0.00148821  Best=0.00057018  BestGen=1  Time=0.3639 Seconds  Run Time=7.6965 Seconds  TestError=0.00000024
FIRESTARTER_REVOLVE: Seed=0  Generation=13  Age=12  Result=0.00086647  Best=0.00057018  BestGen=1  Time=0.3604 Seconds  Run Time=8.0568 Seconds  TestError=0.00000024
FIRESTARTER_REVOLVE: Seed=0  Generation=14  Age=13  Result=0.00066686  Best=0.00057018  BestGen=1  Time=0.3590 Seconds  Run Time=8.4158 Seconds  TestError=0.00000024
FIRESTARTER_REVOLVE: Seed=0  Generation=15  Age=0 *Result=0.00042188  Best=0.00042188  BestGen=15  Time=0.5419 Seconds  Run Time=8.9577 Seconds  TestError=0.00000029
FIRESTARTER_REVOLVE: Seed=0  Generation=16  Age=1  Result=0.00143063  Best=0.00042188  BestGen=15  Time=0.3717 Seconds  Run Time=9.3294 Seconds  TestError=0.00000029
FIRESTARTER_REVOLVE: Seed=0  Generation=17  Age=2  Result=0.00044507  Best=0.00042188  BestGen=15  Time=0.3619 Seconds  Run Time=9.6913 Seconds  TestError=0.00000029
FIRESTARTER_REVOLVE: Seed=0  Generation=18  Age=3  Result=0.00116922  Best=0.00042188  BestGen=15  Time=0.3596 Seconds  Run Time=10.0509 Seconds  TestError=0.00000029
FIRESTARTER_REVOLVE: Seed=0  Generation=19  Age=4  Result=0.00158983  Best=0.00042188  BestGen=15  Time=0.3647 Seconds  Run Time=10.4156 Seconds  TestError=0.00000029
FIRESTARTER_REVOLVE: Seed=0  Generation=20  Age=5  Result=0.00126970  Best=0.00042188  BestGen=15  Time=0.3601 Seconds  Run Time=10.7757 Seconds  TestError=0.00000029
FIRESTARTER_REVOLVE: Seed=0  Generation=21  Age=6  Result=0.00212902  Best=0.00042188  BestGen=15  Time=0.3577 Seconds  Run Time=11.1334 Seconds  TestError=0.00000029
FIRESTARTER_REVOLVE: Seed=0  Generation=22  Age=7  Result=0.00066541  Best=0.00042188  BestGen=15  Time=0.3620 Seconds  Run Time=11.4954 Seconds  TestError=0.00000029
FIRESTARTER_REVOLVE: Seed=0  Generation=23  Age=8  Result=0.00046051  Best=0.00042188  BestGen=15  Time=0.3579 Seconds  Run Time=11.8533 Seconds  TestError=0.00000029
FIRESTARTER_REVOLVE: Seed=0  Generation=24  Age=9  Result=0.00106141  Best=0.00042188  BestGen=15  Time=0.3596 Seconds  Run Time=12.2129 Seconds  TestError=0.00000029
FIRESTARTER_REVOLVE: Seed=0  Generation=25  Age=10  Result=0.00155449  Best=0.00042188  BestGen=15  Time=0.3639 Seconds  Run Time=12.5768 Seconds  TestError=0.00000029
