variations = 3;
samples = 15;
instructions = 32;
registers = 32;
opcodes = 2;

targetMin = 0.000000f;
targetMax = 6.283185f;

mode = FIRESTARTER_RANDOM;
units = 2;
processes = 6;
population = 69632;
iterations = 256;
candidates = 16;
generations = 100;
precision = 0;
evolve = FIRESTARTER_EVOLVE_BEST;
attempts = 10000;
seed = 0;
scale = 0.100000f;
startScale = 4.000000f;
startResult = 10.000000f;

FIRESTARTER_RANDOM: Seed=2  Generation=2  Result=0.00086308  Average=0.00028769  Best=0.00086308  BestSeed=2  Time=0.6838 Seconds  Run Time=3.7313 Seconds  TestError=0.00000083  V:0=0.00041395  V:1=0.00008070  V:2=0.00086308
FIRESTARTER_RANDOM: Seed=4  Generation=4  Result=0.01633155  Average=0.00343893  Best=0.00086308  BestSeed=2  Time=0.6633 Seconds  Run Time=3.7319 Seconds  TestError=0.00000012  V:0=0.00616675  V:1=0.00312966  V:2=0.01633155
FIRESTARTER_RANDOM: Seed=0  Generation=0  Result=0.00125349  Average=0.00125349  Best=0.00086308  BestSeed=2  Time=3.3170 Seconds  Run Time=3.7324 Seconds  TestError=7.79230595  V:0=0.00011647  V:1=0.00125349  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=1  Generation=1  Result=0.00097457  Average=0.00111403  Best=0.00086308  BestSeed=2  Time=1.6586 Seconds  Run Time=3.7328 Seconds  TestError=0.00000012  V:0=0.00046849  V:1=0.00040257  V:2=0.00097457
FIRESTARTER_RANDOM: Seed=3  Generation=3  Result=0.00092405  Average=0.00078803  Best=0.00086308  BestSeed=2  Time=0.8294 Seconds  Run Time=3.7331 Seconds  TestError=8.51675415  V:0=0.00092405  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=9  Generation=9  Result=0.09841970  Average=0.01015718  Best=0.00086308  BestSeed=2  Time=0.3318 Seconds  Run Time=3.7335 Seconds  TestError=8.51675415  V:0=0.09841970  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=5  Generation=5  Result=0.00039327  Average=0.01699418  Best=0.00039327  BestSeed=5  Time=0.5531 Seconds  Run Time=3.7707 Seconds  TestError=0.00000006  V:0=0.00031114  V:1=0.00014979  V:2=0.00039327
FIRESTARTER_RANDOM: Seed=8  Generation=8  Result=0.00071478  Average=0.01140887  Best=0.00039327  BestSeed=5  Time=0.3728 Seconds  Run Time=3.7711 Seconds  TestError=8.51675415  V:0=0.00071478  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=6  Generation=6  Result=0.00138590  Average=0.01486654  Best=0.00039327  BestSeed=5  Time=0.4794 Seconds  Run Time=3.7715 Seconds  TestError=8.51675415  V:0=0.00138590  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=10  Generation=10  Result=0.00069271  Average=0.00952350  Best=0.00039327  BestSeed=5  Time=0.3051 Seconds  Run Time=3.7718 Seconds  TestError=0.00000063  V:0=0.00034102  V:1=0.00022888  V:2=0.00069271
FIRESTARTER_RANDOM: Seed=7  Generation=7  Result=0.00266081  Average=0.01342741  Best=0.00039327  BestSeed=5  Time=0.4243 Seconds  Run Time=3.8097 Seconds  TestError=8.51675415  V:0=0.00266081  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=11  Generation=11  Result=0.02856696  Average=0.01133219  Best=0.00039327  BestSeed=5  Time=0.2914 Seconds  Run Time=3.9124 Seconds  TestError=3.58811855  V:0=0.02856696  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=16  Generation=16  Result=0.00040662  Average=0.00802311  Best=0.00039327  BestSeed=5  Time=0.2269 Seconds  Run Time=4.2729 Seconds  TestError=0.00000010  V:0=0.00033402  V:1=0.00008942  V:2=0.00040662
FIRESTARTER_RANDOM: Seed=12  Generation=12  Result=0.00089157  Average=0.01056034  Best=0.00039327  BestSeed=5  Time=0.3051 Seconds  Run Time=4.3813 Seconds  TestError=0.00000018  V:0=0.00022113  V:1=0.00024348  V:2=0.00089157
FIRESTARTER_RANDOM: Seed=13  Generation=13  Result=0.00116464  Average=0.00988922  Best=0.00039327  BestSeed=5  Time=0.2875 Seconds  Run Time=4.4405 Seconds  TestError=8.51675415  V:0=0.00116464  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=14  Generation=14  Result=0.01125300  Average=0.00998014  Best=0.00039327  BestSeed=5  Time=0.2757 Seconds  Run Time=4.5509 Seconds  TestError=8.51675415  V:0=0.01125300  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=17  Generation=17  Result=0.00068623  Average=0.00835491  Best=0.00039327  BestSeed=5  Time=0.2382 Seconds  Run Time=4.7038 Seconds  TestError=8.51675415  V:0=0.00068623  V:1=10.00000000  V:2=10.00000000
