variations = 3;
samples = 15;
instructions = 32;
registers = 32;
opcodes = 2;

targetMin = 0.000000f;
targetMax = 6.283185f;

mode = FIRESTARTER_CODE;
units = 1;
processes = 0;
population = 17408;
iterations = 256;
candidates = 16;
generations = 1;
precision = 0;
evolve = FIRESTARTER_EVOLVE_BEST;
attempts = 32;
seed = 0;
scale = 0.100000f;
startScale = 4.000000f;
startResult = 10.000000f;

FIRESTARTER_CODE: Seed=1  Generation=1  Age=0  Best=0.30005914  BestSeed=1  Time=1.2653 Seconds  Run Time=2.6792 Seconds  TestError=29115.17187500
FIRESTARTER_CODE: Seed=2  Generation=2  Age=0  Best=0.17830688  BestSeed=2  Time=1.4047 Seconds  Run Time=3.1418 Seconds  TestError=404698208.00000000
FIRESTARTER_CODE: Seed=3  Generation=3  Age=0  Best=0.16514444  BestSeed=3  Time=1.0923 Seconds  Run Time=3.6086 Seconds  TestError=83999027700913054063584608256.00000000
FIRESTARTER_CODE: Seed=4  Generation=4  Age=0  Best=0.10096514  BestSeed=4  Time=0.9372 Seconds  Run Time=4.0800 Seconds  TestError=403312192.00000000
FIRESTARTER_CODE: Seed=5  Generation=5  Age=0  Best=0.07698471  BestSeed=5  Time=0.8445 Seconds  Run Time=4.5536 Seconds  TestError=4750577426759680000.00000000
FIRESTARTER_CODE: Seed=6  Generation=6  Age=0  Best=0.06513917  BestSeed=6  Time=0.7830 Seconds  Run Time=5.0290 Seconds  TestError=316472088225382400.00000000
FIRESTARTER_CODE: Seed=7  Generation=7  Age=0  Best=0.05341016  BestSeed=7  Time=0.7394 Seconds  Run Time=5.5070 Seconds  TestError=490096503554048.00000000
FIRESTARTER_CODE: Seed=8  Generation=8  Age=1  Best=0.05341016  BestSeed=7  Time=0.7068 Seconds  Run Time=5.9760 Seconds  TestError=490096503554048.00000000
FIRESTARTER_CODE: Seed=9  Generation=9  Age=0  Best=0.04793134  BestSeed=9  Time=0.6802 Seconds  Run Time=6.4530 Seconds  TestError=670693435899904.00000000
FIRESTARTER_CODE: Seed=10  Generation=10  Age=0  Best=0.04096208  BestSeed=10  Time=0.6602 Seconds  Run Time=6.9330 Seconds  TestError=281484459998445568.00000000
FIRESTARTER_CODE: Seed=11  Generation=11  Age=0  Best=0.02753747  BestSeed=11  Time=0.6439 Seconds  Run Time=7.4146 Seconds  TestError=67593546042831798272.00000000
FIRESTARTER_CODE: Seed=12  Generation=12  Age=1  Best=0.02753747  BestSeed=11  Time=0.6304 Seconds  Run Time=7.8867 Seconds  TestError=67593546042831798272.00000000
FIRESTARTER_CODE: Seed=13  Generation=13  Age=2  Best=0.02753747  BestSeed=11  Time=0.6180 Seconds  Run Time=8.3551 Seconds  TestError=67593546042831798272.00000000
FIRESTARTER_CODE: Seed=14  Generation=14  Age=0  Best=0.02180560  BestSeed=14  Time=0.6073 Seconds  Run Time=8.8342 Seconds  TestError=139020719695811575808.00000000
FIRESTARTER_CODE: Seed=15  Generation=15  Age=0  Best=0.01917416  BestSeed=15  Time=0.5992 Seconds  Run Time=9.3196 Seconds  TestError=29024927636751007113470279680.00000000
FIRESTARTER_CODE: Seed=16  Generation=16  Age=1  Best=0.01917416  BestSeed=15  Time=0.5921 Seconds  Run Time=9.7950 Seconds  TestError=29024927636751007113470279680.00000000
FIRESTARTER_CODE: Seed=17  Generation=17  Age=2  Best=0.01917416  BestSeed=15  Time=0.5851 Seconds  Run Time=10.2682 Seconds  TestError=29024927636751007113470279680.00000000
FIRESTARTER_CODE: Seed=18  Generation=18  Age=0  Best=0.01578331  BestSeed=18  Time=0.5789 Seconds  Run Time=10.7522 Seconds  TestError=64885022293107933184.00000000
FIRESTARTER_CODE: Seed=19  Generation=19  Age=1  Best=0.01578331  BestSeed=18  Time=0.5742 Seconds  Run Time=11.2316 Seconds  TestError=64885022293107933184.00000000
FIRESTARTER_CODE: Seed=20  Generation=20  Age=2  Best=0.01578331  BestSeed=18  Time=0.5693 Seconds  Run Time=11.7076 Seconds  TestError=64885022293107933184.00000000
FIRESTARTER_CODE: Seed=21  Generation=21  Age=3  Best=0.01578331  BestSeed=18  Time=0.5648 Seconds  Run Time=12.1831 Seconds  TestError=64885022293107933184.00000000
FIRESTARTER_CODE: Seed=22  Generation=22  Age=4  Best=0.01578331  BestSeed=18  Time=0.5609 Seconds  Run Time=12.6615 Seconds  TestError=64885022293107933184.00000000
FIRESTARTER_CODE: Seed=23  Generation=23  Age=5  Best=0.01578331  BestSeed=18  Time=0.5574 Seconds  Run Time=13.1407 Seconds  TestError=64885022293107933184.00000000
FIRESTARTER_CODE: Seed=24  Generation=24  Age=0  Best=0.01552653  BestSeed=24  Time=0.5541 Seconds  Run Time=13.6300 Seconds  TestError=260048658041007155871481856.00000000
FIRESTARTER_CODE: Seed=25  Generation=25  Age=0  Best=0.01475734  BestSeed=25  Time=0.5521 Seconds  Run Time=14.1350 Seconds  TestError=59528153264071639040.00000000
FIRESTARTER_CODE: Seed=26  Generation=26  Age=1  Best=0.01475734  BestSeed=25  Time=0.5503 Seconds  Run Time=14.6291 Seconds  TestError=59528153264071639040.00000000
FIRESTARTER_CODE: Seed=27  Generation=27  Age=0  Best=0.01462895  BestSeed=27  Time=0.5481 Seconds  Run Time=15.1292 Seconds  TestError=80124992325897158656.00000000
FIRESTARTER_CODE: Seed=28  Generation=28  Age=1  Best=0.01462895  BestSeed=27  Time=0.5469 Seconds  Run Time=15.6346 Seconds  TestError=80124992325897158656.00000000
FIRESTARTER_CODE: Seed=29  Generation=29  Age=2  Best=0.01462895  BestSeed=27  Time=0.5449 Seconds  Run Time=16.1232 Seconds  TestError=80124992325897158656.00000000
FIRESTARTER_CODE: Seed=30  Generation=30  Age=0  Best=0.01457584  BestSeed=30  Time=0.5435 Seconds  Run Time=16.6365 Seconds  TestError=3615570814860001280.00000000
FIRESTARTER_CODE: Seed=31  Generation=31  Age=1  Best=0.01457584  BestSeed=30  Time=0.5425 Seconds  Run Time=17.1385 Seconds  TestError=3615570814860001280.00000000
FIRESTARTER_CODE: Seed=32  Generation=32  Age=2  Best=0.01457584  BestSeed=30  Time=0.5413 Seconds  Run Time=17.6445 Seconds  TestError=3615570814860001280.00000000
FIRESTARTER_CODE: Seed=33  Generation=33  Age=0  Best=0.01445508  BestSeed=33  Time=0.5402 Seconds  Run Time=18.1569 Seconds  TestError=42573829099300585472.00000000
FIRESTARTER_CODE: Seed=34  Generation=34  Age=1  Best=0.01445508  BestSeed=33  Time=0.5395 Seconds  Run Time=18.6659 Seconds  TestError=42573829099300585472.00000000
FIRESTARTER_CODE: Seed=35  Generation=35  Age=2  Best=0.01445508  BestSeed=33  Time=0.5386 Seconds  Run Time=19.1715 Seconds  TestError=42573829099300585472.00000000
FIRESTARTER_CODE: Seed=36  Generation=36  Age=3  Best=0.01445508  BestSeed=33  Time=0.5376 Seconds  Run Time=19.6765 Seconds  TestError=42573829099300585472.00000000
FIRESTARTER_CODE: Seed=37  Generation=37  Age=4  Best=0.01445508  BestSeed=33  Time=0.5367 Seconds  Run Time=20.1806 Seconds  TestError=42573829099300585472.00000000
FIRESTARTER_CODE: Seed=38  Generation=38  Age=0  Best=0.01445496  BestSeed=38  Time=0.5362 Seconds  Run Time=20.7056 Seconds  TestError=5703519756506628096.00000000
