CUDA devices = 1
Device 0: NVIDIA GeForce RTX 4090

variations = 3
samples = 15
instructions = 32
registers = 29
opcodes = 2
patternOpcodes = 4

targetMin = 0.000000f
targetMax = 6.283185f

mode = FIRESTARTER_EVOLVE
evolveSeed = 0
optimizeSeed = 0
tests = 1
seeds = 64
units = 4
population = 278528
iterations = 64
optimizations = 500
precision = 0
candidates = 16
attempts = 64

scale = 0.100000f
startScale = 2.000000f
startResult = 10.000000f

FIRESTARTER_EVOLVE: Seed=0  Test= 8  Index=36  Id=23  CopyId=15  Generation=  1  Age=  0  Evolution= 2  Old Result=0.10678664 >New Result=0.00289017  Best=0.00015789  BestError=0.00000119  BestAge=0
FIRESTARTER_EVOLVE: Seed=0  Test= 8  Index=37  Id=63  CopyId=46  Generation=  1  Age=  0  Evolution= 2  Old Result=0.11515537 >New Result=0.00311244  Best=0.00015789  BestError=0.00000119  BestAge=0
FIRESTARTER_EVOLVE: Seed=0  Test= 8  Index=38  Id= 0  CopyId=25  Generation=  1  Age=  0  Evolution= 2  Old Result=0.14252114 >New Result=0.00080502  Best=0.00015789  BestError=0.00000119  BestAge=0
FIRESTARTER_EVOLVE: Seed=0  Test= 8  Index=39  Id=42  CopyId=62  Generation=  1  Age=  0  Evolution= 2  Old Result=0.20369047 >New Result=0.00022221  Best=0.00015789  BestError=0.00000119  BestAge=0
FIRESTARTER_EVOLVE: Seed=0  Test= 8  Index=40  Id=38  CopyId=28  Generation=  1  Age=  0  Evolution= 2  Old Result=0.22139564 >New Result=0.00069284  Best=0.00015789  BestError=0.00000119  BestAge=0
FIRESTARTER_EVOLVE: Seed=0  Test= 8  Index=41  Id=36  CopyId=27  Generation=  1  Age=  0  Evolution= 2  Old Result=0.40984970 >New Result=0.00073540  Best=0.00015789  BestError=0.00000119  BestAge=0
FIRESTARTER_EVOLVE: Seed=0  Test= 8  Index=42  Id=45  CopyId=15  Generation=  1  Age=  0  Evolution= 2  Old Result=0.45252717 >New Result=0.00082855  Best=0.00015789  BestError=0.00000119  BestAge=0
FIRESTARTER_EVOLVE: Seed=0  Test= 8  Index=43  Id=57  CopyId=48  Generation=  1  Age=  0  Evolution= 2  Old Result=0.50460953 >New Result=0.00127667  Best=0.00015789  BestError=0.00000119  BestAge=0
FIRESTARTER_EVOLVE: Seed=0  Test= 8  Index=44  Id=49  CopyId=50  Generation=  1  Age=  0  Evolution= 2  Old Result=0.50549591 >New Result=0.00028360  Best=0.00015789  BestError=0.00000119  BestAge=0
FIRESTARTER_EVOLVE: Seed=0  Test= 8  Index=45  Id=10  CopyId=35  Generation=  1  Age=  0  Evolution= 2  Old Result=0.50556731 >New Result=0.00303990  Best=0.00015789  BestError=0.00000119  BestAge=0
