variations = 3;
samples = 15;
instructions = 32;
registers = 32;
opcodes = 2;

targetMin = 0.000000f;
targetMax = 6.283185f;

mode = FIRESTARTER_RANDOM;
units = 8;
processes = 16;
population = 69632;
iterations = 256;
candidates = 16;
generations = 100;
precision = 0;
evolve = FIRESTARTER_EVOLVE_BEST;
attempts = 11000;
seed = 0;
scale = 0.100000f;
startScale = 4.000000f;
startResult = 10.000000f;

FIRESTARTER_RANDOM: Seed=10  Generation=10  Result=0.00069271  Average=0.00069271  Best=0.00069271  BestSeed=10  Time=0.5475 Seconds  Run Time=5.4749 Seconds  TestError=0.00000063  V:0=0.00034102  V:1=0.00022888  V:2=0.00069271
FIRESTARTER_RANDOM: Seed=9  Generation=9  Result=0.17369276  Average=0.08719274  Best=0.00069271  BestSeed=10  Time=0.7376 Seconds  Run Time=6.6381 Seconds  TestError=0.00000018  V:0=0.09841970  V:1=0.06327134  V:2=0.17369276
FIRESTARTER_RANDOM: Seed=7  Generation=7  Result=0.00319600  Average=0.05919382  Best=0.00069271  BestSeed=10  Time=0.9484 Seconds  Run Time=6.6387 Seconds  TestError=0.00000089  V:0=0.00266081  V:1=0.00083768  V:2=0.00319600
FIRESTARTER_RANDOM: Seed=4  Generation=4  Result=0.01633155  Average=0.04847826  Best=0.00069271  BestSeed=10  Time=1.6598 Seconds  Run Time=6.6391 Seconds  TestError=0.00000012  V:0=0.00616675  V:1=0.00312966  V:2=0.01633155
FIRESTARTER_RANDOM: Seed=3  Generation=3  Result=0.00161380  Average=0.03910536  Best=0.00069271  BestSeed=10  Time=2.2132 Seconds  Run Time=6.6395 Seconds  TestError=0.00000012  V:0=0.00092405  V:1=0.00027823  V:2=0.00161380
FIRESTARTER_RANDOM: Seed=14  Generation=14  Result=0.20144954  Average=0.06616273  Best=0.00069271  BestSeed=10  Time=0.4743 Seconds  Run Time=6.6399 Seconds  TestError=0.00000095  V:0=0.01125300  V:1=0.00014293  V:2=0.20144954
FIRESTARTER_RANDOM: Seed=0  Generation=0  Result=0.00555515  Average=0.00555515  Best=0.00069271  BestSeed=10  Time=6.6404 Seconds  Run Time=6.6404 Seconds  TestError=0.00000250  V:0=0.00011647  V:1=0.00125349  V:2=0.00555515
FIRESTARTER_RANDOM: Seed=13  Generation=13  Result=0.00116464  Average=0.00335990  Best=0.00069271  BestSeed=10  Time=0.5859 Seconds  Run Time=7.6169 Seconds  TestError=0.00000083  V:0=0.00116464  V:1=0.00006032  V:2=0.00053456
FIRESTARTER_RANDOM: Seed=11  Generation=11  Result=0.02856696  Average=0.01176225  Best=0.00069271  BestSeed=10  Time=0.7338 Seconds  Run Time=8.0719 Seconds  TestError=0.00000003  V:0=0.02856696  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=6  Generation=6  Result=0.00138590  Average=0.00916816  Best=0.00069271  BestSeed=10  Time=1.3615 Seconds  Run Time=8.1692 Seconds  TestError=0.00000000  V:0=0.00138590  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=8  Generation=8  Result=0.00071478  Average=0.00747749  Best=0.00069271  BestSeed=10  Time=1.1492 Seconds  Run Time=9.1939 Seconds  TestError=0.00000000  V:0=0.00071478  V:1=10.00000000  V:2=10.00000000
