CUDA devices = 1
Device 0: NVIDIA GeForce RTX 4090

variations = 3
samples = 15
instructions = 32
registers = 32
opcodes = 2

targetMin = 0.000000f
targetMax = 6.283185f

mode = FIRESTARTER_REVOLVE
units = 1
processes = 0
iterations = 64
candidates = 16
generations = 100
precision = 0
attempts = 32
seed = 0
scale = 0.100000f
startScale = 2.000000f
startResult = 10.000000f

FIRESTARTER_REVOLVE: Seed=0  Generation=0  Age=0 *Result=0.00060809  Best=0.00060809  BestSeed=0  BestGen=0  Time=0.0000 Seconds  Run Time=1.5901 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=1  Test=1  Generation=0  Age=0  Result=0.00092053  Best=0.00060809  BestSeed=0  BestGen=0  Time=1.6219 Seconds  Run Time=3.2120 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=2  Test=2  Generation=0  Age=0  Result=0.00083458  Best=0.00060809  BestSeed=0  BestGen=0  Time=0.4515 Seconds  Run Time=3.6635 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=3  Test=3  Generation=0  Age=0  Result=0.00187548  Best=0.00060809  BestSeed=0  BestGen=0  Time=0.4410 Seconds  Run Time=4.1046 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=4  Test=4  Generation=0  Age=0  Result=0.00185943  Best=0.00060809  BestSeed=0  BestGen=0  Time=0.4444 Seconds  Run Time=4.5490 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=5  Test=5  Generation=0  Age=0  Result=0.36377206  Best=0.00060809  BestSeed=0  BestGen=0  Time=0.4549 Seconds  Run Time=5.0039 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=6  Test=6  Generation=0  Age=0  Result=0.17370392  Best=0.00060809  BestSeed=0  BestGen=0  Time=0.4469 Seconds  Run Time=5.4508 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=7  Test=7  Generation=0  Age=0  Result=0.00094016  Best=0.00060809  BestSeed=0  BestGen=0  Time=0.4484 Seconds  Run Time=5.8991 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=8  Test=8  Generation=0  Age=0  Result=0.00197150  Best=0.00060809  BestSeed=0  BestGen=0  Time=0.4390 Seconds  Run Time=6.3381 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=9  Test=9  Generation=0  Age=0  Result=0.00354540  Best=0.00060809  BestSeed=0  BestGen=0  Time=0.4419 Seconds  Run Time=6.7801 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=10  Test=10  Generation=0  Age=0  Result=0.00143433  Best=0.00060809  BestSeed=0  BestGen=0  Time=0.4430 Seconds  Run Time=7.2231 Seconds  TestError=0.00000012
