variations = 3;
samples = 15;
instructions = 32;
registers = 32;
opcodes = 2;

targetMin = 0.000000f;
targetMax = 6.283185f;

mode = FIRESTARTER_RANDOM;
units = 2;
processes = 6;
population = 69632;
iterations = 256;
candidates = 16;
generations = 100;
precision = 0;
evolve = FIRESTARTER_EVOLVE_BEST;
attempts = 100;
seed = 0;
scale = 0.100000f;
startScale = 4.000000f;
startResult = 10.000000f;

FIRESTARTER_RANDOM: Seed=1  Generation=1  Result=0.00097457  Average=0.00048728  Best=0.00097457  BestSeed=1  Time=1.4293 Seconds  Run Time=4.4028 Seconds  TestError=0.00000012  V:0=0.00046849  V:1=0.00040257  V:2=0.00097457
FIRESTARTER_RANDOM: Seed=5  Generation=5  Result=0.00039327  Average=0.00022797  Best=0.00039327  BestSeed=5  Time=0.4917 Seconds  Run Time=4.4925 Seconds  TestError=0.00000006  V:0=0.00031114  V:1=0.00014979  V:2=0.00039327
FIRESTARTER_RANDOM: Seed=4  Generation=4  Result=0.00616675  Average=0.00150692  Best=0.00039327  BestSeed=5  Time=0.6695 Seconds  Run Time=4.8791 Seconds  TestError=8.51675415  V:0=0.00616675  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=3  Generation=3  Result=0.00092405  Average=0.00211466  Best=0.00039327  BestSeed=5  Time=0.9564 Seconds  Run Time=5.3570 Seconds  TestError=8.51675415  V:0=0.00092405  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=0  Generation=0  Result=0.00125349  Average=0.00971213  Best=0.00039327  BestSeed=5  Time=4.1045 Seconds  Run Time=5.6359 Seconds  TestError=7.79230595  V:0=0.00011647  V:1=0.00125349  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=2  Generation=2  Result=0.00041395  Average=0.00337536  Best=0.00039327  BestSeed=5  Time=1.4084 Seconds  Run Time=5.7565 Seconds  TestError=8.51675415  V:0=0.00041395  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=6  Generation=6  Result=0.00138590  Average=0.00164457  Best=0.00039327  BestSeed=5  Time=0.6434 Seconds  Run Time=6.0352 Seconds  TestError=8.51675415  V:0=0.00138590  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=8  Generation=8  Result=0.00071478  Average=0.00135853  Best=0.00039327  BestSeed=5  Time=0.5127 Seconds  Run Time=6.1458 Seconds  TestError=8.51675415  V:0=0.00071478  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=7  Generation=7  Result=0.00266081  Average=0.00186095  Best=0.00039327  BestSeed=5  Time=0.6230 Seconds  Run Time=6.5157 Seconds  TestError=8.51675415  V:0=0.00266081  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=9  Generation=9  Result=0.09841970  Average=0.01133073  Best=0.00039327  BestSeed=5  Time=0.5007 Seconds  Run Time=6.5386 Seconds  TestError=8.51675415  V:0=0.09841970  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=11  Generation=11  Result=0.02856696  Average=0.01182285  Best=0.00039327  BestSeed=5  Time=0.4499 Seconds  Run Time=6.9301 Seconds  TestError=3.58811855  V:0=0.02856696  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=14  Generation=14  Result=0.01125300  Average=0.01020848  Best=0.00039327  BestSeed=5  Time=0.3904 Seconds  Run Time=7.3876 Seconds  TestError=8.51675415  V:0=0.01125300  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=10  Generation=10  Result=0.00069271  Average=0.01398363  Best=0.00039327  BestSeed=5  Time=0.5635 Seconds  Run Time=7.7303 Seconds  TestError=0.00000063  V:0=0.00034102  V:1=0.00022888  V:2=0.00069271
FIRESTARTER_RANDOM: Seed=13  Generation=13  Result=0.00116464  Average=0.01107033  Best=0.00039327  BestSeed=5  Time=0.4782 Seconds  Run Time=8.2260 Seconds  TestError=8.51675415  V:0=0.00116464  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=12  Generation=12  Result=0.00089157  Average=0.01199047  Best=0.00039327  BestSeed=5  Time=0.5422 Seconds  Run Time=8.5799 Seconds  TestError=0.00000018  V:0=0.00022113  V:1=0.00024348  V:2=0.00089157
FIRESTARTER_RANDOM: Seed=16  Generation=16  Result=0.00040662  Average=0.00919310  Best=0.00039327  BestSeed=5  Time=0.4837 Seconds  Run Time=9.7546 Seconds  TestError=0.00000010  V:0=0.00033402  V:1=0.00008942  V:2=0.00040662
FIRESTARTER_RANDOM: Seed=15  Generation=15  Result=0.00260520  Average=0.00993050  Best=0.00039327  BestSeed=5  Time=0.5201 Seconds  Run Time=9.8523 Seconds  TestError=0.00000060  V:0=0.00022904  V:1=0.00037968  V:2=0.00260520
FIRESTARTER_RANDOM: Seed=17  Generation=17  Result=0.00068623  Average=0.00886523  Best=0.00039327  BestSeed=5  Time=0.4781 Seconds  Run Time=10.1367 Seconds  TestError=8.51675415  V:0=0.00068623  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=19  Generation=19  Result=0.00756872  Average=0.00835715  Best=0.00039327  BestSeed=5  Time=0.4395 Seconds  Run Time=10.3221 Seconds  TestError=8.51675415  V:0=0.00756872  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=18  Generation=18  Result=0.00077599  Average=0.00883784  Best=0.00039327  BestSeed=5  Time=0.4757 Seconds  Run Time=10.5704 Seconds  TestError=8.51675415  V:0=0.00077599  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=20  Generation=20  Result=0.09841883  Average=0.01268275  Best=0.00039327  BestSeed=5  Time=0.4508 Seconds  Run Time=10.9990 Seconds  TestError=8.51675415  V:0=0.09841883  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=21  Generation=21  Result=0.00061786  Average=0.01213435  Best=0.00039327  BestSeed=5  Time=0.4390 Seconds  Run Time=11.1892 Seconds  TestError=7.79230595  V:0=0.00009030  V:1=0.00061786  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=23  Generation=23  Result=0.97492790  Average=0.05174515  Best=0.00039327  BestSeed=5  Time=0.4192 Seconds  Run Time=11.5914 Seconds  TestError=8.51675415  V:0=0.97492790  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=25  Generation=25  Result=0.00572723  Average=0.04798503  Best=0.00039327  BestSeed=5  Time=0.4005 Seconds  Run Time=11.9453 Seconds  TestError=8.51675415  V:0=0.00572723  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=22  Generation=22  Result=0.00042954  Average=0.05426262  Best=0.00039327  BestSeed=5  Time=0.4694 Seconds  Run Time=12.3266 Seconds  TestError=0.00000048  V:0=0.00019872  V:1=0.00007939  V:2=0.00042954
FIRESTARTER_RANDOM: Seed=24  Generation=24  Result=0.00050104  Average=0.04994166  Best=0.00039327  BestSeed=5  Time=0.4485 Seconds  Run Time=12.7441 Seconds  TestError=7.79230595  V:0=0.00036966  V:1=0.00050104  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=26  Generation=26  Result=0.09841896  Average=0.04988742  Best=0.00039327  BestSeed=5  Time=0.4153 Seconds  Run Time=12.7452 Seconds  TestError=8.51675415  V:0=0.09841896  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=27  Generation=27  Result=0.00094628  Average=0.04813952  Best=0.00039327  BestSeed=5  Time=0.4136 Seconds  Run Time=13.1116 Seconds  TestError=8.51675415  V:0=0.00094628  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=28  Generation=28  Result=0.00089073  Average=0.04651025  Best=0.00039327  BestSeed=5  Time=0.3994 Seconds  Run Time=13.1128 Seconds  TestError=8.51675415  V:0=0.00089073  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=29  Generation=29  Result=0.00320879  Average=0.04506687  Best=0.00039327  BestSeed=5  Time=0.3983 Seconds  Run Time=13.4800 Seconds  TestError=8.51675415  V:0=0.00320879  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=31  Generation=31  Result=0.00212169  Average=0.04231649  Best=0.00039327  BestSeed=5  Time=0.3970 Seconds  Run Time=14.2361 Seconds  TestError=0.00000069  V:0=0.00024149  V:1=0.00009024  V:2=0.00212169
FIRESTARTER_RANDOM: Seed=30  Generation=30  Result=0.85227418  Average=0.07117425  Best=0.00039327  BestSeed=5  Time=0.4155 Seconds  Run Time=14.4130 Seconds  TestError=7.79230595  V:0=0.00013325  V:1=0.85227418  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=32  Generation=32  Result=0.06156635  Average=0.06872631  Best=0.00039327  BestSeed=5  Time=0.4013 Seconds  Run Time=14.7728 Seconds  TestError=8.51675415  V:0=0.06156635  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=33  Generation=33  Result=0.00157809  Average=0.06675136  Best=0.00039327  BestSeed=5  Time=0.4050 Seconds  Run Time=15.3005 Seconds  TestError=0.00000012  V:0=0.00013274  V:1=0.00009167  V:2=0.00157809
FIRESTARTER_RANDOM: Seed=34  Generation=34  Result=0.00147501  Average=0.06488632  Best=0.00039327  BestSeed=5  Time=0.4090 Seconds  Run Time=15.8463 Seconds  TestError=0.00000173  V:0=0.00032044  V:1=0.00033996  V:2=0.00147501
FIRESTARTER_RANDOM: Seed=35  Generation=35  Result=0.00050509  Average=0.06309795  Best=0.00039327  BestSeed=5  Time=0.4020 Seconds  Run Time=16.0044 Seconds  TestError=7.79230595  V:0=0.00023603  V:1=0.00050509  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=37  Generation=37  Result=0.00229302  Average=0.05983735  Best=0.00039327  BestSeed=5  Time=0.3909 Seconds  Run Time=16.3852 Seconds  TestError=8.51675415  V:0=0.00229302  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=38  Generation=38  Result=0.00401217  Average=0.05840594  Best=0.00039327  BestSeed=5  Time=0.3897 Seconds  Run Time=16.7283 Seconds  TestError=8.51675415  V:0=0.00401217  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=39  Generation=39  Result=0.00064510  Average=0.05696192  Best=0.00039327  BestSeed=5  Time=0.3882 Seconds  Run Time=17.0606 Seconds  TestError=8.51675415  V:0=0.00064510  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=36  Generation=36  Result=0.00031877  Average=0.06158907  Best=0.00031877  BestSeed=36  Time=0.4288 Seconds  Run Time=17.4088 Seconds  TestError=0.00000092  V:0=0.00020301  V:1=0.00031877  V:2=0.00031388
FIRESTARTER_RANDOM: Seed=40  Generation=40  Result=0.01059890  Average=0.05583889  Best=0.00031877  BestSeed=36  Time=0.3958 Seconds  Run Time=17.7585 Seconds  TestError=7.79230595  V:0=0.00012887  V:1=0.01059890  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=42  Generation=42  Result=0.00044507  Average=0.05325208  Best=0.00031877  BestSeed=36  Time=0.3851 Seconds  Run Time=18.0903 Seconds  TestError=8.51675415  V:0=0.00044507  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=41  Generation=41  Result=0.00026572  Average=0.05452632  Best=0.00026572  BestSeed=41  Time=0.4020 Seconds  Run Time=18.4286 Seconds  TestError=0.00000355  V:0=0.00014600  V:1=0.00026572  V:2=0.00020541
FIRESTARTER_RANDOM: Seed=43  Generation=43  Result=0.00073905  Average=0.05206465  Best=0.00026572  BestSeed=41  Time=0.3842 Seconds  Run Time=18.4356 Seconds  TestError=8.51675415  V:0=0.00073905  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=44  Generation=44  Result=0.20584691  Average=0.05548203  Best=0.00026572  BestSeed=41  Time=0.3833 Seconds  Run Time=18.7779 Seconds  TestError=8.51675415  V:0=0.20584691  V:1=10.00000000  V:2=10.00000000
FIRESTARTER_RANDOM: Seed=45  Generation=45  Result=0.09841886  Average=0.05641544  Best=0.00026572  BestSeed=41  Time=0.3862 Seconds  Run Time=19.2960 Seconds  TestError=8.51675415  V:0=0.09841886  V:1=10.00000000  V:2=10.00000000
