instructions = 32;
registers = 32;
opcodes = 2;
variations = 3;
samples = 15;

sampleMin = 0.000000f;
sampleMax = 6.283185f;
evolveFactor = 0.100000f;
evolveStartFactor = 4.000000f;
evolveStartResult = 10.000000f;
evolveCandidates = 16;

mode = FIRESTARTER_CODE;
states = 1;
units = 1;
process = 0;
population = 4352;
iterations = 256;
generations = 5;
precision = 0;
evolve = FIRESTARTER_EVOLVE_BEST;
attempts = 32;
seed = 0;

FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   0  Best=0.08713059  Result=0.08713059  Best=0.08713059  Seed=C0A9496F  ResultHash=264A  ProgramHash=63AC
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   1  Best=0.07458533  Result=0.07458533  Best=0.07458533  Seed=C0A94974  ResultHash=51B5  ProgramHash=FC56
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   2  Best=0.06571960  Result=0.06571960  Best=0.06571960  Seed=C0A94979  ResultHash=A536  ProgramHash=CBFA
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   3  Best=0.03886360  Result=0.03886360  Best=0.03886360  Seed=C0A9497E  ResultHash=0360  ProgramHash=D708
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   4  Best=0.02301764  Result=0.02301764  Best=0.02301764  Seed=C0A94983  ResultHash=3AF2  ProgramHash=D708
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   5  Best=0.02274537  Result=0.02274537  Best=0.02274537  Seed=C0A94988  ResultHash=B23D  ProgramHash=B1C2
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   6  Best=0.02230388  Result=0.02230388  Best=0.02230388  Seed=C0A9498D  ResultHash=A865  ProgramHash=2F77
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   7  Best=0.01995373  Result=0.01995373  Best=0.01995373  Seed=C0A94992  ResultHash=B3D5  ProgramHash=53C1
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   8  Best=0.01922840  Result=0.01922840  Best=0.01922840  Seed=C0A94997  ResultHash=2D9F  ProgramHash=53C1
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   9  Best=0.01658261  Result=0.01658261  Best=0.01658261  Seed=C0A9499C  ResultHash=B86C  ProgramHash=53C1
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  10  Best=0.01630926  Result=0.01630926  Best=0.01630926  Seed=C0A949A1  ResultHash=8F47  ProgramHash=BF7D
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  11  Best=0.01529109  Result=0.01529109  Best=0.01529109  Seed=C0A949A6  ResultHash=3052  ProgramHash=AA04
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  12  Best=0.01412421  Result=0.01412421  Best=0.01412421  Seed=C0A949AB  ResultHash=135A  ProgramHash=AA04
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  13  Best=0.01324473  Result=0.01324473  Best=0.01324473  Seed=C0A949B0  ResultHash=8A2F  ProgramHash=AA04
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  14  Best=0.01257682  Result=0.01257682  Best=0.01257682  Seed=C0A949B5  ResultHash=15CD  ProgramHash=AA04
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  15  Best=0.01198161  Result=0.01198161  Best=0.01198161  Seed=C0A949BA  ResultHash=5C20  ProgramHash=AA04
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  16  Best=0.01198161  Result=0.01203976  Best=0.01198161  Seed=C0A949BF  ResultHash=EE60  ProgramHash=AA04
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  17  Best=0.01154387  Result=0.01154387  Best=0.01154387  Seed=C0A949C4  ResultHash=FD11  ProgramHash=AA04
