variations = 3;
samples = 15;
instructions = 32;
registers = 32;
opcodes = 2;

targetMin = 0.000000f;
targetMax = 6.283185f;

mode = FIRESTARTER_OPTIMIZE;
units = 1;
processes = 0;
population = 69632;
iterations = 512;
candidates = 16;
generations = 100;
precision = 256;
evolve = FIRESTARTER_EVOLVE_BEST;
attempts = 32;
seed = 0;
scale = 0.100000f;
startScale = 4.000000f;
startResult = 10.000000f;

FIRESTARTER_OPTIMIZE: Seed=0  Generation=0  Age=0  Best=0.00021088  BestSeed=0  Time=2.5218 Seconds  Run Time=4.4457 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Seed=1  Generation=1  Age=0  Best=0.00010198  BestSeed=1  Time=1.9851 Seconds  Run Time=5.3335 Seconds  TestError=0.00000048
FIRESTARTER_OPTIMIZE: Seed=2  Generation=2  Age=0  Best=0.00009254  BestSeed=2  Time=0.9023 Seconds  Run Time=6.2357 Seconds  TestError=0.00000012
FIRESTARTER_OPTIMIZE: Seed=3  Generation=3  Age=0  Best=0.00005609  BestSeed=3  Time=0.9034 Seconds  Run Time=7.1392 Seconds  TestError=0.00000012
FIRESTARTER_OPTIMIZE: Seed=4  Generation=4  Age=0  Best=0.00003977  BestSeed=4  Time=0.9065 Seconds  Run Time=8.0686 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=5  Generation=5  Age=0  Best=0.00003460  BestSeed=5  Time=0.9252 Seconds  Run Time=8.9935 Seconds  TestError=0.00000016
FIRESTARTER_OPTIMIZE: Seed=6  Generation=6  Age=0  Best=0.00003403  BestSeed=6  Time=0.9312 Seconds  Run Time=9.9251 Seconds  TestError=0.00000012
FIRESTARTER_OPTIMIZE: Seed=7  Generation=7  Age=1  Best=0.00003403  BestSeed=6  Time=0.9342 Seconds  Run Time=10.8263 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=8  Generation=8  Age=0  Best=0.00003400  BestSeed=8  Time=0.9117 Seconds  Run Time=11.7784 Seconds  TestError=0.00000007
FIRESTARTER_OPTIMIZE: Seed=9  Generation=9  Age=0  Best=0.00003393  BestSeed=9  Time=0.9493 Seconds  Run Time=12.7288 Seconds  TestError=0.00000001
FIRESTARTER_OPTIMIZE: Seed=10  Generation=10  Age=1  Best=0.00003393  BestSeed=9  Time=0.9504 Seconds  Run Time=13.6378 Seconds  TestError=0.00000012
FIRESTARTER_OPTIMIZE: Seed=11  Generation=11  Age=0  Best=0.00003386  BestSeed=11  Time=0.9128 Seconds  Run Time=14.5930 Seconds  TestError=0.00000009
FIRESTARTER_OPTIMIZE: Seed=12  Generation=12  Age=0  Best=0.00003368  BestSeed=12  Time=0.9556 Seconds  Run Time=15.5470 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=13  Generation=13  Age=0  Best=0.00003362  BestSeed=13  Time=0.9517 Seconds  Run Time=16.4983 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=14  Generation=14  Age=0  Best=0.00003295  BestSeed=14  Time=0.9583 Seconds  Run Time=17.4575 Seconds  TestError=0.00000023
FIRESTARTER_OPTIMIZE: Seed=15  Generation=15  Age=0  Best=0.00003281  BestSeed=15  Time=0.9629 Seconds  Run Time=18.4196 Seconds  TestError=0.00000012
FIRESTARTER_OPTIMIZE: Seed=16  Generation=16  Age=0  Best=0.00003049  BestSeed=16  Time=0.9642 Seconds  Run Time=19.3847 Seconds  TestError=0.00000012
FIRESTARTER_OPTIMIZE: Seed=17  Generation=17  Age=1  Best=0.00003049  BestSeed=16  Time=0.9658 Seconds  Run Time=20.3091 Seconds  TestError=0.00000012
FIRESTARTER_OPTIMIZE: Seed=18  Generation=18  Age=0  Best=0.00002933  BestSeed=18  Time=0.9296 Seconds  Run Time=21.2803 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=19  Generation=19  Age=0  Best=0.00002909  BestSeed=19  Time=0.9729 Seconds  Run Time=22.2518 Seconds  TestError=0.00000012
FIRESTARTER_OPTIMIZE: Seed=20  Generation=20  Age=0  Best=0.00002864  BestSeed=20  Time=0.9722 Seconds  Run Time=23.2247 Seconds  TestError=0.00000012
FIRESTARTER_OPTIMIZE: Seed=21  Generation=21  Age=0  Best=0.00002840  BestSeed=21  Time=0.9731 Seconds  Run Time=24.1906 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Seed=22  Generation=22  Age=0  Best=0.00002819  BestSeed=22  Time=0.9686 Seconds  Run Time=25.1575 Seconds  TestError=0.00000016
FIRESTARTER_OPTIMIZE: Seed=23  Generation=23  Age=1  Best=0.00002819  BestSeed=22  Time=0.9706 Seconds  Run Time=26.0961 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Seed=24  Generation=24  Age=0  Best=0.00002205  BestSeed=24  Time=0.9416 Seconds  Run Time=27.0793 Seconds  TestError=0.00000048
FIRESTARTER_OPTIMIZE: Seed=25  Generation=25  Age=0  Best=0.00001687  BestSeed=25  Time=0.9844 Seconds  Run Time=28.0648 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=26  Generation=26  Age=0  Best=0.00001600  BestSeed=26  Time=0.9888 Seconds  Run Time=29.0512 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=27  Generation=27  Age=1  Best=0.00001600  BestSeed=26  Time=0.9921 Seconds  Run Time=30.0030 Seconds  TestError=0.00000003
FIRESTARTER_OPTIMIZE: Seed=28  Generation=28  Age=0  Best=0.00001514  BestSeed=28  Time=0.9702 Seconds  Run Time=31.0142 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=29  Generation=29  Age=1  Best=0.00001514  BestSeed=28  Time=1.0159 Seconds  Run Time=31.9892 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=30  Generation=30  Age=2  Best=0.00001514  BestSeed=28  Time=0.9826 Seconds  Run Time=32.9718 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=31  Generation=31  Age=3  Best=0.00001514  BestSeed=28  Time=0.9834 Seconds  Run Time=33.9552 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=32  Generation=32  Age=4  Best=0.00001514  BestSeed=28  Time=0.9854 Seconds  Run Time=34.9406 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=33  Generation=33  Age=5  Best=0.00001514  BestSeed=28  Time=0.9911 Seconds  Run Time=35.9317 Seconds  TestError=0.00000000
FIRESTARTER_OPTIMIZE: Seed=34  Generation=34  Age=6  Best=0.00001514  BestSeed=28  Time=0.9885 Seconds  Run Time=36.9202 Seconds  TestError=0.00000012
FIRESTARTER_OPTIMIZE: Seed=35  Generation=35  Age=7  Best=0.00001514  BestSeed=28  Time=1.0083 Seconds  Run Time=37.9285 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=36  Generation=36  Age=8  Best=0.00001514  BestSeed=28  Time=1.0007 Seconds  Run Time=38.9292 Seconds  TestError=0.00000012
FIRESTARTER_OPTIMIZE: Seed=37  Generation=37  Age=9  Best=0.00001514  BestSeed=28  Time=1.0032 Seconds  Run Time=39.9325 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Seed=38  Generation=38  Age=10  Best=0.00001514  BestSeed=28  Time=1.0021 Seconds  Run Time=40.9345 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Seed=39  Generation=39  Age=11  Best=0.00001514  BestSeed=28  Time=1.0214 Seconds  Run Time=41.9559 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Seed=40  Generation=40  Age=12  Best=0.00001514  BestSeed=28  Time=1.0053 Seconds  Run Time=42.9612 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Seed=41  Generation=41  Age=13  Best=0.00001514  BestSeed=28  Time=1.0320 Seconds  Run Time=43.9933 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=42  Generation=42  Age=0  Best=0.00001511  BestSeed=42  Time=1.0308 Seconds  Run Time=45.0655 Seconds  TestError=0.00000007
FIRESTARTER_OPTIMIZE: Seed=43  Generation=43  Age=1  Best=0.00001511  BestSeed=42  Time=1.0511 Seconds  Run Time=46.0751 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Seed=44  Generation=44  Age=2  Best=0.00001511  BestSeed=42  Time=1.0287 Seconds  Run Time=47.1038 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=45  Generation=45  Age=3  Best=0.00001511  BestSeed=42  Time=1.0409 Seconds  Run Time=48.1447 Seconds  TestError=0.00000028
FIRESTARTER_OPTIMIZE: Seed=46  Generation=46  Age=4  Best=0.00001511  BestSeed=42  Time=1.0306 Seconds  Run Time=49.1753 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Seed=47  Generation=47  Age=5  Best=0.00001511  BestSeed=42  Time=1.0381 Seconds  Run Time=50.2134 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=48  Generation=48  Age=6  Best=0.00001511  BestSeed=42  Time=1.0492 Seconds  Run Time=51.2626 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=49  Generation=49  Age=7  Best=0.00001511  BestSeed=42  Time=1.0473 Seconds  Run Time=52.3099 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=50  Generation=50  Age=8  Best=0.00001511  BestSeed=42  Time=1.0516 Seconds  Run Time=53.3616 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=51  Generation=51  Age=0  Best=0.00001502  BestSeed=51  Time=1.0567 Seconds  Run Time=54.4611 Seconds  TestError=0.00000012
FIRESTARTER_OPTIMIZE: Seed=52  Generation=52  Age=0  Best=0.00001121  BestSeed=52  Time=1.0774 Seconds  Run Time=55.5359 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Seed=53  Generation=53  Age=1  Best=0.00001121  BestSeed=52  Time=1.0794 Seconds  Run Time=56.5752 Seconds  TestError=0.00000012
FIRESTARTER_OPTIMIZE: Seed=54  Generation=54  Age=2  Best=0.00001121  BestSeed=52  Time=1.0434 Seconds  Run Time=57.6186 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=55  Generation=55  Age=3  Best=0.00001121  BestSeed=52  Time=1.0481 Seconds  Run Time=58.6667 Seconds  TestError=0.00000001
FIRESTARTER_OPTIMIZE: Seed=56  Generation=56  Age=4  Best=0.00001121  BestSeed=52  Time=1.0497 Seconds  Run Time=59.7164 Seconds  TestError=0.00000001
FIRESTARTER_OPTIMIZE: Seed=57  Generation=57  Age=5  Best=0.00001121  BestSeed=52  Time=1.0876 Seconds  Run Time=60.8040 Seconds  TestError=0.00000001
FIRESTARTER_OPTIMIZE: Seed=58  Generation=58  Age=6  Best=0.00001121  BestSeed=52  Time=1.0596 Seconds  Run Time=61.8636 Seconds  TestError=0.00000018
FIRESTARTER_OPTIMIZE: Seed=59  Generation=59  Age=7  Best=0.00001121  BestSeed=52  Time=1.0626 Seconds  Run Time=62.9262 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Seed=60  Generation=60  Age=8  Best=0.00001121  BestSeed=52  Time=1.0764 Seconds  Run Time=64.0026 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=61  Generation=61  Age=9  Best=0.00001121  BestSeed=52  Time=1.0901 Seconds  Run Time=65.0927 Seconds  TestError=0.00000012
FIRESTARTER_OPTIMIZE: Seed=62  Generation=62  Age=10  Best=0.00001121  BestSeed=52  Time=1.0856 Seconds  Run Time=66.1783 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=63  Generation=63  Age=0  Best=0.00001115  BestSeed=63  Time=1.0678 Seconds  Run Time=67.2887 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Seed=64  Generation=64  Age=1  Best=0.00001115  BestSeed=63  Time=1.1316 Seconds  Run Time=68.3777 Seconds  TestError=0.00000012
FIRESTARTER_OPTIMIZE: Seed=65  Generation=65  Age=2  Best=0.00001115  BestSeed=63  Time=1.0938 Seconds  Run Time=69.4715 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Seed=66  Generation=66  Age=3  Best=0.00001115  BestSeed=63  Time=1.1497 Seconds  Run Time=70.6212 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=67  Generation=67  Age=4  Best=0.00001115  BestSeed=63  Time=1.1314 Seconds  Run Time=71.7527 Seconds  TestError=0.00000060
FIRESTARTER_OPTIMIZE: Seed=68  Generation=68  Age=5  Best=0.00001115  BestSeed=63  Time=1.1351 Seconds  Run Time=72.8878 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=69  Generation=69  Age=6  Best=0.00001115  BestSeed=63  Time=1.1253 Seconds  Run Time=74.0130 Seconds  TestError=0.00000018
FIRESTARTER_OPTIMIZE: Seed=70  Generation=70  Age=7  Best=0.00001115  BestSeed=63  Time=1.1335 Seconds  Run Time=75.1466 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=71  Generation=71  Age=8  Best=0.00001115  BestSeed=63  Time=1.1288 Seconds  Run Time=76.2753 Seconds  TestError=0.00000018
FIRESTARTER_OPTIMIZE: Seed=72  Generation=72  Age=0  Best=0.00001109  BestSeed=72  Time=1.1314 Seconds  Run Time=77.4475 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Seed=73  Generation=73  Age=1  Best=0.00001109  BestSeed=72  Time=1.1650 Seconds  Run Time=78.5720 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=74  Generation=74  Age=2  Best=0.00001109  BestSeed=72  Time=1.1533 Seconds  Run Time=79.7250 Seconds  TestError=0.00000048
FIRESTARTER_OPTIMIZE: Seed=75  Generation=75  Age=3  Best=0.00001109  BestSeed=72  Time=1.1465 Seconds  Run Time=80.8715 Seconds  TestError=0.00000013
FIRESTARTER_OPTIMIZE: Seed=76  Generation=76  Age=4  Best=0.00001109  BestSeed=72  Time=1.1467 Seconds  Run Time=82.0182 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Seed=77  Generation=77  Age=5  Best=0.00001109  BestSeed=72  Time=1.1505 Seconds  Run Time=83.1688 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Seed=78  Generation=78  Age=6  Best=0.00001109  BestSeed=72  Time=1.1519 Seconds  Run Time=84.3207 Seconds  TestError=0.00000048
FIRESTARTER_OPTIMIZE: Seed=79  Generation=79  Age=7  Best=0.00001109  BestSeed=72  Time=1.1661 Seconds  Run Time=85.4869 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=80  Generation=80  Age=8  Best=0.00001109  BestSeed=72  Time=1.2172 Seconds  Run Time=86.7040 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Seed=81  Generation=81  Age=9  Best=0.00001109  BestSeed=72  Time=1.2197 Seconds  Run Time=87.9237 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Seed=82  Generation=82  Age=10  Best=0.00001109  BestSeed=72  Time=1.1970 Seconds  Run Time=89.1206 Seconds  TestError=0.00000048
FIRESTARTER_OPTIMIZE: Seed=83  Generation=83  Age=11  Best=0.00001109  BestSeed=72  Time=1.1935 Seconds  Run Time=90.3142 Seconds  TestError=0.00000018
