CUDA devices = 1
Device 0: NVIDIA GeForce RTX 4090

variations = 3
samples = 15
instructions = 32
registers = 32
opcodes = 2

targetMin = 0.000000f
targetMax = 6.283185f

mode = FIRESTARTER_REVOLVE
units = 1
processes = 0
iterations = 64
candidates = 16
generations = 100
precision = 0
attempts = 32
seed = 0
scale = 0.100000f
startScale = 2.000000f
startResult = 10.000000f

FIRESTARTER_REVOLVE: Seed=0  Generation=0  Age=0 *Result=0.00060809  Best=0.00060809  BestSeed=0  BestGen=0  Time=0.0000 Seconds  Run Time=1.6100 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=1  Test=1  Generation=0  Age=0  Result=0.00092053  Best=0.00060809  BestSeed=0  BestGen=0  Time=1.6708 Seconds  Run Time=3.2808 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=2  Test=2  Generation=0  Age=0  Result=0.00083458  Best=0.00060809  BestSeed=0  BestGen=0  Time=0.4450 Seconds  Run Time=3.7258 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=3  Test=3  Generation=0  Age=0  Result=0.00187548  Best=0.00060809  BestSeed=0  BestGen=0  Time=0.4418 Seconds  Run Time=4.1676 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=4  Test=4  Generation=0  Age=0  Result=0.00185943  Best=0.00060809  BestSeed=0  BestGen=0  Time=0.4470 Seconds  Run Time=4.6146 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=5  Test=5  Generation=0  Age=0  Result=0.36377206  Best=0.00060809  BestSeed=0  BestGen=0  Time=0.4639 Seconds  Run Time=5.0785 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=6  Test=6  Generation=0  Age=0  Result=0.17370392  Best=0.00060809  BestSeed=0  BestGen=0  Time=0.4560 Seconds  Run Time=5.5346 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=7  Test=7  Generation=0  Age=0  Result=0.00094016  Best=0.00060809  BestSeed=0  BestGen=0  Time=0.4578 Seconds  Run Time=5.9923 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=8  Test=8  Generation=0  Age=0  Result=0.00197150  Best=0.00060809  BestSeed=0  BestGen=0  Time=0.4424 Seconds  Run Time=6.4348 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=9  Test=9  Generation=0  Age=0  Result=0.00354540  Best=0.00060809  BestSeed=0  BestGen=0  Time=0.4469 Seconds  Run Time=6.8817 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=10  Test=10  Generation=0  Age=0  Result=0.00143433  Best=0.00060809  BestSeed=0  BestGen=0  Time=0.4489 Seconds  Run Time=7.3305 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=11  Test=11  Generation=0  Age=0  Result=0.00452310  Best=0.00060809  BestSeed=0  BestGen=0  Time=0.4450 Seconds  Run Time=7.7756 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=12  Test=12  Generation=0  Age=0 *Result=0.00039554  Best=0.00039554  BestSeed=12  BestGen=0  Time=0.4466 Seconds  Run Time=8.2222 Seconds  TestError=0.00000031
FIRESTARTER_REVOLVE: Seed=13  Test=13  Generation=0  Age=0  Result=0.00136459  Best=0.00039554  BestSeed=12  BestGen=0  Time=0.4492 Seconds  Run Time=8.6714 Seconds  TestError=0.00000031
FIRESTARTER_REVOLVE: Seed=14  Test=14  Generation=0  Age=0  Result=0.00711229  Best=0.00039554  BestSeed=12  BestGen=0  Time=0.4598 Seconds  Run Time=9.1312 Seconds  TestError=0.00000031
FIRESTARTER_REVOLVE: Seed=15  Test=15  Generation=0  Age=0  Result=0.00136197  Best=0.00039554  BestSeed=12  BestGen=0  Time=0.4388 Seconds  Run Time=9.5700 Seconds  TestError=0.00000031
FIRESTARTER_REVOLVE: Seed=16  Test=16  Generation=0  Age=0  Result=0.00179189  Best=0.00039554  BestSeed=12  BestGen=0  Time=0.4410 Seconds  Run Time=10.0110 Seconds  TestError=0.00000031
FIRESTARTER_REVOLVE: Seed=17  Test=17  Generation=0  Age=0  Result=0.00280428  Best=0.00039554  BestSeed=12  BestGen=0  Time=0.4505 Seconds  Run Time=10.4615 Seconds  TestError=0.00000031
FIRESTARTER_REVOLVE: Seed=18  Test=18  Generation=0  Age=0  Result=0.00042915  Best=0.00039554  BestSeed=12  BestGen=0  Time=0.4535 Seconds  Run Time=10.9150 Seconds  TestError=0.00000031
FIRESTARTER_REVOLVE: Seed=19  Test=19  Generation=0  Age=0  Result=0.00118250  Best=0.00039554  BestSeed=12  BestGen=0  Time=0.4406 Seconds  Run Time=11.3556 Seconds  TestError=0.00000031
FIRESTARTER_REVOLVE: Seed=20  Test=20  Generation=0  Age=0  Result=0.00372496  Best=0.00039554  BestSeed=12  BestGen=0  Time=0.4584 Seconds  Run Time=11.8140 Seconds  TestError=0.00000031
