CUDA devices = 1
Device 0: NVIDIA GeForce RTX 4090

variations = 3
samples = 15
instructions = 32
registers = 32
opcodes = 2

targetMin = 0.000000f
targetMax = 6.283185f

mode = FIRESTARTER_REVOLVE
units = 1
processes = 0
iterations = 64
candidates = 16
generations = 100
precision = 0
attempts = 32
seed = 0
scale = 0.100000f
startScale = 2.000000f
startResult = 10.000000f

FIRESTARTER_REVOLVE: Seed=0  Generation=0  Age=0 *Result=0.00148380  Best=0.00148380  BestSeed=0  BestGen=0  Time=0.0000 Seconds  Run Time=1.6859 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=1  Test=1  Generation=0  Age=0  Result=0.00420369  Best=0.00148380  BestSeed=0  BestGen=0  Time=1.7234 Seconds  Run Time=3.4093 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=2  Test=2  Generation=0  Age=0  Result=0.06112669  Best=0.00148380  BestSeed=0  BestGen=0  Time=0.5520 Seconds  Run Time=3.9613 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=3  Test=3  Generation=0  Age=0  Result=0.00216903  Best=0.00148380  BestSeed=0  BestGen=0  Time=0.5604 Seconds  Run Time=4.5216 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=4  Test=4  Generation=0  Age=0 *Result=0.00110084  Best=0.00110084  BestSeed=4  BestGen=0  Time=0.5364 Seconds  Run Time=5.0580 Seconds  TestError=0.00000024
FIRESTARTER_REVOLVE: Seed=5  Test=5  Generation=0  Age=0  Result=0.17371321  Best=0.00110084  BestSeed=4  BestGen=0  Time=0.5575 Seconds  Run Time=5.6155 Seconds  TestError=0.00000024
FIRESTARTER_REVOLVE: Seed=6  Test=6  Generation=0  Age=0 *Result=0.00076199  Best=0.00076199  BestSeed=6  BestGen=0  Time=0.5421 Seconds  Run Time=6.1577 Seconds  TestError=0.00000003
FIRESTARTER_REVOLVE: Seed=7  Test=7  Generation=0  Age=0 *Result=0.00064278  Best=0.00064278  BestSeed=7  BestGen=0  Time=0.5608 Seconds  Run Time=6.7185 Seconds  TestError=0.00000018
FIRESTARTER_REVOLVE: Seed=8  Test=8  Generation=0  Age=0  Result=0.00166261  Best=0.00064278  BestSeed=7  BestGen=0  Time=0.5470 Seconds  Run Time=7.2654 Seconds  TestError=0.00000018
FIRESTARTER_REVOLVE: Seed=9  Test=9  Generation=0  Age=0  Result=0.00068581  Best=0.00064278  BestSeed=7  BestGen=0  Time=0.5514 Seconds  Run Time=7.8168 Seconds  TestError=0.00000018
FIRESTARTER_REVOLVE: Seed=10  Test=10  Generation=0  Age=0  Result=0.03078282  Best=0.00064278  BestSeed=7  BestGen=0  Time=0.5420 Seconds  Run Time=8.3589 Seconds  TestError=0.00000018
