CUDA devices = 1
Device 0: NVIDIA GeForce RTX 4090

variations = 3
samples = 15
instructions = 32
registers = 32
opcodes = 2

targetMin = 0.000000f
targetMax = 6.283185f

mode = FIRESTARTER_REVOLVE
units = 1
processes = 0
iterations = 64
candidates = 16
generations = 200
precision = 0
attempts = 64
seed = 0
scale = 0.100000f
startScale = 2.000000f
startResult = 10.000000f

FIRESTARTER_REVOLVE: Seed=0  Generation=0  Age=0 *Result=0.00041568  Best=0.00041568  BestSeed=0  BestGen=0  Time=0.0000 Seconds  Run Time=1.8456 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=1  Test=1  Generation=0  Age=0  Result=0.00044125  Best=0.00041568  BestSeed=0  BestGen=0  Time=1.8895 Seconds  Run Time=3.7351 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=2  Test=2  Generation=0  Age=0  Result=0.00058258  Best=0.00041568  BestSeed=0  BestGen=0  Time=0.6922 Seconds  Run Time=4.4273 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=3  Test=3  Generation=0  Age=0  Result=0.00126445  Best=0.00041568  BestSeed=0  BestGen=0  Time=0.6814 Seconds  Run Time=5.1087 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=4  Test=4  Generation=0  Age=0  Result=0.00067997  Best=0.00041568  BestSeed=0  BestGen=0  Time=0.6885 Seconds  Run Time=5.7971 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=5  Test=5  Generation=0  Age=0  Result=0.36376941  Best=0.00041568  BestSeed=0  BestGen=0  Time=0.7174 Seconds  Run Time=6.5145 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=6  Test=6  Generation=0  Age=0  Result=0.17369580  Best=0.00041568  BestSeed=0  BestGen=0  Time=0.7061 Seconds  Run Time=7.2206 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=7  Test=7  Generation=0  Age=0 *Result=0.00040364  Best=0.00040364  BestSeed=7  BestGen=0  Time=0.7001 Seconds  Run Time=7.9207 Seconds  TestError=0.00000065
FIRESTARTER_REVOLVE: Seed=8  Test=8  Generation=0  Age=0  Result=0.00086764  Best=0.00040364  BestSeed=7  BestGen=0  Time=0.6938 Seconds  Run Time=8.6145 Seconds  TestError=0.00000065
FIRESTARTER_REVOLVE: Seed=9  Test=9  Generation=0  Age=0  Result=0.00280768  Best=0.00040364  BestSeed=7  BestGen=0  Time=0.6986 Seconds  Run Time=9.3131 Seconds  TestError=0.00000065
FIRESTARTER_REVOLVE: Seed=10  Test=10  Generation=0  Age=0  Result=0.00135374  Best=0.00040364  BestSeed=7  BestGen=0  Time=0.6961 Seconds  Run Time=10.0092 Seconds  TestError=0.00000065
