variations = 3;
samples = 15;
instructions = 32;
registers = 32;
opcodes = 2;

targetMin = 0.000000f;
targetMax = 6.283185f;

mode = FIRESTARTER_CODE;
units = 1;
process = 0;
population = 4352;
iterations = 256;
candidates = 16;
generations = 5;
precision = 0;
evolve = FIRESTARTER_EVOLVE_BEST;
attempts = 32;
seed = 4321;
scale = 0.100000f;
startScale = 4.000000f;
startResult = 10.000000f;

FIRESTARTER_CODE: Generation=0  Age=0  Best=0.10966852  Time=2.0866 Seconds  Run Time=4.6921 Seconds  TestError=0.00000001
FIRESTARTER_CODE: Generation=1  Age=0  Best=0.09664200  Time=1.0000 Seconds  Run Time=5.7744 Seconds  TestError=0.00000012
FIRESTARTER_CODE: Generation=2  Age=0  Best=0.07594448  Time=1.0009 Seconds  Run Time=6.8787 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=3  Age=0  Best=0.04746068  Time=1.0074 Seconds  Run Time=7.9974 Seconds  TestError=0.00000012
FIRESTARTER_CODE: Generation=4  Age=0  Best=0.04297498  Time=1.0194 Seconds  Run Time=9.1139 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=5  Age=0  Best=0.02760689  Time=1.0225 Seconds  Run Time=10.2288 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=6  Age=0  Best=0.01671985  Time=1.0544 Seconds  Run Time=11.3704 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=7  Age=0  Best=0.01092408  Time=1.0650 Seconds  Run Time=12.4917 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=8  Age=0  Best=0.00959659  Time=1.0846 Seconds  Run Time=13.6189 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=9  Age=0  Best=0.00921333  Time=1.0850 Seconds  Run Time=14.7309 Seconds  TestError=0.00000003
FIRESTARTER_CODE: Generation=10  Age=0  Best=0.00908035  Time=1.1080 Seconds  Run Time=15.8668 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=11  Age=0  Best=0.00870126  Time=1.1167 Seconds  Run Time=17.0961 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=12  Age=0  Best=0.00855833  Time=1.1625 Seconds  Run Time=18.3539 Seconds  TestError=0.00000006
