CUDA devices = 1
Device 0: NVIDIA GeForce RTX 4090 Laptop GPU

variations = 3
instructions = 32
registers = 30
opcodes = 3

targetMin = 0.000000f
targetMax = 6.283185f
target = 0.000001f

mode = FIRESTARTER_EVOLVE_SELECT
evolveSeed = 0
optimizeSeed = 0
tests = 16
streams = 1
units = 8
states = 16
population = 32768
generations = 0
passes = 512
samples = 15
iterations = 64
candidates = 0
attempts = 0
optimize = 1

scale = 0.300000f
startScale = 2.500000f
startResult = 10.000000f

FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  0  Old Result=0.90524381 *New Result=0.00081788  MinIndex=1607  Best=0.00081788   BestAge=0  Time=0.999  Run Time=45.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  0  Old Result=0.79074502 *New Result=0.00070512  MinIndex=19171  Best=0.00070512   BestAge=0  Time=1.004  Run Time=45.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  0  Old Result=1.07422066 >New Result=0.00539113  MinIndex=27341  Best=0.00070512   BestAge=1  Time=1.020  Run Time=45.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  0  Old Result=0.87792349 >New Result=0.00101656  MinIndex=10446  Best=0.00070512   BestAge=2  Time=1.020  Run Time=45.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  0  Old Result=0.99065387 >New Result=0.02936989  MinIndex=6207  Best=0.00070512   BestAge=3  Time=1.020  Run Time=45.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  0  Old Result=0.67845929  Bad Result=0.85227418  MinIndex=30289  Best=0.00070512   BestAge=4  Time=1.020  Run Time=45.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  0  Old Result=0.89123917 >New Result=0.00582794  MinIndex=3834  Best=0.00070512   BestAge=5  Time=1.020  Run Time=45.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  0  Old Result=1.05258811 >New Result=0.43609381  MinIndex=16897  Best=0.00070512   BestAge=6  Time=1.020  Run Time=45.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  0  Old Result=0.79750538 >New Result=0.00305769  MinIndex=10563  Best=0.00070512   BestAge=7  Time=1.020  Run Time=45.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  0  Old Result=0.82597965 >New Result=0.16886212  MinIndex=31348  Best=0.00070512   BestAge=8  Time=1.020  Run Time=45.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  0  Old Result=0.70326507 >New Result=0.00310930  MinIndex=496  Best=0.00070512   BestAge=9  Time=1.020  Run Time=45.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  0  Old Result=1.00467193 *New Result=0.00030613  MinIndex=3040  Best=0.00030613   BestAge=0  Time=1.020  Run Time=45.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  0  Old Result=0.83685964 >New Result=0.00208080  MinIndex=2305  Best=0.00030613   BestAge=1  Time=1.030  Run Time=45.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  0  Old Result=0.88321662 >New Result=0.00144786  MinIndex=19579  Best=0.00030613   BestAge=2  Time=1.031  Run Time=45.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  0  Old Result=0.85467780 >New Result=0.00598165  MinIndex=24831  Best=0.00030613   BestAge=3  Time=1.031  Run Time=45.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  0  Old Result=0.99030191 >New Result=0.85227418  MinIndex=24793  Best=0.00030613   BestAge=4  Time=1.031  Run Time=45.6
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  1  Old Result=0.80440992 >New Result=0.00614135  MinIndex=28075  Best=0.00030613   BestAge=6  Time=5.947  Run Time=53.9
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  1  Old Result=0.00030613  Bad Result=10.00000000  MinIndex=3040  Best=0.00030613   BestAge=6  Time=5.947  Run Time=53.9
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  1  Old Result=0.00030613 *New Result=0.00004220  MinIndex=3040  Best=0.00004220   BestAge=0  Time=5.947  Run Time=53.9
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  1  Old Result=0.00070512  Bad Result=10.00000000  MinIndex=19171  Best=0.00004220   BestAge=0  Time=5.952  Run Time=54.0
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  1  Old Result=0.00081788 >New Result=0.00015983  MinIndex=1607  Best=0.00004220   BestAge=1  Time=5.952  Run Time=54.0
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  1  Old Result=0.00030613  Bad Result=10.00000000  MinIndex=3040  Best=0.00004220   BestAge=1  Time=5.952  Run Time=54.0
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  1  Old Result=0.00101656  Bad Result=10.00000000  MinIndex=10446  Best=0.00004220   BestAge=1  Time=5.952  Run Time=54.0
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  1  Old Result=0.00030613 >New Result=0.00013363  MinIndex=3040  Best=0.00004220   BestAge=2  Time=5.952  Run Time=54.0
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  1  Old Result=0.00070512 >New Result=0.00038023  MinIndex=19171  Best=0.00004220   BestAge=3  Time=5.952  Run Time=54.0
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  1  Old Result=0.00144786 >New Result=0.00056303  MinIndex=19579  Best=0.00004220   BestAge=4  Time=5.952  Run Time=54.0
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  1  Old Result=0.00030613  Bad Result=10.00000000  MinIndex=3040  Best=0.00004220   BestAge=4  Time=5.952  Run Time=54.0
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  1  Old Result=0.00081788  Bad Result=10.00000000  MinIndex=1607  Best=0.00004220   BestAge=4  Time=5.952  Run Time=54.0
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  1  Old Result=0.00030613  Bad Result=10.00000000  MinIndex=3040  Best=0.00004220   BestAge=4  Time=5.952  Run Time=54.0
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  1  Old Result=0.00101656  Bad Result=10.00000000  MinIndex=10446  Best=0.00004220   BestAge=4  Time=5.952  Run Time=54.0
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  1  Old Result=0.00208080 >New Result=0.00203692  MinIndex=2305  Best=0.00004220   BestAge=5  Time=5.952  Run Time=54.0
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  1  Old Result=0.00070512 >New Result=0.00041157  MinIndex=19171  Best=0.00004220   BestAge=6  Time=5.952  Run Time=54.0
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 4  Generation=  2  Old Result=0.85727119 >New Result=0.00057392  MinIndex=11161  Best=0.00004220   BestAge=8  Time=3.598  Run Time=60.1
