CUDA devices = 1
Device 0: NVIDIA GeForce RTX 4090

variations = 3
samples = 15
instructions = 32
registers = 29
opcodes = 2
patternOpcodes = 4

targetMin = 0.000000f
targetMax = 6.283185f

mode = FIRESTARTER_REVOLVE
evolveSeed = 0
optimizeSeed = 0
seeds = 64
tests = 16
units = 2
processes = 2
population = 278528
iterations = 64
generations = 100
precision = 0
candidates = 16
attempts = 32

scale = 0.100000f
startScale = 2.000000f
startResult = 10.000000f

FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=0  Generation=0  Age=0  Evolution=0 *Result=0.85227418  Best=0.85227418  BestSeed=0  BestGen=0  Time=74.4072 Seconds  Run Time=1374.0098 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=1  Generation=0  Age=0  Evolution=0 *Result=0.65348065  Best=0.65348065  BestSeed=0  BestGen=0  Time=0.0095 Seconds  Run Time=1374.0287 Seconds  TestError=0.00000009
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=2  Generation=0  Age=0  Evolution=0 *Result=0.20144954  Best=0.20144954  BestSeed=0  BestGen=0  Time=0.0103 Seconds  Run Time=1374.0493 Seconds  TestError=0.00000036
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=3  Generation=0  Age=0  Evolution=0 *Result=0.00024912  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0088 Seconds  Run Time=1374.0669 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=4  Generation=0  Age=0  Evolution=0  Result=0.00227338  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0017 Seconds  Run Time=1374.0704 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=5  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=1374.0707 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=6  Generation=0  Age=0  Evolution=0  Result=0.63296080  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1374.0710 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=7  Generation=0  Age=0  Evolution=0  Result=0.00052226  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1374.0713 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=8  Generation=0  Age=0  Evolution=0  Result=0.93469000  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1374.0715 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=9  Generation=0  Age=0  Evolution=0  Result=0.00138924  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1374.0718 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=10  Generation=0  Age=0  Evolution=0  Result=0.63429379  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1374.0721 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=11  Generation=0  Age=0  Evolution=0  Result=0.00103955  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1374.0723 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=12  Generation=0  Age=0  Evolution=0  Result=0.00127849  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1374.0726 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=13  Generation=0  Age=0  Evolution=0  Result=0.00114420  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1374.0728 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=14  Generation=0  Age=0  Evolution=0  Result=0.19810776  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1374.0731 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=15  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1374.0734 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=16  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1374.0736 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=17  Generation=0  Age=0  Evolution=0  Result=0.12574154  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1374.0738 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=18  Generation=0  Age=0  Evolution=0  Result=0.02343112  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1374.0741 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=19  Generation=0  Age=0  Evolution=0  Result=0.03940290  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1374.0743 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=20  Generation=0  Age=0  Evolution=0  Result=0.01353610  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1374.0745 Seconds  TestError=0.00000054
FIRESTARTER_REVOLVE: Seed=0  Test=2  Index=21  Generation=0  Age=0  Evolution=0  Result=0.06604787  Best=0.00024912  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1374.0748 Seconds  TestError=0.00000054
