variations = 3;
samples = 15;
instructions = 32;
registers = 32;
opcodes = 2;

targetMin = 0.000000f;
targetMax = 6.283185f;

mode = FIRESTARTER_OPTIMIZE;
units = 1;
processes = 0;
population = 278528;
iterations = 256;
candidates = 16;
generations = 26;
precision = 0;
evolve = FIRESTARTER_EVOLVE_BEST;
attempts = 32;
seed = 0;
scale = 0.100000f;
startScale = 2.000000f;
startResult = 10.000000f;

FIRESTARTER_OPTIMIZE: Test=0  Generation=0  Age=0  Best=0.00021636  BestSeed=0  Time=0.0000 Seconds  Run Time=1.8276 Seconds  TestError=0.00000018
FIRESTARTER_OPTIMIZE: Test=0  Generation=1  Age=0  Best=0.00001144  BestSeed=1  Time=2.8864 Seconds  Run Time=2.8864 Seconds  TestError=0.00000030
FIRESTARTER_OPTIMIZE: Test=0  Generation=2  Age=0  Best=0.00000370  BestSeed=2  Time=0.4672 Seconds  Run Time=3.3537 Seconds  TestError=0.00000048
FIRESTARTER_OPTIMIZE: Test=0  Generation=3  Age=0  Best=0.00000322  BestSeed=3  Time=0.4681 Seconds  Run Time=3.8218 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Test=0  Generation=4  Age=0  Best=0.00000286  BestSeed=4  Time=0.4640 Seconds  Run Time=4.2857 Seconds  TestError=0.00000077
FIRESTARTER_OPTIMIZE: Test=0  Generation=5  Age=0  Best=0.00000262  BestSeed=5  Time=0.4625 Seconds  Run Time=4.7482 Seconds  TestError=0.00000060
FIRESTARTER_OPTIMIZE: Test=0  Generation=6  Age=1  Best=0.00000262  BestSeed=5  Time=0.4624 Seconds  Run Time=5.2106 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Test=0  Generation=7  Age=0  Best=0.00000173  BestSeed=7  Time=0.4507 Seconds  Run Time=5.6613 Seconds  TestError=0.00000083
FIRESTARTER_OPTIMIZE: Test=0  Generation=8  Age=0  Best=0.00000167  BestSeed=8  Time=0.4626 Seconds  Run Time=6.1239 Seconds  TestError=0.00000095
FIRESTARTER_OPTIMIZE: Test=0  Generation=9  Age=1  Best=0.00000167  BestSeed=8  Time=0.4611 Seconds  Run Time=6.5849 Seconds  TestError=0.00000034
FIRESTARTER_OPTIMIZE: Test=0  Generation=10  Age=2  Best=0.00000167  BestSeed=8  Time=0.4521 Seconds  Run Time=7.0371 Seconds  TestError=0.00000060
FIRESTARTER_OPTIMIZE: Test=0  Generation=11  Age=0  Best=0.00000161  BestSeed=11  Time=0.4540 Seconds  Run Time=7.4911 Seconds  TestError=0.00000048
FIRESTARTER_OPTIMIZE: Test=0  Generation=12  Age=0  Best=0.00000155  BestSeed=12  Time=0.4615 Seconds  Run Time=7.9525 Seconds  TestError=0.00000060
FIRESTARTER_OPTIMIZE: Test=0  Generation=13  Age=0  Best=0.00000149  BestSeed=13  Time=0.4641 Seconds  Run Time=8.4166 Seconds  TestError=0.00000083
FIRESTARTER_OPTIMIZE: Test=0  Generation=14  Age=0  Best=0.00000131  BestSeed=14  Time=0.4647 Seconds  Run Time=8.8813 Seconds  TestError=0.00000045
FIRESTARTER_OPTIMIZE: Test=0  Generation=15  Age=1  Best=0.00000131  BestSeed=14  Time=0.4667 Seconds  Run Time=9.3480 Seconds  TestError=0.00000043
FIRESTARTER_OPTIMIZE: Test=0  Generation=16  Age=0  Best=0.00000128  BestSeed=16  Time=0.4582 Seconds  Run Time=9.8062 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Test=0  Generation=17  Age=0  Best=0.00000122  BestSeed=17  Time=0.4669 Seconds  Run Time=10.2731 Seconds  TestError=0.00000072
FIRESTARTER_OPTIMIZE: Test=0  Generation=18  Age=1  Best=0.00000122  BestSeed=17  Time=0.4672 Seconds  Run Time=10.7403 Seconds  TestError=0.00000048
FIRESTARTER_OPTIMIZE: Test=0  Generation=19  Age=2  Best=0.00000122  BestSeed=17  Time=0.4601 Seconds  Run Time=11.2004 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Test=0  Generation=20  Age=3  Best=0.00000122  BestSeed=17  Time=0.4584 Seconds  Run Time=11.6587 Seconds  TestError=0.00000060
FIRESTARTER_OPTIMIZE: Test=0  Generation=21  Age=4  Best=0.00000122  BestSeed=17  Time=0.4597 Seconds  Run Time=12.1184 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Test=0  Generation=22  Age=0  Best=0.00000119  BestSeed=22  Time=0.4609 Seconds  Run Time=12.5793 Seconds  TestError=0.00000048
FIRESTARTER_OPTIMIZE: Test=0  Generation=23  Age=1  Best=0.00000119  BestSeed=22  Time=0.4693 Seconds  Run Time=13.0486 Seconds  TestError=0.00000048
FIRESTARTER_OPTIMIZE: Test=0  Generation=24  Age=2  Best=0.00000119  BestSeed=22  Time=0.4622 Seconds  Run Time=13.5108 Seconds  TestError=0.00000042
FIRESTARTER_OPTIMIZE: Test=0  Generation=25  Age=3  Best=0.00000119  BestSeed=22  Time=0.4596 Seconds  Run Time=13.9704 Seconds  TestError=0.00000083
FIRESTARTER_OPTIMIZE: Test=0  Generation=26  Age=4  Best=0.00000119  BestSeed=22  Time=0.4604 Seconds  Run Time=14.4308 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Test=0  Generation=27  Age=0  Best=0.00000107  BestSeed=27  Time=0.4603 Seconds  Run Time=14.8910 Seconds  TestError=0.00000021
FIRESTARTER_OPTIMIZE: Test=0  Generation=28  Age=1  Best=0.00000107  BestSeed=27  Time=0.4710 Seconds  Run Time=15.3620 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Test=0  Generation=29  Age=0  Best=0.00000095  BestSeed=29  Time=0.4616 Seconds  Run Time=15.8236 Seconds  TestError=0.00000072
FIRESTARTER_OPTIMIZE: Test=0  Generation=30  Age=0  Best=0.00000060  BestSeed=30  Time=0.4706 Seconds  Run Time=16.2942 Seconds  TestError=0.00000030
FIRESTARTER_OPTIMIZE: Test=0  Generation=31  Age=1  Best=0.00000060  BestSeed=30  Time=0.4720 Seconds  Run Time=16.7662 Seconds  TestError=0.00000113
FIRESTARTER_OPTIMIZE: Test=0  Generation=32  Age=0  Best=0.00000048  BestSeed=32  Time=0.4646 Seconds  Run Time=17.2308 Seconds  TestError=0.00000066
FIRESTARTER_OPTIMIZE: Test=0  Generation=33  Age=1  Best=0.00000048  BestSeed=32  Time=0.4725 Seconds  Run Time=17.7033 Seconds  TestError=0.00000155
FIRESTARTER_OPTIMIZE: Test=0  Generation=34  Age=2  Best=0.00000048  BestSeed=32  Time=0.4651 Seconds  Run Time=18.1684 Seconds  TestError=0.00000066
FIRESTARTER_OPTIMIZE: Test=0  Generation=35  Age=0  Best=0.00000042  BestSeed=35  Time=0.4653 Seconds  Run Time=18.6337 Seconds  TestError=0.00000155
FIRESTARTER_OPTIMIZE: Test=0  Generation=36  Age=0  Best=0.00000039  BestSeed=36  Time=0.4720 Seconds  Run Time=19.1057 Seconds  TestError=0.00000080
FIRESTARTER_OPTIMIZE: Test=0  Generation=37  Age=1  Best=0.00000039  BestSeed=36  Time=0.4701 Seconds  Run Time=19.5758 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Test=0  Generation=38  Age=0  Best=0.00000036  BestSeed=38  Time=0.4635 Seconds  Run Time=20.0393 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Test=0  Generation=39  Age=1  Best=0.00000036  BestSeed=38  Time=0.4730 Seconds  Run Time=20.5123 Seconds  TestError=0.00000095
FIRESTARTER_OPTIMIZE: Test=0  Generation=40  Age=2  Best=0.00000036  BestSeed=38  Time=0.4628 Seconds  Run Time=20.9751 Seconds  TestError=0.00000107
FIRESTARTER_OPTIMIZE: Test=0  Generation=41  Age=3  Best=0.00000036  BestSeed=38  Time=0.4628 Seconds  Run Time=21.4379 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Test=0  Generation=42  Age=0  Best=0.00000035  BestSeed=42  Time=0.4638 Seconds  Run Time=21.9017 Seconds  TestError=0.00000132
FIRESTARTER_OPTIMIZE: Test=0  Generation=43  Age=1  Best=0.00000035  BestSeed=42  Time=0.4708 Seconds  Run Time=22.3725 Seconds  TestError=0.00000132
FIRESTARTER_OPTIMIZE: Test=0  Generation=44  Age=2  Best=0.00000035  BestSeed=42  Time=0.4648 Seconds  Run Time=22.8373 Seconds  TestError=0.00000132
FIRESTARTER_OPTIMIZE: Test=0  Generation=45  Age=3  Best=0.00000035  BestSeed=42  Time=0.4630 Seconds  Run Time=23.3002 Seconds  TestError=0.00000132
FIRESTARTER_OPTIMIZE: Test=0  Generation=46  Age=4  Best=0.00000035  BestSeed=42  Time=0.4629 Seconds  Run Time=23.7631 Seconds  TestError=0.00000132
FIRESTARTER_OPTIMIZE: Test=0  Generation=47  Age=0  Best=0.00000030  BestSeed=47  Time=0.4621 Seconds  Run Time=24.2252 Seconds  TestError=0.00000089
FIRESTARTER_OPTIMIZE: Test=0  Generation=48  Age=1  Best=0.00000030  BestSeed=47  Time=0.4738 Seconds  Run Time=24.6990 Seconds  TestError=0.00000018
FIRESTARTER_OPTIMIZE: Test=0  Generation=49  Age=2  Best=0.00000030  BestSeed=47  Time=0.4620 Seconds  Run Time=25.1610 Seconds  TestError=0.00000101
FIRESTARTER_OPTIMIZE: Test=0  Generation=50  Age=3  Best=0.00000030  BestSeed=47  Time=0.4656 Seconds  Run Time=25.6267 Seconds  TestError=0.00000089
FIRESTARTER_OPTIMIZE: Test=0  Generation=51  Age=4  Best=0.00000030  BestSeed=47  Time=0.4640 Seconds  Run Time=26.0906 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Test=0  Generation=52  Age=5  Best=0.00000030  BestSeed=47  Time=0.4628 Seconds  Run Time=26.5534 Seconds  TestError=0.00000101
FIRESTARTER_OPTIMIZE: Test=0  Generation=53  Age=6  Best=0.00000030  BestSeed=47  Time=0.4636 Seconds  Run Time=27.0170 Seconds  TestError=0.00000101
FIRESTARTER_OPTIMIZE: Test=0  Generation=54  Age=7  Best=0.00000030  BestSeed=47  Time=0.4631 Seconds  Run Time=27.4801 Seconds  TestError=0.00000101
FIRESTARTER_OPTIMIZE: Test=0  Generation=55  Age=8  Best=0.00000030  BestSeed=47  Time=0.4644 Seconds  Run Time=27.9445 Seconds  TestError=0.00000030
FIRESTARTER_OPTIMIZE: Test=0  Generation=56  Age=9  Best=0.00000030  BestSeed=47  Time=0.4638 Seconds  Run Time=28.4083 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Test=0  Generation=57  Age=10  Best=0.00000030  BestSeed=47  Time=0.4624 Seconds  Run Time=28.8707 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Test=0  Generation=58  Age=11  Best=0.00000030  BestSeed=47  Time=0.4651 Seconds  Run Time=29.3357 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Test=0  Generation=59  Age=12  Best=0.00000030  BestSeed=47  Time=0.4645 Seconds  Run Time=29.8002 Seconds  TestError=0.00000042
FIRESTARTER_OPTIMIZE: Test=0  Generation=60  Age=13  Best=0.00000030  BestSeed=47  Time=0.4642 Seconds  Run Time=30.2645 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Test=0  Generation=61  Age=14  Best=0.00000030  BestSeed=47  Time=0.4639 Seconds  Run Time=30.7284 Seconds  TestError=0.00000042
FIRESTARTER_OPTIMIZE: Test=0  Generation=62  Age=15  Best=0.00000030  BestSeed=47  Time=0.4646 Seconds  Run Time=31.1930 Seconds  TestError=0.00000101
FIRESTARTER_OPTIMIZE: Test=0  Generation=63  Age=16  Best=0.00000030  BestSeed=47  Time=0.4659 Seconds  Run Time=31.6589 Seconds  TestError=0.00000113
FIRESTARTER_OPTIMIZE: Test=0  Generation=64  Age=17  Best=0.00000030  BestSeed=47  Time=0.4651 Seconds  Run Time=32.1240 Seconds  TestError=0.00000042
FIRESTARTER_OPTIMIZE: Test=0  Generation=65  Age=18  Best=0.00000030  BestSeed=47  Time=0.4659 Seconds  Run Time=32.5899 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Test=0  Generation=66  Age=19  Best=0.00000030  BestSeed=47  Time=0.4637 Seconds  Run Time=33.0536 Seconds  TestError=0.00000018
FIRESTARTER_OPTIMIZE: Test=0  Generation=67  Age=20  Best=0.00000030  BestSeed=47  Time=0.4665 Seconds  Run Time=33.5200 Seconds  TestError=0.00000113
FIRESTARTER_OPTIMIZE: Test=0  Generation=68  Age=21  Best=0.00000030  BestSeed=47  Time=0.4650 Seconds  Run Time=33.9850 Seconds  TestError=0.00000113
FIRESTARTER_OPTIMIZE: Test=0  Generation=69  Age=22  Best=0.00000030  BestSeed=47  Time=0.4652 Seconds  Run Time=34.4502 Seconds  TestError=0.00000101
