variations = 3;
samples = 15;
instructions = 32;
registers = 32;
opcodes = 2;

targetMin = 0.000000f;
targetMax = 6.283185f;

mode = FIRESTARTER_EVOLVE;
units = 10;
processes = 16;
population = 69632;
iterations = 256;
candidates = 16;
generations = 100;
precision = 0;
evolve = FIRESTARTER_EVOLVE_BEST;
attempts = 32;
seed = 0;
scale = 0.100000f;
startScale = 4.000000f;
startResult = 10.000000f;

FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00555515  BestSeed=0  Time=0.0000 Seconds  Run Time=9.1316 Seconds  TestError=0.00000250
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00097457  BestSeed=1  Time=0.0000 Seconds  Run Time=9.1666 Seconds  TestError=0.00000012
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00086308  BestSeed=2  Time=0.0000 Seconds  Run Time=9.2764 Seconds  TestError=0.00000083
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00039327  BestSeed=5  Time=0.0000 Seconds  Run Time=9.2861 Seconds  TestError=0.00000006
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00039327  BestSeed=5  Time=0.0000 Seconds  Run Time=9.2864 Seconds  TestError=0.00000024
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00039327  BestSeed=5  Time=0.0000 Seconds  Run Time=9.2867 Seconds  TestError=0.00000089
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00039327  BestSeed=5  Time=0.0000 Seconds  Run Time=9.9819 Seconds  TestError=0.00000012
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00039327  BestSeed=5  Time=0.0000 Seconds  Run Time=11.0263 Seconds  TestError=0.00000012
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00039327  BestSeed=5  Time=0.0000 Seconds  Run Time=13.0299 Seconds  TestError=0.00000018
FIRESTARTER_EVOLVE: Seed=0  Generation=0  Age=0  Best=0.00039327  BestSeed=5  Time=0.0000 Seconds  Run Time=13.0303 Seconds  TestError=0.00000036
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=1  Best=0.00039327  BestSeed=5  Time=1.4606 Seconds  Run Time=15.6765 Seconds  TestError=0.00000054
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=1  Best=0.00039327  BestSeed=5  Time=1.4606 Seconds  Run Time=15.6920 Seconds  TestError=0.00000066
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=1  Best=0.00039327  BestSeed=5  Time=1.4606 Seconds  Run Time=15.7443 Seconds  TestError=0.00000024
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=1  Best=0.00039327  BestSeed=5  Time=1.4606 Seconds  Run Time=15.7525 Seconds  TestError=0.00000060
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=1  Best=0.00039327  BestSeed=5  Time=1.4606 Seconds  Run Time=15.8087 Seconds  TestError=0.00000024
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=1  Best=0.00039327  BestSeed=5  Time=1.4606 Seconds  Run Time=15.8531 Seconds  TestError=0.00000024
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=1  Best=0.00039327  BestSeed=5  Time=1.4606 Seconds  Run Time=15.8710 Seconds  TestError=0.00000146
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=1  Best=0.00039327  BestSeed=5  Time=1.4606 Seconds  Run Time=15.9873 Seconds  TestError=0.00000009
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=1  Best=0.00039327  BestSeed=5  Time=1.4606 Seconds  Run Time=16.0696 Seconds  TestError=0.00000083
FIRESTARTER_EVOLVE: Seed=1  Generation=1  Age=1  Best=0.00039327  BestSeed=5  Time=1.4606 Seconds  Run Time=16.1004 Seconds  TestError=0.00000060
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=2  Best=0.00039327  BestSeed=5  Time=0.3108 Seconds  Run Time=18.7841 Seconds  TestError=0.00000012
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=2  Best=0.00039327  BestSeed=5  Time=0.3108 Seconds  Run Time=18.9231 Seconds  TestError=0.00000018
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=2  Best=0.00039327  BestSeed=5  Time=0.3108 Seconds  Run Time=18.9276 Seconds  TestError=0.00000060
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=2  Best=0.00039327  BestSeed=5  Time=0.3108 Seconds  Run Time=18.9373 Seconds  TestError=0.00000060
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=2  Best=0.00039327  BestSeed=5  Time=0.3108 Seconds  Run Time=18.9531 Seconds  TestError=0.00000000
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=2  Best=0.00039327  BestSeed=5  Time=0.3108 Seconds  Run Time=18.9592 Seconds  TestError=0.00000006
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=2  Best=0.00039327  BestSeed=5  Time=0.3108 Seconds  Run Time=18.9766 Seconds  TestError=0.00000000
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=2  Best=0.00039327  BestSeed=5  Time=0.3108 Seconds  Run Time=19.0220 Seconds  TestError=0.00000015
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=2  Best=0.00039327  BestSeed=5  Time=0.3108 Seconds  Run Time=19.1027 Seconds  TestError=0.00000000
FIRESTARTER_EVOLVE: Seed=2  Generation=2  Age=2  Best=0.00039327  BestSeed=5  Time=0.3108 Seconds  Run Time=19.1255 Seconds  TestError=0.00000024
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=3  Best=0.00039327  BestSeed=5  Time=0.3196 Seconds  Run Time=21.9799 Seconds  TestError=0.00000012
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=3  Best=0.00039327  BestSeed=5  Time=0.3196 Seconds  Run Time=22.1395 Seconds  TestError=0.00000036
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=3  Best=0.00039327  BestSeed=5  Time=0.3196 Seconds  Run Time=22.1742 Seconds  TestError=0.00000001
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=3  Best=0.00039327  BestSeed=5  Time=0.3196 Seconds  Run Time=22.2320 Seconds  TestError=0.00000000
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=3  Best=0.00039327  BestSeed=5  Time=0.3196 Seconds  Run Time=22.2505 Seconds  TestError=0.00000072
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=3  Best=0.00039327  BestSeed=5  Time=0.3196 Seconds  Run Time=22.2690 Seconds  TestError=0.00000006
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=3  Best=0.00039327  BestSeed=5  Time=0.3196 Seconds  Run Time=22.2906 Seconds  TestError=0.00000004
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=3  Best=0.00039327  BestSeed=5  Time=0.3196 Seconds  Run Time=22.2979 Seconds  TestError=0.00000000
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=3  Best=0.00039327  BestSeed=5  Time=0.3196 Seconds  Run Time=22.4423 Seconds  TestError=0.00000030
FIRESTARTER_EVOLVE: Seed=3  Generation=3  Age=3  Best=0.00039327  BestSeed=5  Time=0.3196 Seconds  Run Time=22.5398 Seconds  TestError=0.00000161
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=4  Best=0.00039327  BestSeed=5  Time=0.3683 Seconds  Run Time=25.6627 Seconds  TestError=0.00000024
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=4  Best=0.00039327  BestSeed=5  Time=0.3683 Seconds  Run Time=25.7041 Seconds  TestError=0.00002909
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=4  Best=0.00039327  BestSeed=5  Time=0.3683 Seconds  Run Time=25.7829 Seconds  TestError=0.00000006
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=4  Best=0.00039327  BestSeed=5  Time=0.3683 Seconds  Run Time=25.7834 Seconds  TestError=0.00000024
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=4  Best=0.00039327  BestSeed=5  Time=0.3683 Seconds  Run Time=25.7986 Seconds  TestError=0.00000165
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=4  Best=0.00039327  BestSeed=5  Time=0.3683 Seconds  Run Time=25.9911 Seconds  TestError=0.00000024
FIRESTARTER_EVOLVE: Seed=4  Generation=4  Age=4  Best=0.00039327  BestSeed=5  Time=0.3683 Seconds  Run Time=26.0231 Seconds  TestError=0.00000152
