variations = 3;
samples = 15;
instructions = 32;
registers = 32;
opcodes = 2;

targetMin = 0.000000f;
targetMax = 6.283185f;

mode = FIRESTARTER_EVOLVE;
units = 2;
processes = 6;
population = 69632;
iterations = 256;
candidates = 16;
generations = 100;
precision = 256;
evolve = FIRESTARTER_EVOLVE_BEST;
attempts = 100;
seed = 7988;
scale = 0.100000f;
startScale = 4.000000f;
startResult = 10.000000f;

FIRESTARTER_EVOLVE: Seed=7988  Generation=0  Age=0  Best=0.88431692  BestSeed=7988  Time=3.7872 Seconds  Run Time=6.8698 Seconds  TestError=0.00000006
FIRESTARTER_EVOLVE: Seed=7993  Generation=5  Age=0  Best=0.88388163  BestSeed=7993  Time=0.6426 Seconds  Run Time=6.9429 Seconds  TestError=0.00000048
FIRESTARTER_EVOLVE: Seed=7990  Generation=2  Age=0  Best=0.86620021  BestSeed=7990  Time=1.5337 Seconds  Run Time=7.6815 Seconds  TestError=0.00000001
FIRESTARTER_EVOLVE: Seed=7992  Generation=4  Age=0  Best=0.85227418  BestSeed=7992  Time=0.9448 Seconds  Run Time=7.8004 Seconds  TestError=0.00000024
FIRESTARTER_EVOLVE: Seed=7991  Generation=3  Age=4294967295  Best=0.85227418  BestSeed=7992  Time=1.3012 Seconds  Run Time=8.2633 Seconds  TestError=7.79230595
FIRESTARTER_EVOLVE: Seed=7989  Generation=1  Age=4294967293  Best=0.85227418  BestSeed=7992  Time=2.6793 Seconds  Run Time=8.4170 Seconds  TestError=7.79230595
FIRESTARTER_EVOLVE: Seed=7999  Generation=11  Age=0  Best=0.01199937  BestSeed=7999  Time=0.4999 Seconds  Run Time=9.0731 Seconds  TestError=0.00000024
FIRESTARTER_EVOLVE: Seed=7995  Generation=7  Age=4294967292  Best=0.01199937  BestSeed=7999  Time=0.7520 Seconds  Run Time=9.0748 Seconds  TestError=7.79230595
FIRESTARTER_EVOLVE: Seed=7998  Generation=10  Age=4294967295  Best=0.01199937  BestSeed=7999  Time=0.5840 Seconds  Run Time=9.4829 Seconds  TestError=8.50804138
FIRESTARTER_EVOLVE: Seed=7997  Generation=9  Age=4294967294  Best=0.01199937  BestSeed=7999  Time=0.6461 Seconds  Run Time=9.5198 Seconds  TestError=8.50804138
FIRESTARTER_EVOLVE: Seed=7996  Generation=8  Age=4294967293  Best=0.01199937  BestSeed=7999  Time=0.7638 Seconds  Run Time=9.9322 Seconds  TestError=8.50804138
