variations = 3;
samples = 15;
instructions = 32;
registers = 32;
opcodes = 2;

targetMin = 0.000000f;
targetMax = 6.283185f;

mode = FIRESTARTER_CODE;
units = 1;
process = 0;
population = 4352;
iterations = 256;
candidates = 16;
generations = 5;
precision = 0;
evolve = FIRESTARTER_EVOLVE_BEST;
attempts = 32;
seed = 4321;
scale = 0.100000f;
startScale = 4.000000f;
startResult = 10.000000f;

FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   0  Best=0.10966852  Result=0.10966852  Best=0.10966852  Seed=5FA82AAF  ResultHash=7ACE  ProgramHash=CC55
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   1  Best=0.09664200  Result=0.09664200  Best=0.09664200  Seed=5FA82AB4  ResultHash=7A62  ProgramHash=1854
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   2  Best=0.07594448  Result=0.07594448  Best=0.07594448  Seed=5FA82AB9  ResultHash=9520  ProgramHash=6AAB
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   3  Best=0.04746068  Result=0.04746068  Best=0.04746068  Seed=5FA82ABE  ResultHash=6D79  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   4  Best=0.04326528  Result=0.04326528  Best=0.04326528  Seed=5FA82AC3  ResultHash=03DA  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   5  Best=0.03417665  Result=0.03417665  Best=0.03417665  Seed=5FA82AC8  ResultHash=2D0E  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   6  Best=0.03084314  Result=0.03084314  Best=0.03084314  Seed=5FA82ACD  ResultHash=3E4D  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   7  Best=0.02933103  Result=0.02933103  Best=0.02933103  Seed=5FA82AD2  ResultHash=21EC  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   8  Best=0.02830547  Result=0.02830547  Best=0.02830547  Seed=5FA82AD7  ResultHash=4418  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   9  Best=0.02742040  Result=0.02742040  Best=0.02742040  Seed=5FA82ADC  ResultHash=CC48  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  10  Best=0.02625999  Result=0.02625999  Best=0.02625999  Seed=5FA82AE1  ResultHash=626D  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  11  Best=0.02277392  Result=0.02277392  Best=0.02277392  Seed=5FA82AE6  ResultHash=D0E2  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  12  Best=0.02257109  Result=0.02257109  Best=0.02257109  Seed=5FA82AEB  ResultHash=47E4  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  13  Best=0.02190137  Result=0.02190137  Best=0.02190137  Seed=5FA82AF0  ResultHash=113D  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  14  Best=0.02120697  Result=0.02120697  Best=0.02120697  Seed=5FA82AF5  ResultHash=C4D5  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  15  Best=0.02103090  Result=0.02103090  Best=0.02103090  Seed=5FA82AFA  ResultHash=6AA4  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  16  Best=0.02086270  Result=0.02086270  Best=0.02086270  Seed=5FA82AFF  ResultHash=6E1A  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  17  Best=0.02075028  Result=0.02075028  Best=0.02075028  Seed=5FA82B04  ResultHash=D51D  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  18  Best=0.02065784  Result=0.02065784  Best=0.02065784  Seed=5FA82B09  ResultHash=97D7  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  19  Best=0.02064741  Result=0.02064741  Best=0.02064741  Seed=5FA82B0E  ResultHash=847E  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  20  Best=0.02061003  Result=0.02061003  Best=0.02061003  Seed=5FA82B13  ResultHash=2776  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  21  Best=0.02060524  Result=0.02060524  Best=0.02060524  Seed=5FA82B18  ResultHash=974A  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  22  Best=0.02060294  Result=0.02060294  Best=0.02060294  Seed=5FA82B1D  ResultHash=9071  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  23  Best=0.02060220  Result=0.02060220  Best=0.02060220  Seed=5FA82B22  ResultHash=1747  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  24  Best=0.02060190  Result=0.02060190  Best=0.02060190  Seed=5FA82B27  ResultHash=FEE2  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  25  Best=0.02060175  Result=0.02060175  Best=0.02060175  Seed=5FA82B2C  ResultHash=750F  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  26  Best=0.02060163  Result=0.02060163  Best=0.02060163  Seed=5FA82B31  ResultHash=88DD  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  27  Best=0.02060163  Result=0.02060163  Best=0.02060163  Seed=5FA82B36  ResultHash=88DD  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  28  Best=0.02060163  Result=0.02060163  Best=0.02060163  Seed=5FA82B3B  ResultHash=88DD  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  29  Best=0.02060163  Result=0.02060163  Best=0.02060163  Seed=5FA82B40  ResultHash=88DD  ProgramHash=B271
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  30  Best=0.02060163  Result=0.02060163  Best=0.02060163  Seed=5FA82B45  ResultHash=88DD  ProgramHash=B271
