CUDA devices = 1
Device 0: NVIDIA GeForce RTX 4090 Laptop GPU

variations = 3
instructions = 32
registers = 30
opcodes = 3

targetMin = 0.000000f
targetMax = 6.283185f
target = 0.000001f

mode = FIRESTARTER_EVOLVE_SELECT
evolveSeed = 0
optimizeSeed = 0
tests = 16
streams = 1
units = 8
states = 16
population = 32768
generations = 0
passes = 512
samples = 15
iterations = 64
candidates = 0
attempts = 0
optimize = 1

scale = 0.300000f
startScale = 2.500000f
startResult = 10.000000f

FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 3  Generation=  0  Old Result=0.81234646 *New Result=0.00560868  MinIndex=13344  Best=0.00560868   BestAge=0  Time=1.064  Run Time=45.7
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 3  Generation=  0  Old Result=0.71943015 *New Result=0.00162330  MinIndex=14590  Best=0.00162330   BestAge=0  Time=1.070  Run Time=45.7
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 3  Generation=  0  Old Result=1.07044816 >New Result=0.02993323  MinIndex=30996  Best=0.00162330   BestAge=1  Time=1.085  Run Time=45.7
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 3  Generation=  0  Old Result=0.81417710 *New Result=0.00028340  MinIndex=6569  Best=0.00028340   BestAge=0  Time=1.085  Run Time=45.7
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 3  Generation=  0  Old Result=0.73079342 >New Result=0.00188406  MinIndex=23697  Best=0.00028340   BestAge=1  Time=1.095  Run Time=45.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 3  Generation=  0  Old Result=0.85331178 >New Result=0.00077926  MinIndex=29995  Best=0.00028340   BestAge=2  Time=1.095  Run Time=45.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 3  Generation=  0  Old Result=0.95885777 >New Result=0.02930392  MinIndex=8583  Best=0.00028340   BestAge=3  Time=1.095  Run Time=45.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 3  Generation=  0  Old Result=1.06108212 >New Result=0.00069551  MinIndex=12154  Best=0.00028340   BestAge=4  Time=1.095  Run Time=45.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 3  Generation=  0  Old Result=0.85967696 >New Result=0.02224016  MinIndex=13446  Best=0.00028340   BestAge=5  Time=1.095  Run Time=45.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 3  Generation=  0  Old Result=0.93890923 >New Result=0.28946331  MinIndex=26322  Best=0.00028340   BestAge=6  Time=1.095  Run Time=45.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 3  Generation=  0  Old Result=0.80511260 >New Result=0.00575966  MinIndex=2711  Best=0.00028340   BestAge=7  Time=1.095  Run Time=45.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 3  Generation=  0  Old Result=1.12646973 >New Result=0.00511296  MinIndex=5958  Best=0.00028340   BestAge=8  Time=1.095  Run Time=45.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 3  Generation=  0  Old Result=0.77398014 >New Result=0.00063431  MinIndex=10138  Best=0.00028340   BestAge=9  Time=1.095  Run Time=45.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 3  Generation=  0  Old Result=0.87779921 >New Result=0.00030972  MinIndex=30905  Best=0.00028340   BestAge=10  Time=1.095  Run Time=45.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 3  Generation=  0  Old Result=0.93050206 >New Result=0.00415949  MinIndex=10665  Best=0.00028340   BestAge=11  Time=1.095  Run Time=45.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 3  Generation=  0  Old Result=0.79909432 >New Result=0.01640416  MinIndex=11935  Best=0.00028340   BestAge=12  Time=1.095  Run Time=45.8
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 3  Generation=  1  Old Result=1.00154185 >New Result=0.00348313  MinIndex=14266  Best=0.00028340   BestAge=14  Time=4.578  Run Time=52.5
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 3  Generation=  1  Old Result=0.00028340  Bad Result=10.00000000  MinIndex=6569  Best=0.00028340   BestAge=14  Time=4.578  Run Time=52.5
FIRESTARTER_EVOLVE_SELECT: Seed=0  Test= 3  Generation=  1  Old Result=0.00030972  Bad Result=10.00000000  MinIndex=30905  Best=0.00028340   BestAge=14  Time=4.579  Run Time=52.5
