variations = 3;
samples = 15;
instructions = 32;
registers = 32;
opcodes = 2;

targetMin = 0.000000f;
targetMax = 6.283185f;

mode = FIRESTARTER_CODE;
units = 1;
process = 0;
population = 4352;
iterations = 256;
candidates = 16;
generations = 5;
precision = 0;
evolve = FIRESTARTER_EVOLVE_BEST;
attempts = 32;
seed = 4321;
scale = 0.100000f;
startScale = 4.000000f;
startResult = 10.000000f;

FIRESTARTER_CODE: Generation=0  Age=0  Best=0.10966852  Time=1.8809 Seconds  Run Time=4.3966 Seconds  TestError=0.00000001
FIRESTARTER_CODE: Generation=1  Age=0  Best=0.09664200  Time=0.9805 Seconds  Run Time=5.4297 Seconds  TestError=0.00000012
FIRESTARTER_CODE: Generation=2  Age=0  Best=0.07594448  Time=0.9776 Seconds  Run Time=6.4199 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=3  Age=0  Best=0.04746068  Time=0.9832 Seconds  Run Time=7.4258 Seconds  TestError=0.00000012
FIRESTARTER_CODE: Generation=4  Age=0  Best=0.04297498  Time=0.9957 Seconds  Run Time=8.4342 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=5  Age=0  Best=0.02760689  Time=1.0223 Seconds  Run Time=9.5629 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=6  Age=0  Best=0.01671985  Time=1.0359 Seconds  Run Time=10.6827 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=7  Age=0  Best=0.01092408  Time=1.0615 Seconds  Run Time=11.8135 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=8  Age=0  Best=0.00959659  Time=1.0423 Seconds  Run Time=12.9020 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=9  Age=0  Best=0.00921333  Time=1.0569 Seconds  Run Time=14.0208 Seconds  TestError=0.00000003
FIRESTARTER_CODE: Generation=10  Age=0  Best=0.00908035  Time=1.0774 Seconds  Run Time=15.1479 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=11  Age=0  Best=0.00870126  Time=1.0671 Seconds  Run Time=16.2488 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=12  Age=0  Best=0.00855833  Time=1.1014 Seconds  Run Time=17.3936 Seconds  TestError=0.00000006
FIRESTARTER_CODE: Generation=13  Age=0  Best=0.00825813  Time=1.1003 Seconds  Run Time=18.6093 Seconds  TestError=0.00000006
FIRESTARTER_CODE: Generation=14  Age=0  Best=0.00813812  Time=1.0814 Seconds  Run Time=19.7016 Seconds  TestError=0.00000006
FIRESTARTER_CODE: Generation=15  Age=1  Best=0.00813812  Time=1.1153 Seconds  Run Time=20.8367 Seconds  TestError=0.00000006
FIRESTARTER_CODE: Generation=16  Age=0  Best=0.00792843  Time=1.1141 Seconds  Run Time=22.0586 Seconds  TestError=0.00000006
FIRESTARTER_CODE: Generation=17  Age=0  Best=0.00789350  Time=1.1114 Seconds  Run Time=23.2756 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=18  Age=0  Best=0.00787222  Time=1.1204 Seconds  Run Time=24.4986 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=19  Age=0  Best=0.00772762  Time=1.1373 Seconds  Run Time=25.7256 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=20  Age=0  Best=0.00770676  Time=1.1382 Seconds  Run Time=26.9437 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=21  Age=0  Best=0.00767253  Time=1.1350 Seconds  Run Time=28.1575 Seconds  TestError=0.00000006
FIRESTARTER_CODE: Generation=22  Age=0  Best=0.00765097  Time=1.1313 Seconds  Run Time=29.3704 Seconds  TestError=0.00000006
FIRESTARTER_CODE: Generation=23  Age=0  Best=0.00760269  Time=1.2057 Seconds  Run Time=30.6621 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=24  Age=0  Best=0.00751954  Time=1.1908 Seconds  Run Time=31.9653 Seconds  TestError=0.00000006
FIRESTARTER_CODE: Generation=25  Age=0  Best=0.00751638  Time=1.1622 Seconds  Run Time=33.1561 Seconds  TestError=0.00000006
FIRESTARTER_CODE: Generation=26  Age=0  Best=0.00744164  Time=1.1848 Seconds  Run Time=34.3991 Seconds  TestError=0.00000012
FIRESTARTER_CODE: Generation=27  Age=0  Best=0.00741363  Time=1.1724 Seconds  Run Time=35.6027 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=28  Age=0  Best=0.00740945  Time=1.1911 Seconds  Run Time=36.8455 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=29  Age=0  Best=0.00740659  Time=1.1996 Seconds  Run Time=38.0739 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=30  Age=0  Best=0.00740623  Time=1.1911 Seconds  Run Time=39.2875 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=31  Age=1  Best=0.00740623  Time=1.2090 Seconds  Run Time=40.5148 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=32  Age=2  Best=0.00740623  Time=1.2277 Seconds  Run Time=41.7554 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=33  Age=3  Best=0.00740623  Time=1.3277 Seconds  Run Time=43.1806 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=34  Age=4  Best=0.00740623  Time=1.2791 Seconds  Run Time=44.4643 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=35  Age=5  Best=0.00740623  Time=1.2135 Seconds  Run Time=45.7320 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=36  Age=6  Best=0.00740623  Time=1.2696 Seconds  Run Time=47.0098 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=37  Age=7  Best=0.00740623  Time=1.2726 Seconds  Run Time=48.3464 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=38  Age=8  Best=0.00740623  Time=1.3241 Seconds  Run Time=49.7247 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=39  Age=9  Best=0.00740623  Time=1.2983 Seconds  Run Time=51.0373 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=40  Age=10  Best=0.00740623  Time=1.2817 Seconds  Run Time=52.3494 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=41  Age=11  Best=0.00740623  Time=1.3252 Seconds  Run Time=53.7210 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=42  Age=12  Best=0.00740623  Time=1.3683 Seconds  Run Time=55.1014 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=43  Age=13  Best=0.00740623  Time=1.3754 Seconds  Run Time=56.5504 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=44  Age=14  Best=0.00740623  Time=1.3551 Seconds  Run Time=57.9670 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=45  Age=15  Best=0.00740623  Time=1.3373 Seconds  Run Time=59.3949 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=46  Age=16  Best=0.00740623  Time=1.3802 Seconds  Run Time=60.8713 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=47  Age=17  Best=0.00740623  Time=1.4362 Seconds  Run Time=62.3682 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=48  Age=18  Best=0.00740623  Time=1.4243 Seconds  Run Time=63.8052 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=49  Age=19  Best=0.00740623  Time=1.4411 Seconds  Run Time=65.2608 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=50  Age=20  Best=0.00740623  Time=1.3702 Seconds  Run Time=66.7338 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=51  Age=21  Best=0.00740623  Time=1.4197 Seconds  Run Time=68.2245 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=52  Age=22  Best=0.00740623  Time=1.4027 Seconds  Run Time=69.6450 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=53  Age=23  Best=0.00740623  Time=1.4165 Seconds  Run Time=71.0992 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=54  Age=24  Best=0.00740623  Time=1.4738 Seconds  Run Time=72.6025 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=55  Age=25  Best=0.00740623  Time=1.4045 Seconds  Run Time=74.0888 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=56  Age=26  Best=0.00740623  Time=1.4118 Seconds  Run Time=75.5393 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=57  Age=27  Best=0.00740623  Time=1.4646 Seconds  Run Time=77.0347 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=58  Age=28  Best=0.00740623  Time=1.5234 Seconds  Run Time=78.6476 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=59  Age=29  Best=0.00740623  Time=1.5049 Seconds  Run Time=80.1812 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=60  Age=30  Best=0.00740623  Time=1.4710 Seconds  Run Time=81.6953 Seconds  TestError=0.00000000
FIRESTARTER_CODE: Generation=61  Age=31  Best=0.00740623  Time=1.4585 Seconds  Run Time=83.2348 Seconds  TestError=0.00000000
FIRESTARTER_OPTIMIZE: Generation=0  Age=0  Best=0.00069022  Time=4.9817 Seconds  Run Time=88.3677 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Generation=1  Age=0  Best=0.00047135  Time=2.2899 Seconds  Run Time=90.7276 Seconds  TestError=0.00000006
FIRESTARTER_OPTIMIZE: Generation=2  Age=0  Best=0.00018935  Time=2.3269 Seconds  Run Time=93.0904 Seconds  TestError=0.00000012
FIRESTARTER_OPTIMIZE: Generation=3  Age=0  Best=0.00015955  Time=2.4175 Seconds  Run Time=95.6188 Seconds  TestError=0.00000012
FIRESTARTER_OPTIMIZE: Generation=4  Age=0  Best=0.00012834  Time=2.5436 Seconds  Run Time=98.1861 Seconds  TestError=0.00000015
FIRESTARTER_OPTIMIZE: Generation=5  Age=0  Best=0.00012791  Time=2.3828 Seconds  Run Time=100.5848 Seconds  TestError=0.00000006
FIRESTARTER_OPTIMIZE: Generation=6  Age=0  Best=0.00012356  Time=2.5097 Seconds  Run Time=103.1633 Seconds  TestError=0.00000006
FIRESTARTER_OPTIMIZE: Generation=7  Age=0  Best=0.00011182  Time=2.4707 Seconds  Run Time=105.6788 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Generation=8  Age=1  Best=0.00011182  Time=2.5396 Seconds  Run Time=108.2863 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Generation=9  Age=2  Best=0.00011182  Time=2.4664 Seconds  Run Time=110.7641 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Generation=10  Age=3  Best=0.00011182  Time=2.5241 Seconds  Run Time=113.3714 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Generation=11  Age=0  Best=0.00010180  Time=2.5355 Seconds  Run Time=115.9503 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Generation=12  Age=1  Best=0.00010180  Time=2.6853 Seconds  Run Time=118.6478 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Generation=13  Age=2  Best=0.00010180  Time=2.5666 Seconds  Run Time=121.3068 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Generation=14  Age=3  Best=0.00010180  Time=2.7844 Seconds  Run Time=124.1875 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Generation=15  Age=4  Best=0.00010180  Time=2.6051 Seconds  Run Time=126.9002 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Generation=16  Age=5  Best=0.00010180  Time=2.6614 Seconds  Run Time=129.6225 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Generation=17  Age=6  Best=0.00010180  Time=2.6861 Seconds  Run Time=132.3154 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Generation=18  Age=7  Best=0.00010180  Time=2.9111 Seconds  Run Time=135.3153 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Generation=19  Age=8  Best=0.00010180  Time=2.5610 Seconds  Run Time=137.9649 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Generation=20  Age=9  Best=0.00010180  Time=2.7494 Seconds  Run Time=140.8099 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Generation=21  Age=10  Best=0.00010180  Time=2.7942 Seconds  Run Time=143.6288 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Generation=22  Age=11  Best=0.00010180  Time=2.7326 Seconds  Run Time=146.4504 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Generation=23  Age=12  Best=0.00010180  Time=2.7931 Seconds  Run Time=149.2827 Seconds  TestError=0.00000024
FIRESTARTER_OPTIMIZE: Generation=24  Age=13  Best=0.00010180  Time=2.7707 Seconds  Run Time=152.1443 Seconds  TestError=0.00000024
