CUDA devices = 1
Device 0: NVIDIA GeForce RTX 4090

variations = 3
samples = 15
instructions = 32
registers = 29
opcodes = 2
patternOpcodes = 4

targetMin = 0.000000f
targetMax = 6.283185f

mode = FIRESTARTER_REVOLVE
evolveSeed = 0
optimizeSeed = 0
seeds = 64
tests = 16
units = 2
processes = 2
population = 278528
iterations = 64
generations = 100
precision = 0
candidates = 16
attempts = 32

scale = 0.100000f
startScale = 2.000000f
startResult = 10.000000f

FIRESTARTER_REVOLVE: Seed=0  Test=8  Index=0  Id=0  CopyId=0  Generation=0  Age=0  Evolution=0 *Result=0.14241731  Best=0.14241731  BestSeed=0  BestGen=0  Time=76.5248 Seconds  Run Time=5465.7986 Seconds  TestError=0.00000000
FIRESTARTER_REVOLVE: Seed=0  Test=8  Index=1  Id=1  CopyId=1  Generation=0  Age=0  Evolution=0 *Result=0.00519830  Best=0.00519830  BestSeed=0  BestGen=0  Time=0.0080 Seconds  Run Time=5465.8146 Seconds  TestError=0.00000018
FIRESTARTER_REVOLVE: Seed=0  Test=8  Index=2  Id=2  CopyId=2  Generation=0  Age=0  Evolution=0 *Result=0.00220203  Best=0.00220203  BestSeed=0  BestGen=0  Time=0.0084 Seconds  Run Time=5465.8314 Seconds  TestError=0.00000185
FIRESTARTER_REVOLVE: Seed=0  Test=8  Index=3  Id=3  CopyId=3  Generation=0  Age=0  Evolution=0  Result=0.01616027  Best=0.00220203  BestSeed=0  BestGen=0  Time=0.0013 Seconds  Run Time=5465.8340 Seconds  TestError=0.00000185
FIRESTARTER_REVOLVE: Seed=0  Test=8  Index=4  Id=4  CopyId=4  Generation=0  Age=0  Evolution=0 *Result=0.00219232  Best=0.00219232  BestSeed=0  BestGen=0  Time=0.0067 Seconds  Run Time=5465.8473 Seconds  TestError=0.00000018
FIRESTARTER_REVOLVE: Seed=0  Test=8  Index=5  Id=5  CopyId=5  Generation=0  Age=0  Evolution=0  Result=0.00515604  Best=0.00219232  BestSeed=0  BestGen=0  Time=0.0013 Seconds  Run Time=5465.8499 Seconds  TestError=0.00000018
FIRESTARTER_REVOLVE: Seed=0  Test=8  Index=6  Id=6  CopyId=6  Generation=0  Age=0  Evolution=0  Result=0.01281646  Best=0.00219232  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=5465.8501 Seconds  TestError=0.00000018
FIRESTARTER_REVOLVE: Seed=0  Test=8  Index=7  Id=7  CopyId=7  Generation=0  Age=0  Evolution=0  Result=0.99087948  Best=0.00219232  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=5465.8504 Seconds  TestError=0.00000018
FIRESTARTER_REVOLVE: Seed=0  Test=8  Index=8  Id=8  CopyId=8  Generation=0  Age=0  Evolution=0  Result=0.63171685  Best=0.00219232  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=5465.8506 Seconds  TestError=0.00000018
FIRESTARTER_REVOLVE: Seed=0  Test=8  Index=9  Id=9  CopyId=9  Generation=0  Age=0  Evolution=0  Result=0.00340855  Best=0.00219232  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=5465.8509 Seconds  TestError=0.00000018
FIRESTARTER_REVOLVE: Seed=0  Test=8  Index=10  Id=10  CopyId=10  Generation=0  Age=0  Evolution=0  Result=0.50557238  Best=0.00219232  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=5465.8511 Seconds  TestError=0.00000018
FIRESTARTER_REVOLVE: Seed=0  Test=8  Index=11  Id=11  CopyId=11  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00219232  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=5465.8513 Seconds  TestError=0.00000018
FIRESTARTER_REVOLVE: Seed=0  Test=8  Index=12  Id=12  CopyId=12  Generation=0  Age=0  Evolution=0  Result=0.01411355  Best=0.00219232  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=5465.8515 Seconds  TestError=0.00000018
FIRESTARTER_REVOLVE: Seed=0  Test=8  Index=13  Id=13  CopyId=13  Generation=0  Age=0  Evolution=0 *Result=0.00171530  Best=0.00171530  BestSeed=0  BestGen=0  Time=0.0059 Seconds  Run Time=5465.8634 Seconds  TestError=0.00000082
FIRESTARTER_REVOLVE: Seed=0  Test=8  Index=14  Id=14  CopyId=14  Generation=0  Age=0  Evolution=0  Result=1.23773217  Best=0.00171530  BestSeed=0  BestGen=0  Time=0.0013 Seconds  Run Time=5465.8659 Seconds  TestError=0.00000082
FIRESTARTER_REVOLVE: Seed=0  Test=8  Index=15  Id=15  CopyId=15  Generation=0  Age=0  Evolution=0 *Result=0.00087786  Best=0.00087786  BestSeed=0  BestGen=0  Time=0.0088 Seconds  Run Time=5465.8836 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=0  Test=8  Index=16  Id=16  CopyId=16  Generation=0  Age=0  Evolution=0  Result=0.00374138  Best=0.00087786  BestSeed=0  BestGen=0  Time=0.0008 Seconds  Run Time=5465.8851 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=0  Test=8  Index=17  Id=17  CopyId=17  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00087786  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=5465.8854 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=0  Test=8  Index=18  Id=18  CopyId=18  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00087786  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=5465.8858 Seconds  TestError=0.00000012
