CUDA devices = 1
Device 0: NVIDIA GeForce RTX 4090

variations = 3
samples = 15
instructions = 32
registers = 29
opcodes = 2
patternOpcodes = 4

targetMin = 0.000000f
targetMax = 6.283185f

mode = FIRESTARTER_REVOLVE
evolveSeed = 0
optimizeSeed = 0
seeds = 64
tests = 16
units = 2
processes = 2
population = 278528
iterations = 64
generations = 100
precision = 0
candidates = 16
attempts = 32

scale = 0.100000f
startScale = 2.000000f
startResult = 10.000000f

FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=0  Generation=0  Age=0  Evolution=0 *Result=0.00132939  Best=0.00132939  BestSeed=0  BestGen=0  Time=74.2494 Seconds  Run Time=2562.5910 Seconds  TestError=0.00000046
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=1  Generation=0  Age=0  Evolution=0 *Result=0.00040245  Best=0.00040245  BestSeed=0  BestGen=0  Time=0.0101 Seconds  Run Time=2562.6112 Seconds  TestError=0.00000018
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=2  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00040245  BestSeed=0  BestGen=0  Time=0.0016 Seconds  Run Time=2562.6145 Seconds  TestError=0.00000018
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=3  Generation=0  Age=0  Evolution=0 *Result=0.00031948  Best=0.00031948  BestSeed=0  BestGen=0  Time=0.0070 Seconds  Run Time=2562.6285 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=4  Generation=0  Age=0  Evolution=0  Result=1.25432634  Best=0.00031948  BestSeed=0  BestGen=0  Time=0.0008 Seconds  Run Time=2562.6301 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=5  Generation=0  Age=0  Evolution=0  Result=0.65194750  Best=0.00031948  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=2562.6305 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=6  Generation=0  Age=0  Evolution=0  Result=0.20455532  Best=0.00031948  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=2562.6310 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=7  Generation=0  Age=0  Evolution=0 *Result=0.00023949  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0038 Seconds  Run Time=2562.6385 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=8  Generation=0  Age=0  Evolution=0  Result=0.70431542  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0005 Seconds  Run Time=2562.6396 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=9  Generation=0  Age=0  Evolution=0  Result=0.10134196  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=2562.6399 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=10  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6401 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=11  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=2562.6405 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=12  Generation=0  Age=0  Evolution=0  Result=0.42859960  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6407 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=13  Generation=0  Age=0  Evolution=0  Result=0.04768938  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6410 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=14  Generation=0  Age=0  Evolution=0  Result=0.00398627  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6412 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=15  Generation=0  Age=0  Evolution=0  Result=0.19582099  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6415 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=16  Generation=0  Age=0  Evolution=0  Result=0.10573250  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6417 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=17  Generation=0  Age=0  Evolution=0  Result=0.57224059  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6420 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=18  Generation=0  Age=0  Evolution=0  Result=0.00833583  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6423 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=19  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6425 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=20  Generation=0  Age=0  Evolution=0  Result=0.00054765  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6427 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=21  Generation=0  Age=0  Evolution=0  Result=0.05245233  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6430 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=22  Generation=0  Age=0  Evolution=0  Result=0.00689912  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6432 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=23  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6435 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=24  Generation=0  Age=0  Evolution=0  Result=1.23655248  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6437 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=25  Generation=0  Age=0  Evolution=0  Result=0.00662138  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6440 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=26  Generation=0  Age=0  Evolution=0  Result=1.26796603  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6442 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=27  Generation=0  Age=0  Evolution=0  Result=0.05483554  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6445 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=28  Generation=0  Age=0  Evolution=0  Result=1.26800787  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6448 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=29  Generation=0  Age=0  Evolution=0  Result=0.21239054  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6451 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=30  Generation=0  Age=0  Evolution=0  Result=0.00117564  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6453 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=31  Generation=0  Age=0  Evolution=0  Result=0.00028265  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6456 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=32  Generation=0  Age=0  Evolution=0  Result=0.00056422  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6458 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=33  Generation=0  Age=0  Evolution=0  Result=0.02638805  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=2562.6461 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=34  Generation=0  Age=0  Evolution=0  Result=0.00070095  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6464 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=35  Generation=0  Age=0  Evolution=0  Result=0.96549451  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6466 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=36  Generation=0  Age=0  Evolution=0  Result=1.22786999  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6469 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=37  Generation=0  Age=0  Evolution=0 *Result=0.00015751  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0051 Seconds  Run Time=2562.6570 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=38  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0008 Seconds  Run Time=2562.6586 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=39  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6589 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=40  Generation=0  Age=0  Evolution=0  Result=0.00083232  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6591 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=41  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6594 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=42  Generation=0  Age=0  Evolution=0  Result=0.00519952  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6596 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=43  Generation=0  Age=0  Evolution=0  Result=0.00841340  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6599 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=44  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6602 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=45  Generation=0  Age=0  Evolution=0  Result=0.09835716  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=2562.6605 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=46  Generation=0  Age=0  Evolution=0  Result=0.00609273  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6607 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=47  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6610 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=48  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6612 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=49  Generation=0  Age=0  Evolution=0  Result=0.00128144  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6615 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=50  Generation=0  Age=0  Evolution=0  Result=0.40241480  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=2562.6619 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=51  Generation=0  Age=0  Evolution=0  Result=1.23507619  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6621 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=52  Generation=0  Age=0  Evolution=0  Result=0.08858181  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=2562.6625 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=53  Generation=0  Age=0  Evolution=0  Result=0.00061360  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6627 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=54  Generation=0  Age=0  Evolution=0  Result=1.24038529  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=2562.6632 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=55  Generation=0  Age=0  Evolution=0  Result=0.00376141  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=2562.6635 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=56  Generation=0  Age=0  Evolution=0  Result=0.22642668  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6638 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=57  Generation=0  Age=0  Evolution=0  Result=0.00091803  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=2562.6642 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=58  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=2562.6645 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=59  Generation=0  Age=0  Evolution=0  Result=1.26827240  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=2562.6649 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=60  Generation=0  Age=0  Evolution=0  Result=0.00041448  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=2562.6652 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=61  Generation=0  Age=0  Evolution=0  Result=1.26827240  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=2562.6655 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=62  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=2562.6659 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=63  Generation=0  Age=0  Evolution=0  Result=1.48324537  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=2562.6662 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=0  Generation=1  Age=0  Evolution=1 *Result=0.00014499  Best=0.00014499  BestSeed=0  BestGen=1  Time=14.3130 Seconds  Run Time=2591.2923 Seconds  TestError=0.00000027
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=1  Generation=1  Age=0  Evolution=1  Result=0.00023949  Best=0.00014499  BestSeed=0  BestGen=1  Time=0.0008 Seconds  Run Time=2591.2939 Seconds  TestError=0.00000027
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=2  Generation=1  Age=0  Evolution=1  Result=0.00028265  Best=0.00014499  BestSeed=0  BestGen=1  Time=0.0002 Seconds  Run Time=2591.2942 Seconds  TestError=0.00000027
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=3  Generation=1  Age=0  Evolution=1 *Result=0.00003770  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0051 Seconds  Run Time=2591.3045 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=4  Generation=1  Age=0  Evolution=1  Result=0.00031078  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0008 Seconds  Run Time=2591.3062 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=5  Generation=1  Age=0  Evolution=1  Result=0.00041448  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0002 Seconds  Run Time=2591.3065 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=6  Generation=1  Age=0  Evolution=1  Result=0.00050896  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=2591.3068 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=7  Generation=1  Age=0  Evolution=1  Result=0.00056422  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0002 Seconds  Run Time=2591.3071 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=8  Generation=1  Age=0  Evolution=1  Result=0.00061360  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0002 Seconds  Run Time=2591.3074 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=9  Generation=1  Age=0  Evolution=1  Result=0.00070095  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=2591.3077 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=10  Generation=1  Age=0  Evolution=1  Result=0.00045658  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0002 Seconds  Run Time=2591.3080 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=11  Generation=1  Age=0  Evolution=1  Result=0.00091803  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=2591.3083 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=12  Generation=1  Age=0  Evolution=1  Result=0.00117564  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0002 Seconds  Run Time=2591.3086 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=13  Generation=1  Age=0  Evolution=1  Result=0.00119293  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0002 Seconds  Run Time=2591.3090 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=14  Generation=1  Age=0  Evolution=1  Result=0.00132939  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0002 Seconds  Run Time=2591.3094 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=15  Generation=1  Age=0  Evolution=1  Result=0.00376141  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=2591.3096 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=16  Generation=1  Age=0  Evolution=1  Result=0.00398627  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0002 Seconds  Run Time=2591.3100 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=17  Generation=1  Age=0  Evolution=1  Result=0.00519952  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=2591.3102 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=18  Generation=1  Age=0  Evolution=1  Result=0.00609273  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=2591.3105 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=19  Generation=1  Age=0  Evolution=1  Result=0.00662138  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0002 Seconds  Run Time=2591.3109 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=20  Generation=1  Age=0  Evolution=1  Result=0.00689912  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0002 Seconds  Run Time=2591.3112 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=21  Generation=1  Age=0  Evolution=1  Result=0.00833583  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0002 Seconds  Run Time=2591.3115 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=22  Generation=1  Age=0  Evolution=1  Result=0.00841340  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=2591.3118 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=23  Generation=1  Age=0  Evolution=1  Result=0.02638805  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0002 Seconds  Run Time=2591.3121 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=24  Generation=1  Age=0  Evolution=1  Result=0.04768938  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=2591.3124 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=25  Generation=1  Age=0  Evolution=1  Result=0.05245233  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=2591.3126 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=26  Generation=1  Age=0  Evolution=1  Result=0.05483554  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=2591.3129 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=27  Generation=1  Age=0  Evolution=1  Result=0.08858181  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0002 Seconds  Run Time=2591.3132 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=28  Generation=1  Age=0  Evolution=1  Result=0.09835716  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=2591.3135 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=29  Generation=1  Age=0  Evolution=1  Result=0.10134196  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=2591.3137 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=30  Generation=1  Age=0  Evolution=1  Result=0.10573250  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=2591.3140 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=31  Generation=1  Age=0  Evolution=1  Result=0.19582099  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0002 Seconds  Run Time=2591.3143 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=32  Generation=1  Age=0  Evolution=1  Result=0.20455532  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=2591.3146 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=33  Generation=1  Age=0  Evolution=1  Result=0.21239054  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=2591.3149 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=34  Generation=1  Age=0  Evolution=1  Result=0.22642668  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=2591.3151 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=35  Generation=1  Age=0  Evolution=1  Result=0.40241480  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=2591.3154 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=36  Generation=1  Age=0  Evolution=1  Result=0.42859960  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0002 Seconds  Run Time=2591.3157 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=37  Generation=1  Age=0  Evolution=1  Result=0.57224059  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=2591.3160 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=38  Generation=1  Age=0  Evolution=1  Result=0.65194750  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=2591.3162 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=39  Generation=1  Age=0  Evolution=1  Result=0.70431542  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=2591.3165 Seconds  TestError=0.00000021
