CUDA devices = 1
Device 0: NVIDIA GeForce RTX 4090

variations = 3
samples = 15
instructions = 32
registers = 29
opcodes = 2
patternOpcodes = 4

targetMin = 0.000000f
targetMax = 6.283185f

mode = FIRESTARTER_REVOLVE
evolveSeed = 0
optimizeSeed = 0
seeds = 64
tests = 16
units = 2
processes = 2
population = 278528
iterations = 64
generations = 100
precision = 0
candidates = 16
attempts = 32

scale = 0.100000f
startScale = 2.000000f
startResult = 10.000000f

FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=0  Generation=0  Age=0  Evolution=0 *Result=0.00132939  Best=0.00132939  BestSeed=0  BestGen=0  Time=79.8057 Seconds  Run Time=1647.8698 Seconds  TestError=0.00000046
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=1  Generation=0  Age=0  Evolution=0 *Result=0.00040245  Best=0.00040245  BestSeed=0  BestGen=0  Time=0.0079 Seconds  Run Time=1647.8857 Seconds  TestError=0.00000018
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=2  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00040245  BestSeed=0  BestGen=0  Time=0.0019 Seconds  Run Time=1647.8894 Seconds  TestError=0.00000018
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=3  Generation=0  Age=0  Evolution=0 *Result=0.00031948  Best=0.00031948  BestSeed=0  BestGen=0  Time=0.0104 Seconds  Run Time=1647.9102 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=4  Generation=0  Age=0  Evolution=0  Result=1.25432634  Best=0.00031948  BestSeed=0  BestGen=0  Time=0.0016 Seconds  Run Time=1647.9135 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=5  Generation=0  Age=0  Evolution=0  Result=0.65194750  Best=0.00031948  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9137 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=6  Generation=0  Age=0  Evolution=0  Result=0.20455532  Best=0.00031948  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9139 Seconds  TestError=0.00000012
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=7  Generation=0  Age=0  Evolution=0 *Result=0.00023949  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0079 Seconds  Run Time=1647.9298 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=8  Generation=0  Age=0  Evolution=0  Result=0.70431542  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0017 Seconds  Run Time=1647.9331 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=9  Generation=0  Age=0  Evolution=0  Result=0.10134196  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9333 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=10  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9336 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=11  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=1647.9339 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=12  Generation=0  Age=0  Evolution=0  Result=0.42859960  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=1647.9343 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=13  Generation=0  Age=0  Evolution=0  Result=0.04768938  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9345 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=14  Generation=0  Age=0  Evolution=0  Result=0.00398627  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9348 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=15  Generation=0  Age=0  Evolution=0  Result=0.19582099  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9350 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=16  Generation=0  Age=0  Evolution=0  Result=0.10573250  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9351 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=17  Generation=0  Age=0  Evolution=0  Result=0.57224059  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9353 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=18  Generation=0  Age=0  Evolution=0  Result=0.00833583  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9355 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=19  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9357 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=20  Generation=0  Age=0  Evolution=0  Result=0.00054765  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=1647.9360 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=21  Generation=0  Age=0  Evolution=0  Result=0.05245233  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9363 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=22  Generation=0  Age=0  Evolution=0  Result=0.00689912  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9364 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=23  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9367 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=24  Generation=0  Age=0  Evolution=0  Result=1.23655248  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9369 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=25  Generation=0  Age=0  Evolution=0  Result=0.00662138  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9371 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=26  Generation=0  Age=0  Evolution=0  Result=1.26796603  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9373 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=27  Generation=0  Age=0  Evolution=0  Result=0.05483554  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9375 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=28  Generation=0  Age=0  Evolution=0  Result=1.26800787  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9377 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=29  Generation=0  Age=0  Evolution=0  Result=0.21239054  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9379 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=30  Generation=0  Age=0  Evolution=0  Result=0.00117564  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=1647.9382 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=31  Generation=0  Age=0  Evolution=0  Result=0.00028265  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9385 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=32  Generation=0  Age=0  Evolution=0  Result=0.00056422  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9388 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=33  Generation=0  Age=0  Evolution=0  Result=0.02638805  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9390 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=34  Generation=0  Age=0  Evolution=0  Result=0.00070095  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=1647.9393 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=35  Generation=0  Age=0  Evolution=0  Result=0.96549451  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9396 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=36  Generation=0  Age=0  Evolution=0  Result=1.22786999  Best=0.00023949  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9399 Seconds  TestError=0.00000006
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=37  Generation=0  Age=0  Evolution=0 *Result=0.00015751  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0076 Seconds  Run Time=1647.9552 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=38  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0017 Seconds  Run Time=1647.9585 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=39  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9587 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=40  Generation=0  Age=0  Evolution=0  Result=0.00083232  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9589 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=41  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9591 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=42  Generation=0  Age=0  Evolution=0  Result=0.00519952  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9594 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=43  Generation=0  Age=0  Evolution=0  Result=0.00841340  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9596 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=44  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9598 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=45  Generation=0  Age=0  Evolution=0  Result=0.09835716  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9600 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=46  Generation=0  Age=0  Evolution=0  Result=0.00609273  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9602 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=47  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9605 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=48  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9607 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=49  Generation=0  Age=0  Evolution=0  Result=0.00128144  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9609 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=50  Generation=0  Age=0  Evolution=0  Result=0.40241480  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9611 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=51  Generation=0  Age=0  Evolution=0  Result=1.23507619  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9613 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=52  Generation=0  Age=0  Evolution=0  Result=0.08858181  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9615 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=53  Generation=0  Age=0  Evolution=0  Result=0.00061360  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9617 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=54  Generation=0  Age=0  Evolution=0  Result=1.24038529  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9618 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=55  Generation=0  Age=0  Evolution=0  Result=0.00376141  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9620 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=56  Generation=0  Age=0  Evolution=0  Result=0.22642668  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9622 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=57  Generation=0  Age=0  Evolution=0  Result=0.00091803  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9624 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=58  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9626 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=59  Generation=0  Age=0  Evolution=0  Result=1.26827240  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9628 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=60  Generation=0  Age=0  Evolution=0  Result=0.00041448  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9630 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=61  Generation=0  Age=0  Evolution=0  Result=1.26827240  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9632 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=62  Generation=0  Age=0  Evolution=0  Result=0.85227418  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0001 Seconds  Run Time=1647.9634 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=63  Generation=0  Age=0  Evolution=0  Result=1.48324537  Best=0.00015751  BestSeed=0  BestGen=0  Time=0.0002 Seconds  Run Time=1647.9637 Seconds  TestError=0.00000039
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=0  Generation=1  Age=0  Evolution=1 *Result=0.00014499  Best=0.00014499  BestSeed=0  BestGen=1  Time=15.3102 Seconds  Run Time=1678.5841 Seconds  TestError=0.00000027
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=1  Generation=1  Age=0  Evolution=1  Result=0.00023949  Best=0.00014499  BestSeed=0  BestGen=1  Time=0.0017 Seconds  Run Time=1678.5876 Seconds  TestError=0.00000027
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=2  Generation=1  Age=0  Evolution=1  Result=0.00028265  Best=0.00014499  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.5879 Seconds  TestError=0.00000027
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=3  Generation=1  Age=0  Evolution=1 *Result=0.00003770  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0065 Seconds  Run Time=1678.6009 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=4  Generation=1  Age=0  Evolution=1  Result=0.00031078  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0017 Seconds  Run Time=1678.6043 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=5  Generation=1  Age=0  Evolution=1  Result=0.00041448  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0002 Seconds  Run Time=1678.6047 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=6  Generation=1  Age=0  Evolution=1  Result=0.00050896  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6049 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=7  Generation=1  Age=0  Evolution=1  Result=0.00056422  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6051 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=8  Generation=1  Age=0  Evolution=1  Result=0.00061360  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6053 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=9  Generation=1  Age=0  Evolution=1  Result=0.00070095  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6055 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=10  Generation=1  Age=0  Evolution=1  Result=0.00045658  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6058 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=11  Generation=1  Age=0  Evolution=1  Result=0.00091803  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6060 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=12  Generation=1  Age=0  Evolution=1  Result=0.00117564  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6062 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=13  Generation=1  Age=0  Evolution=1  Result=0.00119293  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6065 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=14  Generation=1  Age=0  Evolution=1  Result=0.00132939  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6067 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=15  Generation=1  Age=0  Evolution=1  Result=0.00376141  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6069 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=16  Generation=1  Age=0  Evolution=1  Result=0.00398627  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6071 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=17  Generation=1  Age=0  Evolution=1  Result=0.00519952  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6074 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=18  Generation=1  Age=0  Evolution=1  Result=0.00609273  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6075 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=19  Generation=1  Age=0  Evolution=1  Result=0.00662138  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6077 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=20  Generation=1  Age=0  Evolution=1  Result=0.00689912  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6080 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=21  Generation=1  Age=0  Evolution=1  Result=0.00833583  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6082 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=22  Generation=1  Age=0  Evolution=1  Result=0.00841340  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0002 Seconds  Run Time=1678.6085 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=23  Generation=1  Age=0  Evolution=1  Result=0.02638805  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6087 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=24  Generation=1  Age=0  Evolution=1  Result=0.04768938  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6090 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=25  Generation=1  Age=0  Evolution=1  Result=0.05245233  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6092 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=26  Generation=1  Age=0  Evolution=1  Result=0.05483554  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6094 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=27  Generation=1  Age=0  Evolution=1  Result=0.08858181  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6096 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=28  Generation=1  Age=0  Evolution=1  Result=0.09835716  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6098 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=29  Generation=1  Age=0  Evolution=1  Result=0.10134196  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6100 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=30  Generation=1  Age=0  Evolution=1  Result=0.10573250  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6102 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=31  Generation=1  Age=0  Evolution=1  Result=0.19582099  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6104 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=32  Generation=1  Age=0  Evolution=1  Result=0.20455532  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6106 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=33  Generation=1  Age=0  Evolution=1  Result=0.21239054  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6108 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=34  Generation=1  Age=0  Evolution=1  Result=0.22642668  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6111 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=35  Generation=1  Age=0  Evolution=1  Result=0.40241480  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6113 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=36  Generation=1  Age=0  Evolution=1  Result=0.42859960  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6115 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=37  Generation=1  Age=0  Evolution=1  Result=0.57224059  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6117 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=38  Generation=1  Age=0  Evolution=1  Result=0.65194750  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6118 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=39  Generation=1  Age=0  Evolution=1  Result=0.70431542  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6120 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=40  Generation=1  Age=0  Evolution=1  Result=0.85227418  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6122 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=41  Generation=1  Age=0  Evolution=1  Result=0.85227418  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6125 Seconds  TestError=0.00000021
FIRESTARTER_REVOLVE: Seed=0  Test=3  Index=42  Generation=1  Age=0  Evolution=1  Result=0.85227418  Best=0.00003770  BestSeed=0  BestGen=1  Time=0.0001 Seconds  Run Time=1678.6126 Seconds  TestError=0.00000021
