variations = 3;
samples = 15;
instructions = 32;
registers = 32;
opcodes = 2;

targetMin = 0.000000f;
targetMax = 6.283185f;

mode = FIRESTARTER_CODE;
units = 1;
process = 0;
population = 4352;
iterations = 256;
candidates = 16;
generations = 5;
precision = 0;
evolve = FIRESTARTER_EVOLVE_BEST;
attempts = 32;
seed = 1;
scale = 0.100000f;
startScale = 4.000000f;
startResult = 10.000000f;

FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:   0  Best=0.10165101  Result=0.10165101  Best=0.10165101  Seed=27922CA2  ResultHash=DA63  ProgramHash=7889
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  11  Best=0.01485980  Result=0.01485980  Best=0.01485980  Seed=27922CD9  ResultHash=51BE  ProgramHash=A49A
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  12  Best=0.01463449  Result=0.01463449  Best=0.01463449  Seed=27922CDE  ResultHash=34A8  ProgramHash=A49A
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  13  Best=0.01457226  Result=0.01457226  Best=0.01457226  Seed=27922CE3  ResultHash=4D24  ProgramHash=A49A
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  14  Best=0.01447439  Result=0.01447439  Best=0.01447439  Seed=27922CE8  ResultHash=16C7  ProgramHash=A49A
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  15  Best=0.01442707  Result=0.01442707  Best=0.01442707  Seed=27922CED  ResultHash=5275  ProgramHash=A49A
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  16  Best=0.01439440  Result=0.01439440  Best=0.01439440  Seed=27922CF2  ResultHash=A981  ProgramHash=A49A
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  17  Best=0.01439285  Result=0.01439285  Best=0.01439285  Seed=27922CF7  ResultHash=0A95  ProgramHash=A49A
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  18  Best=0.01439226  Result=0.01439226  Best=0.01439226  Seed=27922CFC  ResultHash=5C13  ProgramHash=A49A
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  19  Best=0.01439226  Result=0.01439226  Best=0.01439226  Seed=27922D01  ResultHash=9CA4  ProgramHash=A49A
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  20  Best=0.01439226  Result=0.01439226  Best=0.01439226  Seed=27922D06  ResultHash=4A7E  ProgramHash=A49A
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  21  Best=0.01439226  Result=0.10476387  Best=0.01439226  Seed=27922D0B  ResultHash=782B  ProgramHash=FE35
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  22  Best=0.01439226  Result=0.07639587  Best=0.01439226  Seed=27922D10  ResultHash=E5B5  ProgramHash=8D86
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  23  Best=0.01439226  Result=0.07001835  Best=0.01439226  Seed=27922D15  ResultHash=3491  ProgramHash=8D86
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  24  Best=0.01439226  Result=0.05221793  Best=0.01439226  Seed=27922D1A  ResultHash=15CD  ProgramHash=0808
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  25  Best=0.01439226  Result=0.04661940  Best=0.01439226  Seed=27922D1F  ResultHash=E9AB  ProgramHash=0808
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  26  Best=0.01439226  Result=0.04491329  Best=0.01439226  Seed=27922D24  ResultHash=0351  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  27  Best=0.01439226  Result=0.03150275  Best=0.01439226  Seed=27922D29  ResultHash=7238  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  28  Best=0.01439226  Result=0.03077459  Best=0.01439226  Seed=27922D2E  ResultHash=1956  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  29  Best=0.01439226  Result=0.02511024  Best=0.01439226  Seed=27922D33  ResultHash=E749  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  30  Best=0.01439226  Result=0.02480114  Best=0.01439226  Seed=27922D38  ResultHash=97CA  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  31  Best=0.01439226  Result=0.02342033  Best=0.01439226  Seed=27922D3D  ResultHash=4BCC  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  32  Best=0.01439226  Result=0.02373224  Best=0.01439226  Seed=27922D42  ResultHash=8C57  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  33  Best=0.01439226  Result=0.02323496  Best=0.01439226  Seed=27922D47  ResultHash=210E  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  34  Best=0.01439226  Result=0.02310508  Best=0.01439226  Seed=27922D4C  ResultHash=879C  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  35  Best=0.01439226  Result=0.02251437  Best=0.01439226  Seed=27922D51  ResultHash=D38C  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  36  Best=0.01439214  Result=0.01439214  Best=0.01439214  Seed=27922D56  ResultHash=27C1  ProgramHash=A49A
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  37  Best=0.01439214  Result=0.02256042  Best=0.01439214  Seed=27922D5B  ResultHash=8C72  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  38  Best=0.01439214  Result=0.02256204  Best=0.01439214  Seed=27922D60  ResultHash=F0CC  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  39  Best=0.01439214  Result=0.02236528  Best=0.01439214  Seed=27922D65  ResultHash=E6DA  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  40  Best=0.01439214  Result=0.02140155  Best=0.01439214  Seed=27922D6A  ResultHash=0237  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  41  Best=0.01439214  Result=0.01439214  Best=0.01439214  Seed=27922D6F  ResultHash=27C1  ProgramHash=A49A
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  42  Best=0.01439214  Result=0.02138167  Best=0.01439214  Seed=27922D74  ResultHash=9CC7  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  43  Best=0.01439214  Result=0.02163553  Best=0.01439214  Seed=27922D79  ResultHash=8C56  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  44  Best=0.01439214  Result=0.02151689  Best=0.01439214  Seed=27922D7E  ResultHash=7E69  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  45  Best=0.01439214  Result=0.02113128  Best=0.01439214  Seed=27922D83  ResultHash=C638  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  46  Best=0.01439214  Result=0.01439214  Best=0.01439214  Seed=27922D88  ResultHash=27C1  ProgramHash=A49A
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  47  Best=0.01439214  Result=0.02052402  Best=0.01439214  Seed=27922D8D  ResultHash=DF71  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  48  Best=0.01439214  Result=0.01439214  Best=0.01439214  Seed=27922D92  ResultHash=27C1  ProgramHash=A49A
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  49  Best=0.01439214  Result=0.02048546  Best=0.01439214  Seed=27922D97  ResultHash=E6EF  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  50  Best=0.01439214  Result=0.02012217  Best=0.01439214  Seed=27922D9C  ResultHash=DC32  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  51  Best=0.01439214  Result=0.01439214  Best=0.01439214  Seed=27922DA1  ResultHash=27C1  ProgramHash=A49A
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  52  Best=0.01439214  Result=0.01981050  Best=0.01439214  Seed=27922DA6  ResultHash=2F34  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  53  Best=0.01439214  Result=0.02056298  Best=0.01439214  Seed=27922DAB  ResultHash=DF61  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  54  Best=0.01439214  Result=0.01962751  Best=0.01439214  Seed=27922DB0  ResultHash=C4BD  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  55  Best=0.01439214  Result=0.01946831  Best=0.01439214  Seed=27922DB5  ResultHash=ED8A  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  56  Best=0.01439214  Result=0.01941630  Best=0.01439214  Seed=27922DBA  ResultHash=1C74  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  57  Best=0.01439214  Result=0.01945201  Best=0.01439214  Seed=27922DBF  ResultHash=AD36  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  58  Best=0.01439214  Result=0.01942460  Best=0.01439214  Seed=27922DC4  ResultHash=6DD3  ProgramHash=C80F
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  59  Best=0.01439214  Result=0.01439214  Best=0.01439214  Seed=27922DC9  ResultHash=27C1  ProgramHash=A49A
FIRESTARTER_CODE:FIRESTARTER_EVOLVE_BEST  Generation:  60  Best=0.01439214  Result=0.01924951  Best=0.01439214  Seed=27922DCE  ResultHash=360B  ProgramHash=C80F
